N	3gram	Losev_Prob_5	Vladivir
1	о том что	9	7
2	в том что	8	7
3	в те времена	2	5
4	дело в том	2	4
5	в этом смысле	3	4
6	то же время	1	4
7	и то что	3	4
8	на то что	2	4
9	в то же	1	4
10	мы увидим ниже	1	3
11	в конце концов	6	3
12	и потому что	1	3
13	с другой стороны	5	3
14	не может быть	2	3
15	как это мы	1	2
16	но даже и	2	2
17	как раз и	1	2
18	даже и просто	1	2
19	также и то	2	2
20	у него не	1	2
21	как мы увидим	1	2
22	а в дальнейшем	1	2
23	и в частности	3	2
24	то обстоятельство что	1	2
25	не только в	1	2
26	в то время	3	2
27	еще и потому	1	2
28	во всяком случае	2	2
29	и речи с	1	2
30	что у него	1	2
31	можно сказать что	3	2
32	можно судить по	1	2
33	так что в	1	2
34	тем не менее	5	2
35	для того чтобы	2	2
36	том что он	2	2
37	к тому же	1	2
38	и т д	1	2
39	в положительном смысле	1	1
40	и в конце	1	1
41	что иное как	3	1
42	в чем не	1	1
43	для всей жизни	1	1
44	да и то	1	1
45	сказать что он	1	1
46	по одному тому	1	1
47	мы можем привести	2	1
48	должны сказать что	1	1
49	и с трудом	1	1
50	не говоря уже	1	1
51	в самом деле	1	1
52	в настоящее время	3	1
53	свидетельствует о том	1	1
54	вместе со своим	1	1
55	так и его	1	1
56	людей но и	1	1
57	статью под названием	1	1
58	говоря уже о	1	1
59	бы то ни	2	1
60	и в дальнейшем	1	1
61	с ним в	1	1
62	к себе на	1	1
63	худо было бы	1	1
64	в значительной мере	2	1
65	другой стороны не	1	1
66	ко всякого рода	1	1
67	вместе с тем	3	1
68	в это время	2	1
69	как раз в	1	1
70	то время как	3	1
71	уже о том	1	1
72	содержит в себе	1	1
73	и тут же	1	1
74	не потому что	1	1
75	необходимо сказать что	4	1
76	время это уже	1	1
77	но в то	1	1
78	то ни было	1	1
79	с одной стороны	3	1
80	в связи с	7	1
81	то можно сказать	1	1
82	быть никакой речи	1	1
83	указать хотя бы	1	1
84	а также и	1	1
85	может быть никакой	1	1
86	не худо было	1	1
87	и в этом	1	1
88	а с другой	3	1
89	не будет ли	1	1
90	указывает на то	1	1
91	нам представляется что	1	1
92	так или иначе	1	1
93	тут же в	1	1
94	в силу чего	1	1
95	на первом плане	3	1
96	а в других	1	1
97	сказать что здесь	1	1
98	в ясной форме	1	1
99	хотя бы на	1	1
100	для тех времен	1	1
101	и к своему	1	1
102	и в том	1	1
103	мы должны сказать	1	1
104	ни в чем	1	1
105	и о том	2	1
106	так и в	1	1
107	и вместе с	1	1
108	и что она	1	1
109	это и есть	1	1
110	ясно и просто	1	1
111	достаточно указать хотя	1	1
112	у него есть	1	1
113	и никогда не	2	1
114	он пишет с	1	1
115	и можно сказать	1	1
116	острым умом и	1	1
117	никак не мог	2	1
118	но это не	1	1
119	если не прямо	2	1
120	не что иное	3	1
121	по этому поводу	2	1
122	принял на себя	1	1
123	в частности для	1	1
124	в сравнении с	3	1
125	а именно что	1	1
126	что об этом	1	1
127	в бытность свою	1	1
128	том что и	1	1
129	указывает на его	1	1
130	то что этот	1	1
131	в этом отношении	1	1
132	также и в	2	1
