N	4gram	Vygotskiy__1	Marksizm
1	в то же время	1	8
2	одно и то же	2	3
3	как если бы он	1	3
4	и пр и пр	1	3
5	с одной стороны и	1	2
6	как мы уже знаем	1	2
7	в собственном смысле слова	1	2
8	в том что он	1	2
9	так как если бы	1	2
10	все более и более	2	2
11	с предшествующим и последующим	1	1
12	но тем не менее	1	1
13	какой мере не является	1	1
14	дело в том что	1	1
15	его внутренней речи и	1	1
16	в том числе и	1	1
17	ни в какой мере	1	1
18	пр и пр в	1	1
19	чтобы убедиться в этой	1	1
20	как мы увидим в	1	1
21	с точки зрения теоретической	1	1
22	в свою очередь является	1	1
23	но для того чтобы	1	1
24	приводит к тому что	1	1
25	в какой мере не	1	1
