N	3gram	Vygotskiy__5	Istorich
1	и т д	3	16
2	с другой стороны	5	8
3	не только в	2	5
4	о том что	6	5
5	так же как	2	4
6	с одной стороны	12	4
7	что у него	1	4
8	мы имеем в	1	4
9	в том что	14	4
10	этой точки зрения	1	3
11	в ответ на	1	3
12	то что в	2	3
13	что и здесь	1	3
14	с этой точки	1	3
15	мы видим что	3	3
16	не может быть	2	3
17	в данном случае	2	3
18	то время как	1	2
19	в одной из	1	2
20	после того как	1	2
21	на этот вопрос	3	2
22	до сих пор	5	2
23	к себе и	1	2
24	в том чтобы	2	2
25	лежит в основе	1	2
26	образом мы видим	2	2
27	а в том	1	2
28	мы не можем	1	2
29	таким образом мы	2	2
30	в то время	1	2
31	и в русской	1	2
32	что это не	1	2
33	мы увидим что	6	2
34	таким образом что	3	1
35	его тем что	1	1
36	вместе с героем	1	1
37	мы знаем что	2	1
38	на том что	1	1
39	не в состоянии	3	1
40	мы видим таким	1	1
41	только потому что	1	1
42	с точки зрения	2	1
43	от него и	1	1
44	состоит в том	2	1
45	оно может быть	1	1
46	же не может	1	1
47	но так как	1	1
48	это означает что	1	1
49	по отношению к	1	1
50	и показывают что	1	1
51	в самом деле	5	1
52	для наших целей	1	1
53	никак не может	3	1
54	нам кажется что	1	1
55	в этом случае	2	1
56	же как и	1	1
57	то же самое	3	1
58	и как он	1	1
59	и смысл этого	1	1
60	в зависимости от	6	1
61	в другом месте	1	1
62	что он не	1	1
63	из самых важных	1	1
64	том что именно	1	1
65	но он не	1	1
66	и т п	3	1
67	можно было бы	3	1
68	много но все	1	1
69	как если бы	1	1
70	и не в	1	1
71	вместе с тем	3	1
72	свое начало от	1	1
73	показать что и	1	1
74	и что в	3	1
75	и что он	1	1
76	мы все же	3	1
77	то что она	1	1
78	по существу в	1	1
79	и тот же	1	1
80	так как это	3	1
81	обстановки в которой	1	1
82	имеем дело с	1	1
83	сказано только что	1	1
84	все же не	1	1
85	то что он	3	1
86	она все же	1	1
87	мы имеем здесь	1	1
88	которое существует между	2	1
89	не может и	1	1
90	данном случае в	1	1
91	почти никогда не	1	1
92	что мы видим	1	1
93	цель к которой	1	1
94	один и тот	1	1
95	то новое что	1	1
96	более или менее	1	1
97	надо сказать что	1	1
98	с достаточной ясностью	1	1
99	ответ на этот	2	1
100	и когда он	2	1
101	ничего не может	2	1
102	той обстановки в	1	1
103	видим таким образом	1	1
104	и тем более	1	1
105	с собой в	1	1
106	вопрос о том	2	1
107	как только он	1	1
108	он впадает в	1	1
109	один из самых	1	1
110	то что герой	1	1
111	совершенно очевидно что	2	1
112	не прямо а	1	1
113	то этим он	1	1
114	к тому что	6	1
115	по этому вопросу	1	1
116	в противоречие с	1	1
117	по его мнению	2	1
118	ни в каких	1	1
119	мы видели что	1	1
120	но для наших	1	1
121	героя ниже мы	1	1
