N	2gram	Savitsky_P_1	Myshleni
1	в развитии	1	28
2	то что	4	26
3	в этом	10	25
4	потому что	3	21
5	точки зрения	3	18
6	в том	9	18
7	не может	4	18
8	того чтобы	1	17
9	не только	17	16
10	и в	14	16
11	того что	2	16
12	что в	4	16
13	том что	4	15
14	так же	1	15
15	для того	3	14
16	вопрос о	1	12
17	в ходе	1	12
18	в области	11	12
19	и что	1	12
20	и не	12	12
21	в его	2	11
22	но не	3	10
23	в силу	2	10
24	было бы	6	10
25	только в	7	10
26	а не	2	10
27	с точки	3	9
28	в отношении	10	9
29	может быть	5	9
30	то же	9	8
31	в известном	1	8
32	должно быть	2	8
33	как и	1	8
34	если бы	4	8
35	тем самым	3	8
36	мы должны	4	8
37	же как	1	7
38	переход от	2	7
39	и есть	2	7
40	представляет собой	1	7
41	в нем	3	7
42	по себе	4	7
43	известном смысле	1	7
44	если мы	1	7
45	с другом	1	7
46	друг с	1	7
47	и на	1	6
48	могли бы	1	6
49	но в	9	6
50	в этой	1	6
51	связанные с	1	6
52	не в	5	6
53	что оно	1	6
54	что все	1	6
55	мы можем	1	6
56	развития в	1	6
57	но и	6	6
58	в какой	1	6
59	в сфере	2	5
60	должна быть	1	5
61	мы и	1	5
62	в своем	4	5
63	в которой	1	5
64	из нее	1	5
65	мысли и	1	5
66	что с	1	5
67	в то	7	5
68	тогда когда	1	5
69	никогда не	1	5
70	по сравнению	2	5
71	заключается в	3	5
72	обе эти	1	5
73	тот же	3	5
74	хотя бы	8	5
75	сравнению с	1	5
76	как бы	4	5
77	еще более	2	5
78	только что	1	5
79	как известно	1	4
80	и то	1	4
81	что если	1	4
82	к началу	2	4
83	в самом	1	4
84	и по	1	4
85	это не	3	4
86	не имеет	1	4
87	казалось бы	1	4
88	могут быть	3	4
89	не есть	1	4
90	в пределах	8	4
91	еще не	1	4
92	не означает	1	4
93	в свете	1	4
94	в качестве	9	4
95	точек зрения	2	4
96	с другой	5	4
97	именно в	2	4
98	что мы	3	4
99	вместе с	1	4
100	мы видим	1	4
101	в результате	1	4
102	тем более	2	4
103	по одному	1	4
104	целому ряду	1	3
105	мы не	3	3
106	говорить о	2	3
107	но как	1	3
108	если в	2	3
109	с этим	2	3
110	все же	1	3
111	и как	3	3
112	и тем	2	3
113	с тем	3	3
114	в этих	1	3
115	и более	1	3
116	не менее	2	3
117	что эта	1	3
118	в смысле	6	3
119	как она	1	3
120	в себя	1	3
121	еще в	1	3
122	и с	2	3
123	никак не	2	3
124	этих двух	1	3
125	что и	1	3
126	между тем	3	3
127	вопрос об	1	3
128	с одной	3	3
129	мы знаем	1	3
130	а в	4	3
131	в школу	1	3
132	прежде всего	3	3
133	в частности	2	3
134	все основные	1	3
135	к жизни	1	3
136	может идти	1	3
137	одной стороны	3	3
138	мысли но	1	3
139	как на	2	3
140	к этой	1	3
141	они не	1	3
142	отношения к	2	2
143	момент когда	1	2
144	есть не	2	2
145	которую мы	2	2
146	в ней	6	2
147	столь же	3	2
148	в различных	1	2
149	во всех	2	2
150	что было	1	2
151	отличие от	1	2
152	стороны и	2	2
153	не два	1	2
154	и к	4	2
155	только один	1	2
156	если он	1	2
157	те же	1	2
158	сказывается в	2	2
159	в жизни	2	2
160	в них	2	2
161	на основании	1	2
162	в котором	4	2
163	к предмету	1	2
164	иначе как	1	2
165	в отличие	1	2
166	друг другу	2	2
167	и эти	1	2
168	все это	2	2
169	имеет два	1	2
170	и здесь	1	2
171	в момент	1	2
172	и другим	1	2
173	на основе	1	2
174	совершенно ясно	1	2
175	в истории	1	2
176	на нее	1	2
177	не с	1	2
178	находится в	1	2
179	именно потому	1	2
180	находятся в	1	2
181	его в	1	2
182	вслед за	3	2
183	только на	1	2
184	же в	4	2
185	этого процесса	1	2
186	из них	2	2
187	к ним	1	2
188	само по	1	2
189	представляют собой	1	2
190	а с	1	2
191	только к	1	2
192	обратиться к	1	2
193	может ли	2	2
194	ни на	1	2
195	и потому	4	2
196	этой последней	1	2
197	в тот	2	2
198	эта проблема	1	2
199	об отношении	1	2
200	чтобы понять	1	2
201	или иным	1	2
202	и другие	1	2
203	отношением к	1	2
204	другой стороны	1	2
205	во всяком	1	2
206	равным образом	1	1
207	также и	1	1
208	например в	2	1
209	связана с	1	1
210	собственном смысле	1	1
211	возникнуть совершенно	1	1
212	и о	5	1
213	бы что	1	1
214	что уже	1	1
215	в полной	2	1
216	почти исключительно	1	1
217	чем оно	1	1
218	и ее	1	1
219	осознать и	1	1
220	он был	1	1
221	знаем что	1	1
222	что его	1	1
223	с его	1	1
224	различия между	1	1
225	в ее	2	1
226	с трудом	1	1
227	в общем	2	1
228	из важнейших	2	1
229	в собственном	1	1
230	как по	1	1
231	сложной и	1	1
232	более чем	2	1
233	что именно	1	1
234	и дети	2	1
235	как к	1	1
236	кто не	1	1
237	возможность не	1	1
238	нового не	1	1
239	чем к	1	1
240	более или	1	1
241	которую оно	1	1
242	в себе	3	1
243	что это	1	1
244	формы в	1	1
245	применительно к	1	1
246	думать что	2	1
247	идет речь	1	1
248	этот вывод	1	1
249	на то	1	1
250	в наших	1	1
251	но на	1	1
252	к миру	1	1
253	в проблеме	2	1
254	не как	1	1
255	ни были	1	1
256	чтобы это	1	1
257	прежде чем	1	1
258	одно и	1	1
259	поскольку она	1	1
260	от нее	1	1
261	в каждом	1	1
262	тем же	1	1
263	главным образом	2	1
264	имеют в	1	1
265	полной мере	2	1
266	и менее	1	1
267	и других	2	1
268	с основной	1	1
269	этом смысле	1	1
270	в ином	1	1
271	и этим	1	1
272	и уже	1	1
273	нисколько не	1	1
274	предпосылки в	1	1
275	из понимания	1	1
276	выработанные в	1	1
277	место в	1	1
278	не столько	2	1
279	большей степени	4	1
280	значительную часть	1	1
281	в основном	1	1
282	этой области	1	1
283	что происходит	1	1
284	одна сторона	1	1
285	с которой	1	1
286	она не	1	1
287	есть нечто	2	1
288	и притом	1	1
289	они являются	1	1
290	план в	1	1
291	исключает всякую	1	1
292	входят в	1	1
293	выборе и	1	1
294	над ним	1	1
295	в каком	1	1
296	числе и	1	1
297	более широкой	1	1
298	что при	1	1
299	но к	2	1
300	где он	1	1
301	в применении	1	1
302	и которая	1	1
303	с ее	1	1
304	что составляет	1	1
305	и многие	1	1
306	мысль о	2	1
307	только то	1	1
308	ясно что	1	1
309	последствий для	1	1
310	не нужно	2	1
311	в отношениях	1	1
312	для этого	1	1
313	тем чем	1	1
314	сводится к	3	1
315	вопроса и	1	1
316	может не	1	1
317	вопросу о	1	1
318	в которую	2	1
319	бы она	1	1
320	и только	1	1
321	не более	1	1
322	которая и	1	1
323	мы хотим	1	1
324	какое огромное	1	1
325	в сферу	1	1
326	эти последние	1	1
327	культурного развития	1	1
328	с ними	3	1
329	может оказаться	1	1
330	связаны с	1	1
331	всяком случае	1	1
332	во времени	1	1
333	в природе	1	1
334	их не	1	1
335	теперь в	2	1
336	есть в	2	1
337	оказывается в	1	1
338	уже в	1	1
339	себя в	1	1
340	есть проблема	1	1
341	одинаковое значение	1	1
342	положение что	1	1
343	в виде	2	1
344	в начале	2	1
345	что не	1	1
346	сделать то	1	1
347	связывается с	1	1
348	представить себе	1	1
349	в прошлом	1	1
350	отношении к	5	1
351	каждый из	1	1
352	при отсутствии	1	1
353	как раз	2	1
354	в других	1	1
355	эти явления	1	1
356	были бы	1	1
357	из двух	1	1
358	со стороны	2	1
359	или иной	1	1
360	и тех	1	1
361	не было	2	1
362	отношения в	1	1
363	это но	1	1
364	с которым	1	1
365	там где	1	1
366	в трех	1	1
367	бы оно	1	1
368	чем то	1	1
369	в данном	1	1
370	она есть	3	1
371	применении к	1	1
372	заложенное в	1	1
373	есть как	1	1
374	или менее	1	1
375	да и	2	1
376	распадается на	1	1
377	или хотя	1	1
378	но для	1	1
379	к другим	1	1
380	только мы	1	1
381	случаях когда	1	1
382	тем и	1	1
383	том виде	1	1
384	для нас	2	1
385	область где	1	1
386	он сказывается	1	1
387	и слабость	1	1
388	исключительно в	2	1
389	в психологии	1	1
390	относящиеся к	1	1
391	к действию	1	1
392	и это	2	1
393	том числе	2	1
394	это в	1	1
395	гораздо более	1	1
