N	2gram	Bakhtin_Pr_3	Hudozhes
1	в мире	5	23
2	в качестве	1	19
3	то есть	48	18
4	состоит в	1	16
5	и не	15	16
6	не только	4	15
7	и в	53	15
8	в том	14	15
9	может быть	12	13
10	при этом	3	12
11	и его	10	12
12	а в	2	12
13	но не	5	11
14	в этом	8	11
15	в себе	5	11
16	то же	6	10
17	по отношению	2	10
18	как бы	14	10
19	так и	6	10
20	а не	11	10
21	отношению к	1	10
22	но и	7	10
23	точки зрения	4	9
24	в его	8	9
25	своего рода	3	8
26	в душе	1	8
27	я и	1	7
28	отличие от	1	7
29	но в	5	7
30	в отличие	1	7
31	в то	5	7
32	или иной	1	7
33	с другой	2	7
34	с его	2	6
35	отношение к	6	6
36	том что	5	6
37	не в	2	6
38	в основе	5	6
39	же время	5	6
40	по своей	9	6
41	в ее	3	6
42	не может	2	6
43	что в	2	6
44	в их	2	5
45	более или	3	5
46	в самом	2	5
47	то что	9	5
48	тем самым	1	5
49	художественной деятельности	1	5
50	могут быть	4	5
51	той или	1	5
52	с ее	1	5
53	можно сказать	8	5
54	а также	4	5
55	и одновременно	4	5
56	только в	4	5
57	уже не	1	5
58	и т.п	31	5
59	между ними	2	5
60	другой стороны	1	5
61	или менее	3	5
62	в нем	10	5
63	и то	1	4
64	мы имеем	1	4
65	место в	2	4
66	говорить о	2	4
67	жизни как	4	4
68	еще не	5	4
69	а только	1	4
70	хотя и	4	4
71	он не	3	4
72	самим собой	1	4
73	и тем	2	4
74	в слове	1	4
75	в этих	5	4
76	в своей	3	4
77	личности в	1	4
78	и т.д	2	4
79	между тем	2	4
80	в форме	6	4
81	во времени	1	4
82	прежде всего	15	4
83	не знает	4	4
84	как это	2	4
85	например в	5	4
86	сказать что	10	4
87	речи и	1	4
88	того же	2	3
89	со своей	1	3
90	авторской позиции	2	3
91	и ее	6	3
92	в целом	1	3
93	что можно	1	3
94	в акте	1	3
95	как уже	1	3
96	и к	5	3
97	в которой	2	3
98	его в	2	3
99	это не	6	3
100	этом смысле	1	3
101	как и	11	3
102	с точки	2	3
103	но он	2	3
104	тем не	2	3
105	их в	2	3
106	не менее	3	3
107	потому что	5	3
108	мог бы	1	3
109	к его	1	3
110	и что	1	3
111	что он	4	3
112	во всей	4	3
113	человека с	1	3
114	или иным	1	3
115	в области	3	3
116	далеко не	2	3
117	в рассказе	2	3
118	человеческой жизни	3	3
119	человека к	3	3
120	по своему	6	3
121	о чем	1	3
122	в той	2	3
123	и для	4	3
124	таким образом	6	3
125	личности и	1	3
126	в таком	2	3
127	в роли	1	3
128	человека и	7	2
129	и это	3	2
130	это и	1	2
131	между двумя	1	2
132	и больше	1	2
133	собою в	2	2
134	в году	1	2
135	жанровой традиции	7	2
136	но она	1	2
137	я не	4	2
138	этого термина	1	2
139	и на	18	2
140	не все	1	2
141	за пределы	1	2
142	в своем	1	2
143	в себя	6	2
144	позволяет говорить	1	2
145	образом и	1	2
146	все эти	9	2
147	всей своей	2	2
148	в этой	1	2
149	рассказ о	1	2
150	с их	2	2
151	но на	1	2
152	не как	1	2
153	в силу	1	2
154	на этом	1	2
155	ни был	1	2
156	об этом	1	2
157	времени и	2	2
158	в них	2	2
159	несмотря на	2	2
160	ведет к	1	2
161	с другими	3	2
162	от себя	1	2
163	и более	2	2
164	вовсе не	3	2
165	даже в	1	2
166	одна из	7	2
167	и притом	1	2
168	имеем дело	1	2
169	этих двух	2	2
170	художественной литературы	2	2
171	числе и	10	2
172	здесь не	4	2
173	самим собою	4	2
174	тем или	1	2
175	или в	1	2
176	с самим	5	2
177	с человеком	1	2
178	о том	2	2
179	при котором	1	2
180	на всех	1	2
181	я думаю	1	2
182	именно в	2	2
183	в литературе	5	2
184	мире и	2	2
185	есть в	3	2
186	и др	14	2
187	или даже	1	2
188	и прежде	6	2
189	в пространстве	1	2
190	при всей	2	2
191	у него	1	2
