N	3gram	Tiupa_Anal_3	Myshleni
1	в том что	7	21
2	с точки зрения	2	18
3	для того чтобы	1	10
4	с одной стороны	2	7
5	заключается в том	1	7
6	в зависимости от	1	6
7	что мы знаем	1	6
8	в связи с	1	6
9	во всяком случае	2	6
10	не может быть	1	6
11	по отношению к	7	5
12	на этот вопрос	1	5
13	в самом деле	1	4
14	а с другой	1	4
15	в том чтобы	1	4
16	все что мы	1	4
17	о том что	5	4
18	в конечном счете	2	4
19	в отличие от	2	3
20	в данном случае	3	3
21	в этом отношении	3	3
22	здесь и теперь	1	2
23	по ту сторону	1	2
24	на самом деле	1	2
25	подобно тому как	2	2
26	в этом смысле	1	2
27	хотя бы и	1	2
28	что он не	1	2
29	мы не станем	1	2
30	должны были бы	1	2
31	как раз в	1	2
32	мы будем иметь	1	2
33	нам известно из	1	2
34	мы знаем о	1	2
35	само по себе	1	2
36	вопрос о том	1	2
37	друг от друга	1	2
38	сама по себе	2	2
39	речь идет о	1	2
40	если бы он	1	1
41	по своей природе	1	1
42	следует оговориться что	1	1
43	по сути дела	1	1
44	в той или	1	1
45	дело в том	2	1
46	этого слова как	1	1
47	его мысли и	1	1
48	один и тот	1	1
49	занимает центральное место	1	1
50	не возникает в	1	1
51	именно потому что	1	1
52	до сих пор	1	1
53	тот или иной	2	1
54	что каждая из	1	1
55	сам по себе	1	1
56	при этом он	2	1
57	а по своей	1	1
58	ни у кого	1	1
59	в сущности говоря	1	1
60	это указание на	1	1
61	наличии у него	1	1
62	как если бы	1	1
63	именно в этом	1	1
64	в применении к	1	1
65	не в том	1	1
66	однако и здесь	1	1
67	и тот же	1	1
68	тот факт что	1	1
69	не могут быть	1	1
70	по этому пути	1	1
71	дело не в	1	1
72	это все же	1	1
73	можно с уверенностью	1	1
74	с другой стороны	5	1
75	и т.п в	1	1
76	и все же	1	1
77	здесь не только	1	1
78	с другой с	1	1
79	и теперь в	1	1
80	оказывается как раз	1	1
81	не только не	3	1
82	как бы ни	1	1
83	той или иной	3	1
84	можно сказать что	2	1
85	мы обратимся к	1	1
86	но едва ли	1	1
87	в известном смысле	1	1
88	том что он	2	1
89	он не видит	1	1
90	как и в	4	1
91	в один ряд	1	1
92	к тому же	3	1
93	в свое время	2	1
