N	2gram	Bakhtin_fo_1	Myshleni
1	и в	50	28
2	в том	9	28
3	то что	6	28
4	в этом	25	27
5	того что	2	24
6	потому что	4	22
7	том что	4	19
8	не может	6	19
9	таким образом	11	18
10	что он	1	18
11	только в	4	18
12	что в	5	17
13	не только	9	16
14	по сравнению	2	15
15	так же	6	15
16	сравнению с	2	14
17	точки зрения	5	13
18	может быть	11	13
19	с помощью	2	13
20	сказать что	3	13
21	и не	14	11
22	что мы	2	11
23	как бы	2	11
24	к другим	1	11
25	но не	5	10
26	по отношению	3	10
27	с точки	2	10
28	в отношении	3	10
29	того чтобы	5	10
30	к тому	3	10
31	как мы	14	10
32	так как	6	10
33	но и	8	10
34	отношению к	5	10
35	могли бы	1	9
36	было бы	2	9
37	в процессе	4	9
38	мы можем	1	9
39	между собой	4	9
40	в самом	8	8
41	никогда не	2	8
42	тем что	2	8
43	для того	5	8
44	еще не	5	8
45	того же	8	7
46	то же	11	7
47	в сущности	3	7
48	отношение к	2	7
49	в своем	4	7
50	в которой	2	7
51	с самого	2	7
52	он не	5	7
53	в нем	24	7
54	самого начала	2	7
55	путь развития	1	7
56	если бы	5	7
57	мы видим	3	7
58	и других	3	7
59	там где	2	7
60	вместе с	3	7
61	что оно	1	7
62	между ними	3	7
63	же как	2	6
64	мы не	3	6
65	в чем	2	6
66	и как	10	6
67	и к	2	6
68	как и	8	6
69	для него	2	6
70	не имеет	4	6
71	тогда когда	2	6
72	и отношений	1	6
73	когда мы	1	6
74	то время	4	6
75	приводит к	1	6
76	так и	12	6
77	его в	3	6
78	в родном	1	6
79	так что	1	6
80	как раз	13	6
81	вообще не	3	6
82	в то	9	6
83	том же	2	5
84	в зависимости	1	5
85	вопрос о	2	5
86	время как	5	5
87	из того	1	5
88	зависимости от	1	5
89	и на	8	5
90	но в	10	5
91	в этой	1	5
92	что все	2	5
93	на этой	4	5
94	с тем	3	5
95	в разных	5	5
96	с другом	1	5
97	не могут	3	5
98	могут быть	5	5
99	в пределах	5	5
100	это не	6	5
101	на развитие	2	5
102	друг с	1	5
103	и все	6	5
104	например в	6	4
105	и то	4	4
106	к другому	2	4
107	той же	2	4
108	мы имеем	1	4
109	я не	1	4
110	мы и	4	4
111	во всех	6	4
112	в той	4	4
113	с этим	6	4
114	самом начале	1	4
115	в себе	3	4
116	в нашем	2	4
117	на то	1	4
118	к другу	2	4
119	на данной	1	4
120	и того	6	4
