N	3gram	Ircho_Kome_2	FransuaR
1	то же время	3	6
2	в то же	3	6
3	до сих пор	2	4
4	в той же	2	4
5	в связи с	3	4
6	в том числе	3	3
7	в отличие от	2	3
8	для того чтобы	4	3
9	по отношению к	3	2
10	но и в	1	2
11	том числе и	1	2
12	можно было бы	2	2
13	имеет в виду	1	2
14	по сравнению с	1	2
15	не может быть	1	2
16	о том что	4	2
17	той или иной	1	2
18	в том же	1	2
19	как мы видели	1	2
20	на площадях и	1	1
21	в своем роде	1	1
22	доказательства этому мы	1	1
23	не принимает участия	1	1
24	не так давно	1	1
25	имеется в виду	1	1
26	же время он	1	1
27	усиливается еще тем	1	1
28	с точки зрения	1	1
29	на первый план	1	1
30	еще тем что	1	1
31	вместе с ними	1	1
32	весьма значительное место	1	1
33	для этой цели	1	1
34	бы то ни	2	1
35	вместо того чтобы	1	1
36	что в нем	1	1
37	за то что	4	1
38	на протяжении почти	2	1
39	не всегда можно	1	1
40	в первом случае	1	1
41	с современной ему	1	1
42	то ни было	2	1
43	и не удалось	1	1
44	до нас в	1	1
45	как будто бы	1	1
46	как он был	1	1
47	то что он	2	1
48	площадях и улицах	1	1
49	во всяком случае	2	1
50	с другой стороны	1	1
51	само по себе	1	1
52	до нас дошли	1	1
53	сих пор не	1	1
54	во время осады	1	1
55	в свою очередь	1	1
56	связи с этим	1	1
57	с самого начала	1	1
58	и в самом	1	1
59	но никак не	1	1
60	но все эти	1	1
61	таким образом и	1	1
62	и его современников	2	1
63	но все же	1	1
64	в том что	5	1
65	что и в	2	1
66	как мы знаем	1	1
