N	3gram	Losev_Dial_1	VLabPisa
1	и т д	19	15
2	в этом отношении	2	13
3	и т п	2	9
4	с другой стороны	4	8
5	не может быть	3	8
6	более или менее	3	6
7	то же время	4	5
8	в то же	4	5
9	не было бы	2	4
10	в связи с	1	4
11	можно сказать что	3	4
12	в том что	7	4
13	и в то	2	3
14	бы и не	1	3
15	этих и подобных	1	3
16	это и есть	2	3
17	о том что	2	3
18	хотя бы в	1	3
19	к тому что	2	3
20	одной стороны и	2	2
21	по одному тому	1	2
22	в чем же	1	2
23	до сих пор	2	2
24	только то что	3	2
25	можно было бы	4	2
26	одному тому что	1	2
27	по крайней мере	4	2
28	в том чтобы	1	2
29	с одной стороны	2	2
30	в конце концов	3	2
31	во всех этих	1	2
32	уже по одному	1	2
33	не рождается из	2	2
34	во всяком случае	2	2
35	в этом и	1	2
36	этом и заключается	1	2
37	для того чтобы	1	2
38	бы не было	1	2
39	то все же	1	1
40	и может быть	1	1
41	того или другого	1	1
42	и есть то	1	1
43	и не должна	2	1
44	хотя и не	1	1
45	какой мере не	1	1
46	в той или	1	1
47	другой стороны в	1	1
48	в какой мере	1	1
49	иметь в виду	3	1
50	то время как	1	1
51	это значит только	1	1
52	как один из	2	1
53	как это мы	2	1
54	в самом деле	1	1
55	но даже и	1	1
56	в этом смысле	3	1
57	т е не	1	1
58	значит что он	3	1
59	то прежде всего	1	1
60	это и значит	1	1
61	до последних дней	1	1
62	сами по себе	1	1
63	сама по себе	8	1
64	что он не	2	1
65	что даже наиболее	1	1
66	и значит что	1	1
67	т д но	2	1
68	только в том	1	1
69	прежде всего необходимо	2	1
70	все это мы	1	1
71	том или ином	1	1
72	может быть и	3	1
73	по себе в	1	1
74	то или иное	2	1
75	могут не быть	1	1
76	одно и то	4	1
77	есть то что	1	1
78	ни в какой	1	1
79	в ней не	1	1
80	него она не	1	1
81	так или иначе	1	1
82	или ином отношении	1	1
83	можно ли считать	1	1
84	к ним не	1	1
85	далеко не всегда	1	1
86	значит ли это	2	1
87	но в то	1	1
88	на себе все	1	1
89	таким образом и	1	1
90	от обычного хода	1	1
91	но она не	1	1
92	то же самое	1	1
93	и то же	4	1
94	у гете и	2	1
95	имеет ничего общего	3	1
96	по сравнению с	2	1
97	с реальной жизнью	1	1
98	не в том	1	1
99	этого образа в	1	1
100	а между тем	1	1
101	значит только то	1	1
102	не имеет ничего	3	1
103	не заметить что	1	1
104	а не только	1	1
105	а в том	1	1
106	сих пор не	1	1
107	в то время	1	1
108	никогда не может	2	1
109	та или иная	3	1
110	те или иные	1	1
111	ничего общего с	3	1
112	идеи и образа	2	1
113	той или иной	3	1
114	не может ограничиться	1	1
115	в новое время	1	1
116	ли это что	2	1
117	один из видов	2	1
118	мы имеем дело	1	1
119	не впасть в	1	1
120	дело не в	1	1
121	к тому же	1	1
122	не значит что	3	1
123	в нем уже	1	1
