N	2gram	Losev_Prob_4	Tragedij
1	и в	20	18
2	и оскорбленных	1	17
3	униженных и	1	16
4	в романе	1	10
5	в году	1	9
6	в этом	9	9
7	и оскорбленные	1	9
8	униженные и	1	9
9	в бесах	1	9
10	не только	24	8
11	и с	7	7
12	и на	3	7
13	может быть	9	7
14	как бы	4	7
15	и не	28	7
16	но в	8	6
17	и его	10	6
18	в образе	1	6
19	что он	8	6
20	у него	1	6
21	то же	7	5
22	все же	2	5
23	что это	2	5
24	это не	7	5
25	как и	6	5
26	несмотря на	4	5
27	в то	4	5
28	так и	10	5
29	не может	5	5
30	к жизни	1	5
31	у достоевского	4	5
32	он всегда	1	4
33	еще не	7	4
34	в себе	12	4
35	в целом	1	4
36	в этой	4	4
37	в нем	5	4
38	презрение к	1	4
39	об этом	6	4
40	том что	12	4
41	и что	2	4
42	но и	14	4
43	я люблю	1	4
44	и даже	9	4
45	прежде всего	11	4
46	так же	5	4
47	но это	6	4
48	все это	9	4
49	этот образ	1	4
50	что в	3	4
51	и все	8	4
52	то что	15	4
53	к людям	1	3
54	достоевского в	1	3
55	и он	2	3
56	отнюдь не	10	3
57	как в	5	3
58	в своем	3	3
59	и как	3	3
60	все эти	16	3
61	при этом	6	3
62	то есть	27	3
63	должно быть	1	3
64	тем самым	4	3
65	о чем	1	3
66	с ее	2	3
67	и сам	1	3
68	мог бы	1	3
69	жизнь и	4	3
70	с ним	4	3
71	к нему	3	3
72	в его	3	3
73	уже в	4	3
74	для него	3	3
75	никто не	2	3
76	в конце	2	3
77	как будто	11	3
78	как это	3	3
79	ставрогина и	1	3
80	ивана карамазова	1	2
81	и до	1	2
82	что эти	1	2
83	никогда не	1	2
84	и то	2	2
85	он был	3	2
86	не был	1	2
87	столь же	2	2
88	в преступлении	1	2
89	с его	2	2
90	отношение к	1	2
91	тут же	3	2
92	не просто	16	2
93	так что	6	2
94	романах достоевского	1	2
95	это был	1	2
96	перед нами	13	2
97	говорит что	2	2
98	имеет в	1	2
99	в самом	2	2
100	бы и	3	2
101	то и	5	2
102	и лучше	1	2
103	он не	2	2
104	что она	4	2
105	но все	3	2
106	что все	1	2
107	его в	2	2
108	в это	2	2
109	к области	1	2
110	ни в	17	2
111	нет в	2	2
112	с тем	4	2
113	вопрос о	1	2
114	но эта	2	2
115	не в	13	2
116	что этот	1	2
117	вместе со	1	2
118	раз и	1	2
119	но они	2	2
120	не имеет	4	2
121	не могут	1	2
122	он и	1	2
123	к тому	3	2
124	и это	2	2
125	в ее	5	2
126	данном случае	5	2
127	а что	1	2
128	ничего не	1	2
129	и здесь	1	2
130	о том	5	2
131	в глаза	1	2
132	что и	3	2
133	бросается в	1	2
134	в том	20	2
135	преступлении и	1	2
136	даже если	3	2
137	собой но	1	2
138	который в	1	2
139	по мнению	1	2
140	и ее	4	2
141	уже не	5	2
142	в виде	22	2
143	не так	3	2
144	в известной	1	2
145	в одном	4	2
146	друг друга	2	2
147	не случайно	1	2
148	тем что	3	2
149	писателя и	1	2
150	как же	2	2
151	только к	3	2
152	говорит о	2	2
153	до конца	1	2
154	в рассказе	1	2
155	ребенка и	1	2
156	под влиянием	1	2
157	но особенно	1	2
158	для искусства	3	2
159	в данном	6	2
160	это уже	3	2
161	потому что	15	2
162	и наказании	1	2
163	что князь	1	2
164	со мной	1	2
165	в частности	2	2
166	только о	1	2
167	по поводу	1	2
168	во сне	1	2
169	в таком	6	2
170	точно так	3	2
171	только он	1	1
172	скажет что	1	1
173	также что	1	1
174	и т	4	1
175	одним из	1	1
176	с жизнью	1	1
177	человека и	1	1
178	сам по	6	1
179	и др	1	1
180	самом деле	3	1
181	силы и	1	1
182	это и	4	1
183	и есть	4	1
184	смысл этого	1	1
185	не думает	1	1
186	такой час	1	1
187	то для	3	1
188	смотреть на	2	1
189	собой как	1	1
190	что уже	1	1
191	не вполне	2	1
192	на себя	1	1
193	ему в	2	1
194	в виду	6	1
195	в ней	7	1
196	между собой	2	1
197	в чем	2	1
198	во всех	4	1
199	в петербурге	2	1
200	но не	5	1
201	но как	3	1
202	в быту	1	1
203	значение и	1	1
204	а он	1	1
205	без цели	1	1
206	за пределы	2	1
207	всю эту	2	1
208	тебе и	1	1
209	чем же	3	1
210	в истории	3	1
211	что именно	2	1
212	романа или	1	1
213	не любят	1	1
214	действовал на	1	1
215	достоевского не	1	1
216	и наконец	4	1
217	далеко уходит	1	1
218	дается в	1	1
219	напомним что	1	1
220	образа петра	1	1
221	них он	1	1
222	для ее	2	1
223	и хотя	1	1
224	чего же	1	1
225	то в	2	1
226	понятие в	1	1
227	со своей	2	1
228	в которой	2	1
229	он в	1	1
230	бы не	1	1
231	это тот	1	1
232	только один	2	1
233	говорит не	1	1
234	этого образа	1	1
235	как он	1	1
236	если он	2	1
237	в братьях	1	1
238	за дело	1	1
239	что петр	1	1
240	и если	5	1
241	вообще не	3	1
242	что без	2	1
243	этом свидетельствует	1	1
244	по какому	1	1
245	берется в	1	1
246	перестает быть	2	1
247	и еще	1	1
248	не значит	1	1
249	не к	2	1
250	не как	1	1
251	в россии	1	1
252	содержит в	8	1
253	что тут	1	1
254	и по	2	1
255	во французской	1	1
256	таким образом	8	1
257	от нее	1	1
258	здесь мы	3	1
259	не скажет	1	1
260	ли образ	1	1
261	за то	1	1
262	в другом	3	1
263	он словно	1	1
264	на все	2	1
265	потому как	1	1
266	это было	2	1
267	заключается в	2	1
268	мира сего	1	1
269	и сердце	1	1
270	известно что	1	1
271	а это	3	1
272	с начала	1	1
273	этом мы	2	1
274	но уже	1	1
275	в них	5	1
276	достоевского и	1	1
277	что ему	1	1
278	тот самый	1	1
279	этого не	2	1
280	эту тему	1	1
281	говорится о	1	1
282	французской литературе	1	1
283	синтеза и	1	1
284	есть такая	1	1
285	или вообще	1	1
286	но если	6	1
287	и при	1	1
288	в своей	4	1
289	в такой	1	1
290	в котором	2	1
291	человеком и	1	1
292	самого этого	2	1
293	не тип	1	1
294	миф о	1	1
295	по самой	1	1
296	должны были	1	1
297	сам же	1	1
298	и вот	1	1
299	не понимает	2	1
300	страха и	1	1
301	над ними	1	1
302	и один	1	1
303	тем не	10	1
304	вырастает в	1	1
305	не могли	2	1
306	на всю	1	1
307	по себе	11	1
308	тому что	1	1
309	в эпилоге	3	1
310	не менее	10	1
311	вплоть до	3	1
312	не раз	2	1
313	что эта	1	1
314	на земле	2	1
315	в обоих	2	1
316	самого начала	1	1
317	нелли умирает	1	1
318	с своим	1	1
319	нельзя ли	2	1
320	но только	2	1
321	он с	2	1
322	только не	4	1
323	на путях	2	1
324	это мы	1	1
325	в отношениях	1	1
326	в самой	4	1
327	вольно или	1	1
328	или как	1	1
329	и притом	2	1
330	к ней	2	1
331	по своей	1	1
332	для нас	6	1
333	связи с	3	1
334	входят в	1	1
335	в области	3	1
336	перед ним	1	1
337	но все-таки	1	1
338	и далее	1	1
339	могут быть	1	1
340	насилия и	1	1
341	сознательно и	1	1
342	что оно	1	1
343	за что	1	1
344	еще по	1	1
345	указывает на	4	1
346	не есть	12	1
347	первом же	1	1
348	что при	1	1
349	утверждать что	1	1
350	капиталистического города	1	1
351	романа униженные	1	1
352	на нечто	2	1
353	о существовании	1	1
354	образы и	3	1
355	как мы	3	1
356	вещами и	1	1
357	и о	5	1
358	того чтобы	2	1
359	стихах и	1	1
360	и образ	4	1
361	всего этого	1	1
362	с самого	1	1
363	говорили что	1	1
364	в предельном	1	1
365	эдгара по	1	1
366	умирает в	1	1
367	с собой	3	1
368	можно было	4	1
369	начала и	1	1
370	когда в	1	1
371	ничего подобного	1	1
372	по сравнению	1	1
373	на них	1	1
374	в эпоху	1	1
375	стремление к	1	1
376	часто и	1	1
377	это происходит	1	1
378	на русский	1	1
379	достоевского все	1	1
380	а также	6	1
381	раскольникова и	1	1
382	чтобы не	2	1
383	все в	3	1
384	рода символическим	1	1
385	ненавистью к	1	1
386	добра и	1	1
387	уже чисто	2	1
388	теперь уже	2	1
389	нуждается в	1	1
390	в настоящей	2	1
391	причем достоевский	2	1
392	все время	2	1
393	и она	1	1
394	в литературе	2	1
395	того что	1	1
396	он есть	1	1
397	наблюдать и	1	1
398	мы видим	1	1
399	с ними	2	1
400	что даже	1	1
401	только в	23	1
402	во всем	2	1
403	оскорбленных и	1	1
404	с одной	1	1
405	мировой революции	1	1
406	вот что	1	1
407	эти образы	2	1
408	есть в	7	1
409	эти черты	1	1
410	только на	2	1
411	дело с	2	1
412	свидетельствует о	2	1
413	самостоятельное значение	1	1
414	но от	1	1
415	сердце мое	1	1
416	всяком случае	4	1
417	т п	1	1
418	с этими	1	1
419	братьях карамазовых	1	1
420	в x	1	1
421	жизни на	1	1
422	и вместе	1	1
423	переплетается с	1	1
424	рядом с	1	1
425	таком виде	1	1
426	развития в	1	1
427	с другим	1	1
428	отдельные черты	1	1
429	именно в	7	1
430	в каких	1	1
431	а жизнь	1	1
432	что не	4	1
433	только по	1	1
434	не было	3	1
435	от злости	1	1
436	не верит	1	1
437	а не	7	1
438	именно так	1	1
439	его как	1	1
440	человеческих целей	1	1
441	это она	1	1
442	ведь с	1	1
443	в припадке	1	1
444	в связи	3	1
445	бледное лицо	1	1
446	ни за	1	1
447	о себе	3	1
448	вместе с	5	1
449	и особенно	1	1
450	и потому	7	1
451	xix века	2	1
452	сравнению с	1	1
453	искусства но	1	1
454	он злобно	1	1
455	в романах	2	1
456	в той	8	1
457	с этой	1	1
458	и от	6	1
459	в условиях	3	1
460	искусством для	2	1
461	так ли	1	1
462	такой образ	1	1
463	на одной	1	1
464	не является	10	1
465	достоевского но	1	1
466	в результате	8	1
467	тот кто	1	1
468	а к	1	1
469	из тургенева	1	1
470	из себя	2	1
471	русский перевод	1	1
472	бы в	1	1
473	и совершенно	2	1
474	конце концов	1	1
475	бы что-то	1	1
476	хотя бы	7	1
477	только что	2	1
478	за этим	1	1
479	жизни в	2	1
480	из тех	1	1
481	мы начинаем	1	1
482	виде и	2	1
483	совершенно не	3	1
484	при его	1	1
485	самой своей	1	1
486	но этот	2	1
487	ко всему	1	1
488	т е	1	1
489	что под	1	1
490	и жизнь	2	1
491	из романа	1	1
492	к этой	1	1
493	это в	1	1
494	это понятие	1	1
495	во всяком	8	1
