N	3gram	Bakhtin_sl_2	Problemy
1	то же время	4	12
2	в то же	4	12
3	с самого начала	1	8
4	в отношении к	4	7
5	и т п	33	6
6	не может быть	15	6
7	по отношению к	4	5
8	и в то	1	5
9	во всяком случае	2	5
10	к нему и	1	5
11	с точки зрения	3	4
12	на протяжении всего	1	4
13	и не в	1	3
14	но в то	3	3
15	мы уже говорили	1	3
16	в романах достоевского	1	3
17	с другой стороны	1	3
18	и в нем	1	3
19	в чем не	2	2
20	в той или	3	2
21	время от времени	1	2
22	а вовсе не	2	2
23	и наконец в	2	2
24	к самому говорящему	1	2
25	в этом случае	6	2
26	но все это	1	2
27	и не может	1	2
28	хотя бы и	2	2
29	сама по себе	3	2
30	в отличие от	12	2
31	героя и его	1	2
32	слово героя и	1	2
33	а не в	1	2
34	в его целом	1	2
35	по ту сторону	1	2
36	о том что	1	2
37	ни в чем	2	2
38	так и в	3	2
39	той или иной	5	2
40	тем не менее	1	2
41	в большинстве случаев	5	2
42	слова в отношении	1	2
43	мы увидим что	1	2
44	для этого необходимо	1	2
45	и т д	2	2
46	как мы видели	1	2
47	в пределах одного	7	2
48	как к своему	1	1
49	в нем происходит	1	1
50	не может ни	1	1
51	влияния чужого слова	1	1
52	хотя и не	1	1
53	точки зрения на	1	1
54	все это и	1	1
55	чужого слова с	1	1
56	от него и	1	1
57	в чем же	1	1
58	ним мы еще	1	1
59	даже там где	1	1
60	его слова с	1	1
61	большей или меньшей	1	1
62	и в особенности	2	1
63	может и не	1	1
64	т п если	1	1
65	чужого слова его	1	1
66	чужого слова как	1	1
67	до сих пор	2	1
68	и говорит и	1	1
69	как мы сказали	2	1
70	женщины и т	1	1
71	точек зрения не	1	1
72	что он не	1	1
73	таким образом на	1	1
74	в этом отношении	3	1
75	уже не в	1	1
76	как мы уже	2	1
77	рано или поздно	1	1
78	со всех сторон	1	1
79	скрещиваются между собой	1	1
80	т п но	2	1
81	у него нет	2	1
82	даже и не	1	1
83	в значительной степени	6	1
84	этим и определяется	1	1
85	для него самого	1	1
86	поэтому диалог в	1	1
87	общения с ним	1	1
88	со всею ясностью	1	1
89	в диалогах и	2	1
90	отношении к нему	1	1
91	в один из	1	1
92	в себе как	1	1
93	и его слову	1	1
94	и с которым	1	1
95	до конца не	1	1
96	во всех существенных	1	1
97	настолько велико что	1	1
98	как и слово	1	1
99	всяком случае не	1	1
100	все более и	1	1
101	с ним и	1	1
102	но может быть	1	1
103	может быть и	2	1
104	к своему предмету	5	1
105	мы можем сказать	1	1
106	в нем не	1	1
107	имеет громадное значение	1	1
108	так и для	2	1
109	в этом направлении	1	1
110	основные линии его	1	1
111	с ним мы	1	1
112	друг к другу	1	1
113	со своим словом	2	1
114	правда и в	1	1
115	можно прямо сказать	3	1
116	для правильного понимания	1	1
117	в себе все	1	1
118	не может и	1	1
119	может быть органически	1	1
120	в нем есть	1	1
121	мы видели что	1	1
122	героя и может	1	1
123	слово в них	1	1
124	и ни в	1	1
125	себя и для	1	1
126	между этими двумя	1	1
127	в нем нет	1	1
128	его слово конечно	1	1
129	вообще не знает	1	1
130	там где они	2	1
131	он как мы	1	1
132	как и в	1	1
133	в свою очередь	2	1
134	в романе является	1	1
135	не только не	1	1
136	более и более	1	1
137	но в этом	1	1
138	и остается в	1	1
139	но все же	4	1
140	на то что	1	1
141	все эти явления	1	1
142	с чужим словом	10	1
143	и его слово	14	1
144	это как бы	1	1
145	в узком смысле	4	1
146	или иной степени	3	1
147	для того чтобы	2	1
148	в них не	1	1
149	в том что	4	1
150	и до конца	1	1
151	мы еще не	1	1
152	себя среди других	1	1
