N	2gram	Losev_Dial_4	Narrotol
1	не только	8	32
2	может быть	17	25
3	но и	4	23
4	в качестве	2	21
5	и не	30	20
6	и в	15	19
7	в том	11	18
8	в этом	11	17
9	не в	8	14
10	в частности	2	14
11	том что	10	14
12	а не	18	12
13	то что	16	11
14	а в	1	11
15	точки зрения	14	10
16	не может	11	10
17	при этом	2	9
18	так и	5	9
19	в его	4	9
20	со стороны	3	9
21	в себе	8	8
22	во времени	1	8
23	с другой	1	8
24	не является	1	8
25	еще не	4	7
26	как в	3	7
27	все же	2	7
28	как и	7	7
29	с одной	1	7
30	с его	5	6
31	точка зрения	1	6
32	в той	1	6
33	то в	5	6
34	тем самым	3	6
35	в себя	5	6
36	о том	5	6
37	что он	7	6
38	именно в	5	6
39	как это	2	6
40	но в	3	6
41	отличие от	2	5
42	отнюдь не	4	5
43	и как	4	5
44	уже не	9	5
45	в этой	4	5
46	в отличие	1	5
47	по себе	13	5
48	в основе	10	5
49	и его	7	5
50	в детстве	1	5
51	к себе	1	5
52	картина мира	1	5
53	к нему	1	5
54	себя в	2	5
55	или иной	1	5
56	мира в	1	5
57	в данном	3	5
58	можно сказать	5	5
59	не предполагает	1	5
60	речь идет	1	4
61	переход от	1	4
62	данном случае	1	4
63	все те	1	4
64	то же	9	4
65	из которых	3	4
66	перед нами	6	4
67	в нем	5	4
68	в силу	4	4
69	но все	2	4
70	же не	1	4
71	и с	4	4
72	было бы	9	4
73	и тем	6	4
74	не мог	2	4
75	связи с	1	4
76	той или	4	4
77	те же	1	4
78	о нем	2	4
79	одного из	1	4
80	основе своей	1	4
81	же время	6	4
82	во втором	1	4
83	вслед за	1	4
84	только в	7	4
85	хотя бы	4	4
86	в особенности	4	4
87	что не	3	4
88	прежде всего	11	4
89	как бы	14	4
90	да и	2	4
91	отличается от	1	4
92	одной из	2	4
93	сказать что	6	4
94	другой стороны	2	4
95	это и	9	3
96	же как	1	3
97	в сущности	5	3
98	и он	1	3
99	в ней	5	3
100	и на	5	3
101	может не	1	3
102	в ее	2	3
103	что они	4	3
104	как говорит	1	3
105	хотя и	6	3
106	когда он	3	3
107	что это	13	3
108	уже в	1	3
109	из этих	2	3
110	не есть	40	3
111	он не	1	3
112	то ни	4	3
113	не будет	2	3
114	ни в	8	3
115	тем не	2	3
116	не менее	2	3
117	в то	6	3
118	тем что	2	3
119	одна из	1	3
120	никогда не	2	3
121	могут быть	3	3
122	как будет	1	3
123	как мы	1	3
