N	2gram	Ircho_Kome_1	StatiiOP
1	в и	2	130
2	и в	22	44
3	в том	11	36
4	и т	9	30
5	что в	6	30
6	том что	12	29
7	в этом	3	21
8	т д	4	21
9	вовсе не	2	19
10	не только	10	18
11	то что	2	18
12	было бы	2	17
13	о том	8	17
14	а в	6	17
15	и не	8	16
16	может быть	9	15
17	т е	13	15
18	в области	2	14
19	в данном	1	14
20	как в	5	13
21	можно было	1	13
22	не в	6	12
23	в тексте	1	12
24	в первой	2	12
25	в этой	7	11
26	того чтобы	1	11
27	у нас	3	11
28	я думаю	1	11
29	точки зрения	4	11
30	но в	4	10
31	ясно что	4	10
32	для того	1	10
33	что он	6	10
34	только в	3	10
35	но и	11	10
36	также и	1	9
37	как и	9	9
38	в отношении	6	9
39	в то	10	9
40	по изд	2	9
41	так и	5	9
42	во второй	3	9
43	того что	1	9
44	в его	5	9
45	т п	5	9
46	с другой	5	9
47	статьи в	1	8
48	во всех	1	8
49	все же	3	8
50	из них	10	8
51	и его	8	8
52	не может	2	8
53	что они	4	7
54	в самом	2	7
55	так например	1	7
56	таким образом	8	7
57	другой стороны	5	7
58	этом отношении	3	7
59	до сих	2	7
60	прежде всего	5	7
61	сих пор	2	7
62	сказать что	1	7
63	по поводу	4	7
64	на самом	1	6
65	со стороны	2	6
66	из этих	1	6
67	потому что	5	6
68	данном случае	1	6
69	что и	4	6
70	всяком случае	2	6
71	так что	1	6
72	именно в	4	6
73	в той	1	6
74	что же	1	6
75	но это	2	6
76	хотя бы	1	6
77	во всяком	2	6
78	то же	6	5
79	той же	1	5
80	уже о	2	5
81	в целом	3	5
82	в нем	4	5
83	и по	6	5
84	г в	4	5
85	такой же	2	5
86	в котором	4	5
87	в которых	1	5
88	этой области	1	5
89	не менее	3	5
90	вплоть до	1	5
91	могут быть	3	5
92	стр и	2	5
93	думаю что	1	5
94	так как	4	5
95	тем что	4	5
96	и даже	5	5
97	все это	5	5
98	совершенно не	1	5
99	жизни и	1	5
100	того времени	1	5
101	так же	3	5
102	речь идет	3	4
103	как это	3	4
104	в которой	6	4
105	вопрос о	3	4
106	столь же	2	4
107	что это	1	4
108	на то	3	4
109	что она	1	4
110	и почему	1	4
111	но все	1	4
112	но если	1	4
113	во времена	1	4
114	представление о	1	4
115	и очень	1	4
116	же время	4	4
117	как будто	2	4
118	что у	2	4
119	на вопрос	1	4
120	и что	1	4
121	в качестве	4	4
122	никто не	1	4
123	как раз	3	4
124	даже не	2	4
125	к которому	3	4
126	на эту	1	4
127	должна была	2	4
128	в частности	3	4
129	как бы	1	4
130	еще более	1	4
131	это человек	2	4
132	это в	1	4
133	гораздо более	1	4
134	же как	3	3
135	того же	2	3
136	и без	2	3
137	тем же	1	3
138	и за	1	3
139	то это	1	3
140	в ней	1	3
141	еще не	2	3
142	он был	2	3
143	в чем	3	3
144	из двух	1	3
145	но не	2	3
146	не все	1	3
147	ответ на	1	3
148	по отношению	3	3
149	к сожалению	2	3
150	в истории	5	3
151	с этим	1	3
152	так называемая	1	3
153	что касается	2	3
154	говорит что	1	3
155	не являются	1	3
156	то в	1	3
157	меньшей мере	2	3
158	в каждом	1	3
159	связанные с	2	3
160	же касается	1	3
161	в другом	4	3
162	и с	3	3
163	и тем	2	3
164	даже в	3	3
165	ни в	6	3
166	о которой	1	3
167	тому что	1	3
168	в г	11	3
169	во время	5	3
170	в конце	6	3
171	по меньшей	2	3
172	не по	1	3
173	п в	1	3
174	в каком	1	3
175	в применении	1	3
176	для себя	2	3
177	об этом	1	3
178	между тем	5	3
179	и только	1	3
180	в двух	1	3
181	по мнению	1	3
182	с одной	3	3
183	если это	1	3
184	в виде	3	3
185	в начале	3	3
186	возможно что	1	3
187	а с	1	3
188	на этот	1	3
189	применении к	1	3
190	в тех	3	3
191	да и	3	3
192	материал для	1	3
193	с этой	1	3
194	видно что	1	3
195	и для	1	3
196	в результате	4	3
197	будто бы	2	3
198	отношению к	3	3
199	культуры в	1	3
200	работы в	1	3
201	в таком	1	3
202	его же	1	2
203	по его	1	2
204	а как	1	2
205	мы не	3	2
206	г как	2	2
207	не была	1	2
208	в сущности	2	2
209	время как	4	2
210	совпадает с	1	2
211	из того	1	2
212	ответа на	1	2
213	быть в	1	2
214	как правило	3	2
215	совсем не	2	2
216	отношение к	3	2
217	за пределы	2	2
218	идет о	3	2
219	в м	1	2
220	в своем	1	2
221	что нет	1	2
222	смысле этого	1	2
223	следующие слова	2	2
224	целый ряд	1	2
225	к числу	2	2
226	так или	1	2
227	чуть ли	1	2
228	бы не	1	2
229	и и	3	2
230	раз в	2	2
231	в себе	2	2
232	но он	2	2
233	в рукописях	1	2
234	и те	1	2
235	не могла	1	2
236	при этом	5	2
237	он не	3	2
238	сожалению не	1	2
239	и более	1	2
240	что все	1	2
241	в данной	1	2
242	его в	3	2
243	это вовсе	1	2
244	первую очередь	3	2
245	стиха в	1	2
246	должен был	1	2
247	ни одной	2	2
248	и уже	1	2
249	перед собой	1	2
250	в первую	2	2
251	места в	1	2
252	никаких оснований	1	2
253	можно найти	1	2
254	которые в	1	2
255	надо сказать	1	2
256	уже выше	1	2
257	принципов и	1	2
258	на него	4	2
259	говорить о	1	2
260	судя по	2	2
261	ничего не	3	2
262	больше чем	1	2
263	к концу	1	2
264	тем не	2	2
265	убедиться в	1	2
266	в сознании	3	2
267	что на	1	2
268	ли не	4	2
269	кем и	1	2
270	и это	1	2
271	однако ни	1	2
272	то время	5	2
273	и сам	3	2
274	каждого из	1	2
275	для этого	2	2
276	то есть	1	2
277	а также	4	2
278	в пользу	1	2
279	и все	3	2
280	и во	2	2
281	отметить что	1	2
282	и можно	2	2
283	также в	2	2
284	следовало бы	1	2
285	к нему	2	2
286	по своей	2	2
287	оказывается в	1	2
288	и у	3	2
289	уже в	5	2
290	если в	1	2
291	этот раз	1	2
292	а то	2	2
293	у него	3	2
294	в других	2	2
295	даже и	1	2
296	или иначе	1	2
297	еще и	2	2
298	превращается в	1	2
299	одной стороны	3	2
300	неизвестно кем	1	2
301	стороны в	1	2
302	нет никаких	1	2
303	что во	1	2
304	и потому	1	2
305	такого рода	6	2
306	по существу	1	2
307	этого слова	1	2
308	между прочим	2	2
309	которой можно	1	2
310	ни одного	1	2
311	зрения в	1	2
312	в этих	1	2
313	хотя в	1	2
314	г и	3	2
315	е в	2	2
316	несмотря на	4	2
317	дело с	1	2
318	современного читателя	2	2
319	не знает	1	2
320	в своих	2	2
321	молодой человек	1	2
322	том числе	1	2
323	а между	1	1
324	берет под	1	1
325	можно говорить	1	1
326	чтобы не	1	1
327	по адресу	14	1
328	как известно	2	1
329	вторую половину	1	1
330	почти не	2	1
331	грамматическими и	1	1
332	и всем	1	1
333	здесь и	2	1
334	на две	2	1
335	из его	4	1
336	что эти	1	1
337	исходит из	1	1
338	в какой-то	1	1
339	от которых	1	1
340	видеть в	2	1
341	объясняется и	1	1
342	едва ли	7	1
343	в зависимости	1	1
344	землей и	1	1
345	который был	1	1
346	от друга	1	1
347	зависимости от	1	1
348	это время	2	1
349	от всей	1	1
350	и самого	2	1
351	на нем	2	1
352	научная литература	1	1
353	и на	3	1
354	бы то	2	1
355	за свое	1	1
356	тома в	1	1
357	при жизни	1	1
358	отказ от	1	1
359	а только	1	1
360	только при	2	1
361	в стихе	2	1
362	тех же	2	1
363	должны были	8	1
364	очевидно что	1	1
365	в наиболее	1	1
366	друг от	1	1
367	в свои	3	1
368	в настоящем	2	1
369	и таким	2	1
370	вопросов которые	1	1
371	под его	1	1
372	каждая из	1	1
373	перед нами	1	1
374	хотя и	3	1
375	что по	2	1
376	мысль в	1	1
377	и какой	1	1
378	и к	1	1
379	спора и	1	1
380	для ее	2	1
381	первой из	1	1
382	не приходится	1	1
383	указания на	2	1
384	дело обстояло	1	1
385	бы с	1	1
386	плана по	1	1
387	он в	1	1
388	тут и	1	1
389	так в	4	1
390	право на	2	1
391	но без	1	1
392	в известном	2	1
393	бы только	1	1
394	другом случае	1	1
395	как он	1	1
396	е из	1	1
397	больше всего	1	1
398	время и	2	1
399	от которого	1	1
400	оригинале это	1	1
401	с именем	1	1
402	и вот	4	1
403	сказал что	1	1
404	у читателя	1	1
405	на поверку	1	1
406	нашего времени	1	1
407	чтобы в	1	1
408	такого же	1	1
409	значительной степени	1	1
410	том же	1	1
