N	2gram	Propp_Isto_5	Problema
1	в его	12	43
2	и не	11	42
3	и в	25	38
4	не может	6	27
5	может быть	17	26
6	как бы	2	22
7	по отношению	2	21
8	отнюдь не	1	19
9	отношению к	2	19
10	и с	3	17
11	и его	9	16
12	в этом	10	15
13	в нем	7	15
14	и т	20	14
15	только в	7	13
16	прежде всего	6	13
17	но не	5	12
18	художественного творчества	1	12
19	в искусстве	1	12
20	во всех	2	11
21	и для	2	11
22	отношение к	1	10
23	таким образом	9	10
24	в их	1	10
25	материала в	1	10
26	к нему	3	10
27	не только	13	9
28	не имеет	1	9
29	его в	9	9
30	но и	13	9
31	и как	3	8
32	входит в	5	8
33	было бы	1	8
34	точки зрения	2	8
35	место в	1	8
36	в том	6	8
37	и др	3	8
38	то что	7	8
39	еще не	8	7
40	в самом	1	7
41	как и	7	7
42	не в	6	7
43	как мы	5	7
44	с другой	9	7
45	как форма	1	7
46	слова в	1	7
47	совершенно не	2	7
48	в своей	2	7
49	что в	8	7
50	самом деле	2	6
51	на основе	1	6
52	там где	6	6
53	и наконец	1	6
54	в пределах	4	6
55	форма есть	1	6
56	не всегда	4	6
57	с точки	1	6
58	и этим	2	6
59	можно только	1	6
60	ничего не	2	6
61	мы можем	2	6
62	все же	10	6
63	а в	3	6
64	только как	1	6
65	себя как	1	5
66	отличие от	1	5
67	в своем	1	5
68	все эти	8	5
69	при этом	1	5
70	то же	4	5
71	это не	6	5
72	в отличие	1	5
73	в основе	1	5
74	и о	1	5
75	никогда не	3	5
76	не нужно	1	5
77	с ним	4	5
78	может иметь	1	5
79	конечно не	1	5
80	а не	2	5
81	могут быть	6	5
82	формы и	2	5
83	все они	1	5
84	мы здесь	4	4
85	на самом	1	4
86	должна быть	1	4
87	в виду	1	4
88	в ней	5	4
89	относится к	1	4
90	как в	6	4
91	но в	1	4
92	в себе	1	4
93	в данном	3	4
94	не менее	4	4
95	но они	1	4
96	тем самым	1	4
97	в то	3	4
98	должны быть	1	4
99	здесь не	1	4
100	в ее	4	4
101	данном случае	2	4
102	о том	7	4
103	в других	2	4
104	в форме	3	4
105	и только	1	4
106	что не	1	4
107	только по	1	4
108	и потому	2	4
109	в более	3	4
110	хотя бы	1	4
111	сказать что	2	4
112	другой стороны	8	4
113	также и	1	3
114	например в	5	3
115	едва ли	1	3
116	особенно часто	1	3
117	на них	2	3
118	иногда и	1	3
119	и к	1	3
120	не будем	5	3
121	в целом	3	3
122	работ по	1	3
123	он не	4	3
124	а как	2	3
125	с другими	4	3
126	и тем	4	3
127	несмотря на	2	3
128	том что	8	3
129	тем не	4	3
130	на него	8	3
131	же время	1	3
132	или как	2	3
133	языка в	1	3
134	как только	1	3
135	и это	4	3
136	и от	1	3
137	приводит к	1	3
138	в дальнейшем	4	3
139	ясно что	5	3
140	мы в	1	3
141	если бы	2	3
142	на почве	1	3
143	но с	1	3
144	одной из	1	3
145	мы увидим	5	3
146	с одной	7	3
147	вопроса о	1	3
148	и даже	1	3
149	оно не	1	3
150	одной стороны	7	3
151	связь с	8	3
152	и на	8	3
153	в тех	1	3
154	здесь совершенно	1	3
155	но это	7	3
156	все это	4	3
157	от него	1	3
158	и все	3	3
159	не знает	1	3
160	в таком	1	3
161	все что	1	3
162	они не	3	3
163	относится и	1	2
164	он может	2	2
165	и должны	1	2
166	и есть	1	2
167	в котором	1	2
168	проникает в	1	2
169	его не	3	2
170	есть не	1	2
171	мы имеем	14	2
172	не вполне	1	2
173	я не	1	2
174	и он	6	2
175	но как	1	2
176	смысле мы	1	2
177	иметь дело	1	2
178	в истории	4	2
179	дает нам	1	2
180	как к	1	2
181	себе не	1	2
182	отнесены к	1	2
183	и у	1	2
184	что это	5	2
185	нами в	1	2
186	на то	2	2
187	не имеют	1	2
188	его тела	1	2
189	он должен	1	2
190	на этом	3	2
191	человека в	3	2
192	здесь мы	5	2
193	ценности и	1	2
194	и других	2	2
195	о которых	2	2
196	как таковой	1	2
197	и при	2	2
198	но которые	1	2
199	не путем	1	2
200	и более	1	2
201	войти в	1	2
202	и вообще	3	2
203	случае мы	1	2
204	в таких	3	2
205	а иногда	1	2
206	что эта	1	2
207	она не	2	2
208	одна из	2	2
209	того чтобы	3	2
210	связь и	1	2
211	во всем	2	2
212	связи с	8	2
213	здесь же	1	2
214	следует что	1	2
215	к себе	1	2
216	что оно	1	2
217	для того	3	2
218	должен быть	2	2
219	что все	4	2
220	нами выше	1	2
221	можно сделать	1	2
222	в себя	3	2
223	особенно в	2	2
224	здесь нет	1	2
225	том как	2	2
226	и здесь	7	2
227	другими словами	1	2
228	и что	8	2
229	от них	2	2
230	этот момент	1	2
231	нем и	3	2
232	в него	5	2
233	в каких	1	2
234	того что	2	2
235	в современной	1	2
236	что он	22	2
237	и ее	1	2
238	себя в	6	2
239	в нашей	1	2
240	в виде	9	2
241	не дает	1	2
242	таком положении	1	2
243	центр тяжести	2	2
244	что и	6	2
245	вовсе не	2	2
246	в некоторых	4	2
247	тем что	10	2
248	в особенности	3	2
249	без всякой	1	2
250	или иной	1	2
251	здесь в	1	2
