N	2gram	Vinokur_St_3	Literetu
1	а не	5	20
2	и в	25	19
3	может быть	19	17
4	в стихотворении	3	13
5	своего рода	3	13
6	то же	5	12
7	и не	10	11
8	как и	4	10
9	в том	20	10
10	но и	9	10
11	в этом	24	9
12	состоит в	4	9
13	в то	7	9
14	же время	3	9
15	не может	7	9
16	такого рода	5	9
17	не только	12	8
18	в стихах	2	8
19	хх века	1	8
20	с другой	5	8
21	том что	15	7
22	так и	5	7
23	и т.д	1	7
24	с одной	2	7
25	то что	12	7
26	и на	6	6
27	не менее	2	6
28	одной стороны	3	6
29	в году	5	5
30	но не	2	5
31	он не	5	5
32	одна из	2	5
33	так в	1	5
34	в качестве	4	5
35	для всех	1	5
36	у нас	4	5
37	на фоне	1	5
38	то есть	2	5
39	того что	5	5
40	вместе с	2	5
41	я и	3	4
42	мы не	2	4
43	того же	2	4
44	так что	11	4
45	в рамках	2	4
46	для него	3	4
47	точки зрения	7	4
48	не в	6	4
49	даже в	1	4
50	в русской	6	4
51	в области	6	4
52	в ней	4	4
53	тех кто	1	4
54	в его	12	4
55	один из	2	4
56	и других	2	4
57	не случайно	1	4
58	тем что	19	4
59	прежде всего	10	4
60	в частности	1	4
61	другой стороны	5	4
62	жизни и	1	4
63	что в	19	4
64	речь идет	2	3
65	одним из	1	3
66	и то	1	3
67	идет о	1	3
68	тем же	1	3
69	в сущности	2	3
70	как я	2	3
71	и он	1	3
72	во всех	2	3
73	в этой	14	3
74	то и	2	3
75	в нем	1	3
76	такой же	2	3
77	в их	3	3
78	том чтобы	2	3
79	с точки	4	3
80	вплоть до	1	3
81	не столько	2	3
82	никогда не	2	3
83	ничего не	4	3
84	х годов	2	3
85	и его	3	3
86	русской поэзии	2	3
87	и с	4	3
88	в другом	3	3
89	всего лишь	1	3
90	в поэзии	2	3
91	а в	6	3
92	так как	3	3
93	этом отношении	4	3
94	следует признать	1	3
95	и др	4	3
96	со стороны	3	3
97	в разговоре	1	3
98	в данном	1	3
99	а именно	1	3
100	по существу	1	3
101	но это	4	3
102	в начале	4	3
103	и для	4	3
104	обращается к	3	3
105	и как	1	3
106	что он	19	3
107	как на	6	3
108	ту же	1	2
109	и т	8	2
110	е годы	1	2
111	и до	1	2
112	и за	2	2
113	поэзии и	1	2
114	той же	2	2
115	из своих	1	2
116	на себя	1	2
117	с ее	2	2
118	в каждой	2	2
119	разумеется не	2	2
120	но как	2	2
121	если в	2	2
122	очевидно что	1	2
123	в истории	1	2
124	все же	4	2
125	и наконец	3	2
126	и к	4	2
127	но в	5	2
128	то в	4	2
129	в целом	4	2
130	представляет собой	1	2
131	как он	1	2
132	о которой	2	2
133	и сам	1	2
134	в годы	1	2
135	свое время	1	2
136	на этом	3	2
137	в каждом	4	2
138	а затем	1	2
139	в жизни	4	2
140	но уже	1	2
141	в них	5	2
142	нет в	3	2
143	соответствии с	1	2
144	с этой	3	2
145	с тем	4	2
146	а за	1	2
147	он и	2	2
148	и еще	1	2
149	как бы	6	2
150	художественного творчества	1	2
151	в такой	2	2
152	не к	1	2
153	что я	3	2
154	по преимуществу	1	2
155	одном из	1	2
156	тем не	2	2
157	по крайней	4	2
158	не раз	1	2
159	для кого	1	2
160	перед ним	1	2
161	уже о	1	2
162	могут быть	2	2
163	даже и	1	2
164	для того	2	2
165	для себя	1	2
166	которого состоит	1	2
167	в виду	2	2
168	говоря уже	1	2
169	в ее	1	2
170	это как	1	2
171	то как	1	2
172	еще не	2	2
173	ко всему	1	2
174	для этого	2	2
175	о том	8	2
176	и что	3	2
177	для нас	1	2
178	а также	4	2
179	русской литературе	1	2
180	а потому	2	2
181	и только	2	2
182	крайней мере	4	2
183	в русском	2	2
184	было бы	7	2
185	могло бы	1	2
186	одной из	2	2
187	в какой	3	2
188	друг друга	1	2
189	потому что	5	2
190	например а	1	2
191	уже не	3	2
192	уже в	3	2
193	из них	1	2
194	одно из	2	2
195	не так	3	2
196	в одном	1	2
197	т п	6	2
198	в конце	6	2
199	что и	1	2
200	вовсе не	2	2
201	при всей	2	2
202	у него	9	2
203	как раз	3	2
204	где в	1	2
205	себя и	2	2
206	что не	2	2
207	не было	4	2
208	до конца	3	2
209	в россии	6	2
210	насилия над	1	2
211	из которых	4	2
212	к жизни	1	2
213	тому как	1	2
214	это его	1	2
215	быть не	2	2
216	и нет	1	2
217	не является	3	2
218	в результате	2	2
219	а к	1	2
220	хотя бы	1	2
221	с ним	1	2
222	не говоря	1	2
223	не знает	1	2
224	я это	1	2
225	в свое	1	2
226	к этой	2	2
227	в своих	8	2
228	все что	1	2
229	этом свете	1	1
230	петрова и	1	1
231	с новыми	1	1
232	к материалу	2	1
233	отношения к	1	1
234	начинается с	1	1
235	которого в	2	1
236	с классической	1	1
237	пушкин в	10	1
238	перед лицом	1	1
239	в первом	1	1
240	отношения между	5	1
241	должна быть	1	1
242	из трех	1	1
243	из всех	1	1
244	который создан	1	1
245	мы имеем	5	1
246	это совершенно	1	1
247	как мы	2	1
248	целым рядом	1	1
249	и разумеется	1	1
250	ему в	1	1
251	первого и	1	1
252	пребывания в	1	1
253	с большой	1	1
254	он был	3	1
255	за это	1	1
256	себя а	1	1
257	в чем	4	1
258	истории в	1	1
259	говорит у	1	1
260	самом деле	2	1
261	то он	2	1
262	б с	1	1
263	по е	2	1
264	остаются в	1	1
265	в новом	2	1
266	автора но	1	1
267	русских поэтов	1	1
268	за пределы	1	1
269	интересах которого	1	1
270	относится к	4	1
271	которые не	1	1
272	в произведениях	2	1
273	и я	1	1
274	других произведениях	1	1
275	вследствие чего	1	1
276	как в	6	1
277	по которому	1	1
278	этой точки	1	1
279	есть в	2	1
280	однако не	1	1
281	ср также	2	1
282	когда он	1	1
283	что по	3	1
284	и художественного	1	1
285	самом начале	1	1
286	от этого	1	1
287	гораздо раньше	3	1
288	поэтому он	1	1
289	для которого	1	1
290	в самом	2	1
291	в литературном	1	1
292	что это	16	1
293	все эти	3	1
294	во многих	2	1
295	приобретает характер	1	1
296	еще один	1	1
297	в известном	1	1
298	типа все	1	1
299	но он	3	1
300	на то	5	1
301	на юг	1	1
302	в статье	2	1
303	одно что	1	1
304	конце концов	3	1
305	под небом	1	1
306	всех этих	3	1
307	с нашим	2	1
308	же это	1	1
309	поэта и	1	1
310	этой темы	2	1
311	что ни	1	1
312	и по	2	1
313	таким образом	10	1
314	к традициям	1	1
315	что такой	1	1
316	со всеми	1	1
317	только не	1	1
318	бы показаться	1	1
319	его не	2	1
320	а по	2	1
321	на протяжении	4	1
322	это не	7	1
323	центральный образ	1	1
324	ты мне	1	1
325	должен был	2	1
326	связанным с	2	1
327	стихом как	1	1
328	мы видели	1	1
329	между собою	2	1
330	здесь все	1	1
331	которую он	2	1
332	в этих	11	1
333	в своей	4	1
334	он должен	1	1
335	где мы	1	1
336	место в	6	1
337	собой все	1	1
338	от себя	1	1
339	является в	1	1
340	на три	1	1
341	сам же	1	1
342	но эта	1	1
343	что этот	3	1
344	того кто	1	1
345	тому что	3	1
346	выступает здесь	1	1
347	дело как	1	1
348	что есть	1	1
349	в отношении	2	1
350	в молитве	1	1
351	не противоречит	1	1
352	но они	2	1
353	что ему	1	1
354	не имеет	2	1
355	того как	1	1
356	к новым	1	1
357	предстает в	1	1
358	своих и	1	1
359	не могло	1	1
360	этот тип	2	1
361	классицизма в	2	1
362	и всегда	2	1
363	казалось бы	1	1
364	материале это	1	1
365	этих двух	2	1
366	явление в	1	1
367	пути и	1	1
368	с этих	1	1
369	по своей	1	1
370	на себе	2	1
371	есть не	1	1
372	со своим	1	1
373	связи с	3	1
374	этот образ	2	1
375	мы и	1	1
376	свое собственное	1	1
377	в люди	1	1
378	все то	1	1
379	так рождается	1	1
380	в других	1	1
381	же самое	1	1
382	поэтической деятельности	1	1
383	является одним	1	1
384	к тому	2	1
385	он ищет	1	1
386	приходит к	1	1
387	элементы в	1	1
388	можно и	1	1
389	и о	1	1
390	того чтобы	1	1
391	стихах и	2	1
392	свою очередь	1	1
393	на нем	1	1
394	здесь не	1	1
395	говорит и	2	1
396	на основе	2	1
397	в собственном	1	1
398	как по	1	1
399	в особенности	4	1
400	стихах все	1	1
401	думаю что	2	1
402	во главе	1	1
403	в пределах	1	1
404	приводит к	1	1
405	на том	1	1
406	и когда	1	1
407	же касается	1	1
408	в образе	1	1
409	можно было	1	1
410	на нее	2	1
411	не за	1	1
412	в последующих	1	1
413	он писал	2	1
414	не стоит	1	1
415	мы в	1	1
416	основана на	1	1
417	поэтому в	1	1
418	в словах	3	1
419	находится в	1	1
420	приближается к	1	1
421	произведения как	2	1
422	вот почему	1	1
423	вот и	1	1
424	одного из	2	1
425	здесь слово	2	1
426	на что	2	1
427	можно сказать	4	1
428	времени в	1	1
429	второй половины	1	1
430	должно было	1	1
431	на отдельные	1	1
432	однако с	1	1
433	во втором	2	1
434	ним и	1	1
435	читателя и	1	1
436	бы в	1	1
437	лица в	1	1
438	в литературе	1	1
439	же можно	1	1
440	такая же	1	1
441	языка однако	1	1
442	но зато	1	1
443	ср у	1	1
444	всей жизни	1	1
445	в обществе	1	1
446	в большом	1	1
447	но то	1	1
448	или сам	1	1
449	же он	1	1
450	россии пушкин	1	1
451	не можем	1	1
452	не все	1	1
453	пути по	1	1
454	от других	1	1
455	а то	2	1
456	я люблю	1	1
457	вся литература	1	1
458	ответ на	5	1
459	тогда он	1	1
460	слова в	1	1
461	нас только	1	1
462	мы находим	2	1
463	даже к	1	1
464	на долю	2	1
465	во всей	1	1
466	по тем	1	1
467	к той	1	1
468	рядом с	1	1
469	нет и	2	1
470	деятельности как	1	1
471	или иной	2	1
472	в данный	1	1
473	как у	1	1
474	таков что	1	1
475	не просто	2	1
476	именно в	1	1
477	к которому	3	1
478	писателя и	3	1
479	мы встретились	1	1
480	еще и	1	1
481	а с	2	1
482	из таких	1	1
483	и прямо	1	1
484	говорит о	1	1
485	к более	1	1
486	здесь дело	1	1
487	поставить на	1	1
488	однако и	1	1
489	именно так	1	1
490	человек в	1	1
491	все время	2	1
492	он становится	1	1
493	что мы	3	1
494	для этой	1	1
495	истории к	1	1
496	все более	2	1
497	в творчестве	3	1
498	второго лица	1	1
499	эти слова	1	1
500	с первого	1	1
501	так же	1	1
502	не зря	1	1
503	требует от	1	1
504	решение вопроса	1	1
505	быть это	3	1
506	для искусства	2	1
507	он говорит	4	1
508	на рубеже	1	1
509	пушкина как	13	1
510	наряду с	1	1
511	одновременно с	1	1
512	стихотворений и	2	1
513	что же	1	1
514	трактуется как	1	1
515	на челе	1	1
516	в развитии	2	1
517	жизни слова	1	1
518	в своем	1	1
519	в это	2	1
520	в контексте	1	1
521	черты лица	1	1
522	его в	1	1
523	и некоторые	1	1
524	что выше	1	1
525	в смысле	4	1
526	и где	1	1
527	не мог	2	1
528	всего в	4	1
529	годов в	1	1
530	процесса в	1	1
531	этом же	1	1
532	при таком	1	1
533	на самом	1	1
534	это он	1	1
535	здесь был	1	1
536	это философия	1	1
537	придет и	1	1
538	но одновременно	1	1
539	совершенно иной	1	1
540	особого рода	1	1
541	и все	1	1
542	той или	1	1
543	этого рода	3	1
544	в интересах	2	1
545	отношении к	1	1
