N	3gram	Bakhtin_Fr_8	DiskursI
1	в том что	6	13
2	по отношению к	1	9
3	с одной стороны	2	9
4	о том что	2	5
5	в отличие от	1	4
6	то же время	10	4
7	к тому же	1	4
8	и т.п но	1	3
9	но при этом	1	3
10	а с другой	1	3
11	не в том	1	3
12	той или иной	1	3
13	не может быть	2	3
14	и как бы	1	3
15	с другой стороны	2	3
16	существенную роль в	2	3
17	в то же	10	3
18	и в особенности	2	2
19	подобно тому как	1	2
20	в том числе	3	2
21	то же самое	1	2
22	одной стороны и	1	2
23	том числе и	2	2
24	большей или меньшей	3	2
25	в данном случае	2	2
26	состоит в том	1	2
27	в частности в	1	2
28	более или менее	2	2
29	сказать и о	1	2
30	можно сказать что	2	2
31	в одном ряду	1	1
32	точка зрения на	1	1
33	существенно связаны с	1	1
34	и вообще в	1	1
35	в которой он	1	1
36	сохраняется в нем	1	1
37	прежде всего в	1	1
38	дело в том	2	1
39	прежде всего это	1	1
40	на самом деле	1	1
41	в этом смысле	1	1
42	при этом как	1	1
43	о том как	1	1
44	с точки зрения	2	1
45	до сих пор	8	1
46	говорит о том	1	1
47	и в то	5	1
48	только то что	1	1
49	романа в особенности	1	1
50	можно так выразиться	1	1
51	том или ином	1	1
52	вместе с тем	1	1
53	во всех областях	2	1
54	почему они и	1	1
55	как мы видели	2	1
56	в нераздельное единство	2	1
57	литературы нового времени	1	1
58	не было он	1	1
59	еще не было	1	1
60	в известном смысле	1	1
61	во всех этих	1	1
62	потому что в	1	1
63	в большей или	3	1
64	или меньшей степени	3	1
65	если можно так	1	1
66	в связи с	3	1
67	тем или иным	1	1
68	весьма существенную роль	1	1
69	в новое время	1	1
70	в свое время	1	1
71	до наших дней	1	1
72	под углом зрения	1	1
73	в этом отношении	1	1
74	они и не	1	1
75	до известной степени	1	1
76	то есть все	1	1
77	так и в	1	1
78	до настоящего времени	3	1
79	с самого начала	1	1
80	заключается в том	1	1
81	речь идет о	1	1
82	может и не	1	1
83	в результате этого	1	1
84	и прежде всего	1	1
85	в большинстве случаев	6	1
86	как и в	4	1
87	в том или	1	1
