N	3gram	Propp_Russ_1	Myshleni
1	с точки зрения	3	18
2	в том что	15	15
3	по отношению к	1	7
4	о том что	4	6
5	в собственном смысле	1	5
6	вместе с тем	6	5
7	так же как	1	5
8	в то время	1	5
9	же как и	1	4
10	но вместе с	1	4
11	в этом отношении	1	4
12	к выводу что	2	4
13	можно сказать что	1	4
14	друг с другом	1	4
15	на то что	1	3
16	приходит к выводу	1	3
17	можно было бы	1	3
18	к тому что	4	3
19	во всяком случае	1	3
20	в свою очередь	2	3
21	том что в	6	2
22	в настоящей работе	1	2
23	независимо от того	1	2
24	на этот вопрос	1	2
25	так как он	1	2
26	в данном случае	1	2
27	приводит к тому	1	2
28	на две части	1	2
29	в одном из	1	2
30	только тогда когда	1	2
31	приводит его к	1	1
32	потому что он	1	1
33	в области изучения	2	1
34	а следовательно и	1	1
35	то что и	1	1
36	между прочим в	1	1
37	в животном мире	1	1
38	к этому же	2	1
39	время от времени	1	1
40	между тем значение	1	1
41	на самом деле	1	1
42	значении этого слова	1	1
43	но и как	1	1
44	так как они	2	1
45	но и потому	1	1
46	в отличие от	1	1
47	наряду с этим	1	1
48	как мы увидим	5	1
49	тех случаях когда	1	1
50	не оставляет сомнений	1	1
51	хотя и не	1	1
52	в себе и	1	1
53	что не только	1	1
54	их теоретических построений	1	1
55	точно так же	1	1
56	и как бы	1	1
57	одном и том	1	1
58	только разницей что	1	1
59	в одном и	1	1
60	к вопросу об	1	1
61	как это ни	1	1
62	для дальнейшего развития	1	1
63	мы наблюдаем в	1	1
64	не только в	1	1
65	сделать вывод что	1	1
66	состоит в том	8	1
67	и потому что	2	1
68	и в этом	1	1
69	сомнений в том	1	1
70	оставляет сомнений в	1	1
71	не только как	1	1
72	так обстояло дело	2	1
73	друг к другу	2	1
74	в целом ряде	1	1
75	потому что они	1	1
76	и пр и	1	1
77	в тех случаях	1	1
78	и все другие	1	1
79	перед нами как	1	1
80	который мы наблюдаем	1	1
81	но тем не	2	1
82	мы не можем	3	1
83	останавливаться на других	2	1
84	об этом мы	1	1
85	это ни странно	1	1
86	том что этот	2	1
87	между тем это	1	1
88	но все же	2	1
89	в чем именно	1	1
90	с тем и	2	1
91	и том же	1	1
92	как мы уже	1	1
93	с той только	1	1
94	и т д	9	1
95	тем не менее	3	1
96	это таким образом	1	1
97	мы уже знаем	1	1
98	как и в	1	1
99	той только разницей	1	1
100	приводит нас к	1	1
101	но этого мало	1	1
