N	3gram	Voloshinov_1	Vladivir
1	в том что	3	10
2	тем не менее	2	9
3	с точки зрения	20	6
4	не может быть	13	6
5	это значит что	1	6
6	более или менее	1	5
7	что же касается	1	5
8	в конце концов	3	5
9	в настоящее время	6	3
10	в этом смысле	2	3
11	хотя бы и	1	3
12	бы то ни	8	3
13	во всяком случае	2	3
14	с одной стороны	1	3
15	в то же	3	3
16	в отличие от	5	3
17	само по себе	1	3
18	как мы видели	1	3
19	сводится к тому	2	2
20	есть прежде всего	1	2
21	на первый план	2	2
22	оно должно быть	1	2
23	в таком случае	2	2
24	на самом же	2	2
25	в этом отношении	3	2
26	независимо от того	1	2
27	совершенно так же	1	2
28	так же как	2	2
29	себе отчет в	2	2
30	так или иначе	1	2
31	в связи с	7	2
32	а не только	1	2
33	с другой стороны	5	2
34	самом же деле	2	2
35	как мы знаем	5	2
36	и в таком	1	2
37	в себе и	1	2
38	то же время	3	2
39	далеко за пределы	2	2
40	ничего общего с	2	2
41	к тому что	1	2
42	в каком же	1	1
43	а следовательно и	1	1
44	половины xix века	1	1
45	и как мы	1	1
46	между прочим и	1	1
47	и так сказать	1	1
48	он не дает	1	1
49	могла быть в	1	1
50	том что он	1	1
51	в этом случае	3	1
52	же как и	2	1
53	будем здесь входить	1	1
54	до сих пор	8	1
55	мы не будем	3	1
56	сама по себе	2	1
57	на почве философии	2	1
58	выходит далеко за	1	1
59	сих пор не	1	1
60	с тем что	1	1
61	от того чтобы	1	1
62	как бы на	1	1
63	так и с	1	1
64	можно было бы	2	1
65	это вовсе не	1	1
66	в основе своей	1	1
67	отчет в том	1	1
68	для него только	1	1
69	в ней нет	1	1
70	с этой точки	1	1
71	и вовсе не	1	1
72	отнюдь не является	3	1
73	ни в какой	1	1
74	может быть и	3	1
75	вопрос о том	2	1
76	в смысле совокупности	3	1
77	или как говорит	1	1
78	тому что все	1	1
79	второй половины xix	1	1
80	не только в	1	1
81	то ни было	8	1
82	в смысле системы	1	1
83	кроме того самый	1	1
84	и если есть	1	1
85	не будем здесь	1	1
86	в последнее время	1	1
87	все же не	1	1
88	какой бы то	1	1
89	кроме того в	1	1
90	в новое время	1	1
91	в результате чего	1	1
92	и должно быть	1	1
93	xix века и	1	1
94	этой точки зрения	1	1
95	но уже в	1	1
96	определяется не только	1	1
97	это и есть	2	1
98	и не хочет	1	1
99	с самого начала	4	1
100	не только не	1	1
101	в самом деле	9	1
102	выходит за пределы	1	1
103	той или иной	1	1
104	но в результате	1	1
105	не выходит за	1	1
106	и в результате	1	1
107	в данном отношении	1	1
108	точки зрения она	1	1
109	другой стороны оно	1	1
110	именно то что	1	1
111	в том числе	2	1
112	философии и в	1	1
113	в гораздо более	1	1
114	для него как	1	1
115	здесь входить в	1	1
116	самом деле ведь	2	1
117	мы уже знаем	1	1
118	тем что в	1	1
119	для того чтобы	3	1
120	но вот в	1	1
121	внешнего мира и	1	1
122	то же самое	3	1
123	как мы говорили	1	1
