N	2gram	Bakhtin_Fr_1	VeschiIm
1	не может	3	33
2	не только	10	31
3	может быть	6	29
4	и не	22	28
5	и в	65	26
6	то что	3	24
7	а не	1	20
8	не просто	3	18
9	есть только	2	17
10	и следовательно	1	15
11	только в	7	14
12	по себе	1	13
13	того что	2	13
14	все же	6	12
15	в себя	3	12
16	было бы	1	12
17	и ее	1	12
18	но и	10	12
19	сказать что	6	12
20	а и	1	11
21	с нею	1	11
22	и больше	1	10
23	то же	1	10
24	в ней	6	10
25	как бы	22	10
26	что такое	1	10
27	потому что	5	10
28	уже не	3	10
29	что мы	2	10
30	в самом	4	9
31	и с	3	9
32	в том	16	9
33	что не	2	9
34	еще и	5	9
35	прежде всего	11	9
36	в себе	3	8
37	на то	1	8
38	и это	2	8
39	ничего не	3	8
40	себя и	1	8
41	но это	3	8
42	вещь не	1	7
43	говорить о	1	7
44	в этом	15	7
45	его в	7	7
46	том что	6	7
47	в то	1	7
48	со своим	1	7
49	как с	1	7
50	в свете	2	7
51	и их	3	7
52	так как	6	7
53	как раз	3	7
54	и пр	5	7
55	если оно	1	7
56	от всего	2	7
57	совершенно не	4	7
58	есть и	1	7
59	со стороны	1	6
60	и как	1	6
61	но в	14	6
62	есть ли	1	6
63	точки зрения	7	6
64	с ним	3	6
65	она не	1	6
66	отличается от	1	6
67	можно было	1	6
68	и только	1	6
69	ни с	2	6
70	для него	5	6
71	быть только	2	6
72	в результате	1	6
73	жизни и	7	6
74	что в	3	6
75	это и	1	5
76	и до	4	5
77	ведь и	1	5
78	в сущности	16	5
79	в чем	2	5
80	но не	2	5
81	чем же	1	5
82	как к	1	5
83	же это	1	5
84	вообще не	1	5
85	это не	3	5
86	не в	4	5
87	в отношении	6	5
88	не менее	1	5
89	одна из	1	5
90	только и	1	5
91	у нас	1	5
92	в ее	3	5
93	еще не	6	5
94	ни на	2	5
95	и для	2	5
96	явления и	1	4
97	собственном смысле	1	4
98	мы не	1	4
99	в их	4	4
100	во всех	9	4
101	для всякого	1	4
102	нет и	2	4
103	его на	2	4
104	с этим	1	4
105	в своем	8	4
106	как и	5	4
107	с точки	3	4
108	и более	1	4
109	можно ли	1	4
110	же время	1	4
111	то или	1	4
112	о том	2	4
113	с другой	3	4
114	что и	1	4
115	этот вопрос	2	4
116	то и	1	4
117	из них	4	4
118	тем что	1	4
119	и даже	8	4
120	и потому	10	4
121	и все	5	4
122	от того	2	4
123	от ее	1	4
124	между ними	4	4
125	оно не	1	4
126	самом деле	3	3
127	в чисто	2	3
128	отношения к	2	3
129	если я	1	3
130	мы имеем	1	3
131	и сущность	1	3
132	момент в	1	3
133	себе самой	1	3
134	явление как	1	3
135	о понимании	1	3
136	в нем	13	3
137	перестает быть	3	3
138	на этом	1	3
139	могла бы	1	3
140	было в	1	3
141	в жизни	4	3
142	сущность и	1	3
143	несмотря на	2	3
144	можно только	4	3
145	отрыве от	3	3
146	в своей	5	3
147	не понимает	4	3
148	все это	9	3
149	есть именно	1	3
150	есть еще	1	3
151	их в	2	3
152	между прочим	2	3
153	своего существования	1	3
154	в основе	8	3
155	того чтобы	1	3
156	ему не	1	3
157	к себе	2	3
158	к тому	2	3
159	на это	1	3
160	вещей в	1	3
161	без всякого	1	3
162	в собственном	1	3
163	и сам	1	3
164	так и	10	3
165	и вообще	3	3
166	и имени	1	3
167	можно сказать	2	3
168	один из	1	3
169	в отрыве	2	3
170	явления как	2	3
171	мы видим	2	3
172	что он	3	3
173	явления но	1	3
174	но как	3	3
175	без этого	1	3
176	только на	2	3
177	и чисто	2	3
178	других вещей	1	3
179	в одном	5	3
180	отношение к	4	3
181	даже и	3	3
182	никогда не	6	3
183	в той	5	3
184	да и	2	3
185	себя самого	1	3
186	бы в	1	3
187	и ни	3	3
188	хотя бы	1	3
189	же самой	1	3
190	с вещами	1	3
191	с самим	1	3
192	по законам	1	2
193	нем нет	1	2
194	можно говорить	3	2
195	от этого	1	2
196	как это	1	2
197	поэтому и	4	2
198	мы уже	12	2
199	как мы	6	2
200	человека и	1	2
201	оба эти	1	2
202	бы ни	2	2
203	и самой	1	2
204	конечно и	3	2
205	мысли и	4	2
206	и мира	1	2
207	мы будем	3	2
208	наряду с	2	2
209	как в	5	2
210	и понимания	1	2
211	что на	1	2
212	приводит к	2	2
213	остановиться на	1	2
214	и если	1	2
215	он не	2	2
216	о которой	1	2
217	для того	1	2
218	и вот	2	2
219	но все	3	2
220	а затем	2	2
221	и может	1	2
222	об этом	1	2
223	на все	2	2
224	то есть	45	2
225	на этой	3	2
226	но уже	1	2
227	и уже	1	2
228	бы к	1	2
229	знает и	2	2
230	жизнь и	1	2
231	понимания и	3	2
232	где она	1	2
233	но они	1	2
234	с которой	1	2
235	дело в	2	2
236	в науке	1	2
237	на него	2	2
238	для всего	1	2
239	в разных	1	2
240	в самой	3	2
241	тех или	1	2
242	и его	10	2
243	это уже	4	2
244	никуда не	1	2
245	не потому	1	2
246	говорили что	2	2
247	с собой	1	2
248	находится в	1	2
249	в виду	3	2
250	именно потому	1	2
251	и та	1	2
252	как ее	1	2
253	основе своей	2	2
254	и во	3	2
255	это было	2	2
256	отдельности и	1	2
257	еще более	5	2
258	и вещь	1	2
259	можно выразить	1	2
260	и они	1	2
261	не из	1	2
262	его и	1	2
263	только к	1	2
264	моментов в	1	2
265	о которых	1	2
266	а потому	1	2
267	в особенности	2	2
268	на ее	1	2
269	превращается в	5	2
270	о чем	1	2
271	но оно	1	2
272	в частности	5	2
273	себя из	1	2
274	мы говорили	1	2
275	кроме того	2	2
276	просто как	1	2
277	при всем	1	2
278	есть она	1	2
279	в более	3	2
280	ее но	1	2
281	тип не	1	2
282	но именно	1	2
283	ни к	2	2
284	но зато	1	2
285	отношении к	1	2
286	жизни в	5	2
287	от всех	3	2
288	это так	1	2
289	но еще	1	2
290	в своих	5	2
291	сущности не	1	2
292	во всяком	1	2
293	речь идет	1	1
294	связана с	5	1
295	и объясняется	1	1
296	же по	1	1
297	то на	1	1
298	между двумя	1	1
299	из самых	1	1
300	он требует	2	1
301	по преимуществу	1	1
302	оно было	1	1
303	действительности и	1	1
304	не свет	1	1
305	и существенную	1	1
306	для своего	2	1
307	и ничего	1	1
308	в которой	1	1
309	к новой	1	1
310	именно к	1	1
311	сущности это	1	1
312	на эти	1	1
313	и другая	1	1
314	жизни как	3	1
315	полное и	1	1
316	и заставляет	1	1
317	уже в	1	1
318	в xix	1	1
319	и на	11	1
320	первый план	1	1
321	суждение о	1	1
322	именно для	1	1
323	с его	5	1
324	конечно это	1	1
325	в общем	4	1
326	в наиболее	2	1
327	отличие от	5	1
328	и речи	1	1
329	и чем	1	1
330	форме и	2	1
331	в настоящем	1	1
332	которые не	1	1
333	еще имеет	1	1
334	и выражения	2	1
335	что как	1	1
336	как начало	2	1
337	не хватает	1	1
338	как нам	1	1
339	хотя и	2	1
340	и к	4	1
341	самом начале	1	1
342	это определение	2	1
343	и свою	1	1
344	еще на	1	1
345	все эти	10	1
346	в этой	4	1
347	раз в	1	1
348	жизнь как	1	1
349	тому же	1	1
350	как он	1	1
351	но на	3	1
352	полный и	1	1
353	не могла	1	1
354	главным образом	6	1
355	при этом	6	1
356	она еще	1	1
357	наш анализ	1	1
358	чтобы они	1	1
359	они в	2	1
360	момента в	1	1
361	и еще	4	1
362	и утверждает	2	1
363	оно происходит	1	1
364	не к	2	1
365	выразить и	1	1
366	мере как	1	1
367	из него	1	1
368	его от	2	1
369	и по	2	1
370	через край	2	1
371	или иных	1	1
372	это конечно	1	1
373	мифологии и	1	1
374	сущности всегда	1	1
375	они должны	1	1
376	конечно в	2	1
377	язык по-разному	1	1
378	формами которые	1	1
379	может стать	1	1
380	в это	2	1
381	во многом	2	1
382	в них	5	1
383	но вся	2	1
384	она и	1	1
385	сущность этого	2	1
386	далеко не	3	1
387	а за	1	1
388	всегда и	2	1
389	переходим к	1	1
390	он и	3	1
391	реальной но	1	1
392	она была	3	1
393	на первый	1	1
394	от всякого	2	1
395	реализма и	2	1
396	реальной и	1	1
397	и без	2	1
398	ту сторону	1	1
399	представление о	1	1
400	с первой	1	1
401	в отличие	4	1
402	строго говоря	1	1
403	этой стадии	1	1
404	смысле а	1	1
405	основе ее	1	1
406	поэтому в	2	1
407	есть его	1	1
408	но эта	2	1
409	совершенно иначе	1	1
410	слово для	1	1
411	что было	1	1
412	без всяких	1	1
413	тем самым	1	1
414	не могли	1	1
415	уже сказали	3	1
416	где нет	1	1
417	даже в	3	1
418	сам он	1	1
419	и очень	2	1
420	раз и	2	1
421	чистом виде	1	1
422	что с	1	1
423	от нас	1	1
424	взглянуть на	3	1
425	эта внутренняя	1	1
426	представления и	1	1
427	остро и	1	1
428	фантазии но	1	1
429	и существенное	1	1
430	всего на	2	1
431	это лицо	1	1
432	явление в	1	1
433	видим что	1	1
434	по своей	3	1
435	xix веке	1	1
436	сводится к	1	1
437	внутренней жизни	1	1
438	эти три	1	1
439	до того	1	1
440	того это	1	1
441	с другом	1	1
442	которую не	1	1
443	и пока	1	1
444	не могут	3	1
445	могут быть	2	1
446	сама жизнь	3	1
447	понимает и	1	1
448	языках и	2	1
449	для обозначения	1	1
450	но необходимо	1	1
451	всегда в	3	1
452	в применении	3	1
453	они стали	1	1
454	стоит на	1	1
455	им в	1	1
456	в конце	1	1
457	же сущность	1	1
458	как абсолютный	1	1
459	общении в	1	1
460	и от	2	1
461	в пределах	1	1
462	дано в	1	1
463	смысле но	2	1
464	выражения и	2	1
465	это вовсе	1	1
466	здесь как	1	1
467	оно все	1	1
468	к самой	1	1
469	подойти к	1	1
470	именно этот	1	1
471	место но	1	1
472	передо мною	1	1
473	или иной	5	1
474	и вещи	2	1
475	из основных	2	1
476	о нем	3	1
477	искусства и	6	1
478	вот почему	1	1
479	кого не	1	1
480	говорит об	1	1
481	за пределами	1	1
482	и объяснить	1	1
483	на что	2	1
484	как чисто	2	1
485	они ничего	1	1
486	нас в	1	1
487	связанной с	2	1
