N	3gram	Nazirov_Tv_1	Problemy
1	то же время	12	9
2	в то же	13	9
3	по отношению к	1	8
4	в том что	6	6
5	но в то	4	5
6	в романах достоевского	13	5
7	в конце концов	1	5
8	на самом деле	2	4
9	в мире достоевского	1	4
10	в творчестве достоевского	4	4
11	достоевского в его	1	3
12	и т п	2	3
13	сами по себе	1	3
14	это не значит	1	3
15	с другой стороны	1	3
16	записок из подполья	3	2
17	не во времени	2	2
18	до сих пор	1	2
19	и в то	2	2
20	хотя бы и	1	2
21	художественном мире достоевского	1	2
22	бы то ни	1	2
23	творчества достоевского в	1	2
24	только то что	1	2
25	а не во	2	2
26	но это не	1	2
27	в данном случае	2	2
28	не только в	2	2
29	пространстве а не	2	2
30	и в романе	1	2
31	из подполья и	1	2
32	что может быть	1	2
33	творчество достоевского в	1	2
34	бы он ни	1	2
35	в художественном мире	1	2
36	в пространстве а	2	2
37	в разрезе одного	1	2
38	достоевского не есть	1	1
39	динамика и быстрота	1	1
40	все одновременно все	1	1
41	как и его	1	1
42	ибо быстрота единственный	1	1
43	динамика достоевского динамика	1	1
44	быстрота действия вихревое	1	1
45	хотя и не	1	1
46	все это из	1	1
47	из подполья это	1	1
48	мы уже говорили	1	1
49	значило для него	1	1
50	и иван карамазов	2	1
51	дело в том	3	1
52	в свою очередь	1	1
53	содержания как одновременные	1	1
54	и наконец в	1	1
55	он не может	1	1
56	в первой части	1	1
57	так как и	1	1
58	способ преодолеть время	1	1
59	то же самое	1	1
60	нам кажется что	1	1
61	действия вихревое движение	1	1
62	что же касается	1	1
63	может быть назван	1	1
64	движение динамика достоевского	1	1
65	а преодоление его	1	1
66	он в сущности	1	1
67	единства времени отсюда	1	1
68	разрезе одного момента	1	1
69	как одновременные и	1	1
70	принципу единства времени	1	1
71	преимуществу в пространстве	1	1
72	время во времени	1	1
73	то и другое	1	1
74	в своей книге	1	1
75	во второй части	1	1
76	и сам автор	1	1
77	и в других	1	1
78	единственный способ преодолеть	1	1
79	а в этом	1	1
80	катастрофическая быстрота действия	1	1
81	преодолеть время во	1	1
82	одновременно все сосуществует	1	1
83	быть перенесено и	1	1
84	то что в	1	1
85	по преимуществу в	1	1
86	в мире значило	1	1
87	отсюда же катастрофическая	1	1
88	точно так же	2	1
89	в романе драматическому	1	1
90	художественного мира достоевского	1	1
91	романного мира в	1	1
92	же и стремление	1	1
93	его ибо быстрота	1	1
94	по крайней мере	2	1
95	и стремление достоевского	1	1
96	следовать в романе	1	1
97	угадать их взаимоотношения	1	1
98	в своем творчестве	1	1
99	все это в	1	1
100	одновременные и угадать	1	1
101	его содержания как	1	1
102	него помыслить все	1	1
103	и что в	1	1
104	же катастрофическая быстрота	1	1
105	то ни было	1	1
106	это прежде всего	1	1
107	достоевского никогда не	1	1
108	таким образом и	1	1
109	на первый взгляд	1	1
110	раскольников и иван	1	1
111	с ним она	1	1
112	как один из	1	1
113	помыслить все его	1	1
114	в известном смысле	1	1
115	и в одно	1	1
116	не могут быть	1	1
117	может быть перенесено	1	1
118	вечность ибо в	1	1
119	все его содержания	1	1
120	что он сам	1	1
121	в его романах	2	1
122	в вечность ибо	1	1
123	ибо в вечности	1	1
124	и сколько в	1	1
125	единство романа достоевского	1	1
126	то что может	1	1
127	вихревое движение динамика	1	1
128	художественного видения мира	1	1
129	мире значило для	1	1
130	к творчеству достоевского	1	1
131	у достоевского каждое	1	1
132	достоевского не существует	1	1
133	он сам сознает	1	1
134	о том что	5	1
135	времени отсюда же	1	1
136	перенесено и в	1	1
137	и вот в	1	1
138	один из возможных	1	1
139	по себе а	1	1
140	достоевского следовать в	1	1
141	для него помыслить	1	1
142	в бедных людях	5	1
143	времени а преодоление	1	1
144	отсюда же и	1	1
145	имеем в виду	1	1
146	заключается в том	1	1
147	не укладывается ни	1	1
148	у него есть	1	1
149	но у достоевского	1	1
150	драматическому принципу единства	1	1
151	с самого начала	3	1
152	стремление достоевского следовать	1	1
153	и превращается в	1	1
154	взаимоотношения в разрезе	1	1
155	романе драматическому принципу	1	1
156	но даже в	1	1
157	у него в	1	1
158	можно сказать что	2	1
159	в настоящее время	1	1
160	мы имеем в	1	1
161	именно в россии	1	1
162	и угадать их	1	1
163	их взаимоотношения в	1	1
164	как и сам	1	1
165	как бы заранее	1	1
166	мир по преимуществу	1	1
167	и в вечность	1	1
168	достоевского динамика и	1	1
169	преодоление его ибо	1	1
170	к тому что	1	1
171	в себя как	1	1
172	торжество времени а	1	1
173	не торжество времени	1	1
174	место в творчестве	2	1
175	быстрота единственный способ	1	1
176	укладывается ни в	1	1
177	в отношении к	1	1
178	разобраться в мире	1	1
179	лежит на столе	1	1
180	для достоевского не	1	1
181	и т д	1	1
