N	4gram	Vygotskiy__2	KulturaY
1	по мере того как	1	3
2	в том что он	1	3
3	состоит в том что	3	3
4	и в самом деле	1	2
5	для того чтобы дать	1	2
6	заключается в том что	4	2
7	а с другой стороны	1	2
8	мы имеем в виду	1	1
9	в целом и в	1	1
10	и с точки зрения	1	1
11	к которому он принадлежит	1	1
12	сводится к тому чтобы	1	1
13	ответить на этот вопрос	1	1
14	со своей точки зрения	1	1
15	возразить против того что	1	1
16	в собственном смысле слова	3	1
17	в том смысле что	1	1
18	для того чтобы с	1	1
19	по отношению к которому	1	1
20	в том случае если	1	1
21	только тогда когда он	1	1
22	что с точки зрения	1	1
23	только для того чтобы	1	1
24	невозможно с точки зрения	1	1
