N	2gram	Losev_Dial_3	Myslijsy
1	то есть	1	34
2	потому что	7	33
3	то что	14	29
4	может быть	13	26
5	таким образом	13	24
6	в этом	8	23
7	в том	5	23
8	и в	24	23
9	в слове	3	22
10	и проч	1	18
11	и не	27	18
12	что в	7	17
13	при этом	2	15
14	только в	5	15
15	то же	6	14
16	в себе	2	14
17	как и	7	14
18	того что	12	14
19	так как	6	14
20	для нас	2	14
21	если бы	6	13
22	не было	3	12
23	а не	26	12
24	том что	8	12
25	не в	3	11
26	по себе	20	11
27	но и	9	11
28	не может	19	11
29	не только	23	10
30	мы можем	1	10
31	тем что	3	10
32	что мы	8	10
33	и потому	2	10
34	не есть	54	9
35	мы не	5	8
36	то это	9	8
37	в своем	3	8
38	но в	2	8
39	было бы	5	8
40	стало быть	9	8
41	тогда когда	5	8
42	о том	6	8
43	другими словами	7	8
44	сказать что	4	8
45	и т	24	7
46	мы говорим	2	7
47	с этим	3	7
48	что это	12	7
49	на то	3	7
50	в нем	3	7
51	в силу	3	7
52	когда я	1	7
53	что такое	21	7
54	это не	4	7
55	и что	15	7
56	что и	6	7
57	вовсе не	13	7
58	понятия о	1	7
59	могут быть	2	7
60	что если	2	6
61	независимо от	1	6
62	и к	5	6
63	в которой	1	6
64	известно что	1	6
65	того как	1	6
66	когда мы	2	6
67	так и	5	6
68	тех пор	2	6
69	что не	5	6
70	заметить что	1	6
71	для того	3	6
72	вместе с	1	6
73	и то	4	5
74	есть нечто	23	5
75	говорить о	4	5
76	не то	1	5
77	хотя и	5	5
78	бы и	1	5
79	есть для	1	5
80	как бы	3	5
81	слово есть	1	5
82	должно быть	3	5
83	по крайней	5	5
84	не менее	11	5
85	с ним	1	5
86	не имеет	11	5
87	есть только	12	5
88	внимание на	1	5
89	к нему	3	5
90	крайней мере	5	5
91	так что	8	5
92	есть в	3	5
93	не можем	2	5
94	только тогда	3	5
95	в его	2	5
96	для него	4	5
97	допустим что	16	5
98	само по	5	5
99	что же	11	5
100	слова и	1	5
101	все это	6	5
102	тем более	3	5
103	а в	2	5
104	во всяком	2	5
105	сам по	5	4
106	только потому	2	4
107	есть не	9	4
108	и о	3	4
109	в истории	4	4
110	что как	1	4
111	думать что	2	4
112	что все	14	4
113	и с	6	4
114	его в	1	4
115	и тем	2	4
116	мы имеем	1	4
117	между собою	1	4
118	точки зрения	25	4
119	в котором	1	4
120	сих пор	1	4
121	тем не	10	4
122	видно что	1	4
123	и более	1	4
124	в то	5	4
125	на котором	2	4
126	в каком	3	4
127	же самое	1	4
128	если же	8	4
129	и может	1	4
130	быть может	3	4
131	на вопрос	1	4
132	и та	1	4
133	можно сказать	1	4
134	что он	13	4
135	хотя бы	4	4
136	то и	3	4
137	в одном	1	4
138	тогда как	1	4
139	от того	4	4
140	только на	7	4
141	до сих	1	4
142	а именно	2	4
143	как же	5	4
144	на основании	2	4
145	самое слово	1	4
146	так же	4	4
147	в данном	2	4
148	да и	1	4
149	и все	6	4
150	в сравнении	3	4
151	есть уже	1	4
152	слово в	2	4
153	между ними	1	4
154	только как	5	4
155	есть то	6	4
156	тем самым	3	4
157	в таком	14	4
158	например в	2	3
159	самом деле	6	3
160	на самом	1	3
161	и есть	16	3
162	в первом	2	3
163	что эти	1	3
164	мы уже	3	3
165	той же	3	3
166	ответить на	1	3
167	еще до	1	3
168	еще не	2	3
169	и на	3	3
170	то мы	1	3
171	по которому	2	3
172	в мысли	2	3
173	в самом	7	3
174	все эти	3	3
175	так в	2	3
176	и если	2	3
177	т д	23	3
178	языком и	1	3
179	и по	2	3
180	не будет	3	3
181	что например	1	3
182	в них	5	3
183	все равно	2	3
184	не всегда	1	3
185	с точки	14	3
186	но это	5	3
187	не от	1	3
188	их в	2	3
189	возможно только	6	3
190	говорим что	1	3
191	есть всегда	5	3
192	что есть	4	3
193	в науке	1	3
194	в нас	1	3
195	только не	10	3
196	никогда не	7	3
197	же время	3	3
198	связи с	1	3
199	так то	1	3
200	а мы	3	3
201	только от	2	3
202	должны быть	3	3
203	к тому	4	3
204	образы и	1	3
205	что у	2	3
206	было в	1	3
207	ту же	1	3
208	в виду	7	3
209	и только	6	3
210	вообще и	1	3
211	и следовательно	2	3
212	этот вопрос	1	3
213	то в	2	3
214	и так	1	3
215	уже не	5	3
216	при помощи	3	3
217	всяком случае	2	3
218	даже и	7	3
219	со стороны	2	3
220	именно в	2	3
221	лишь тогда	1	3
222	нет ничего	9	3
223	это есть	8	3
224	и таким	1	3
225	в смысле	2	3
226	кроме того	6	3
227	в этих	1	3
228	только что	4	3
229	признаков в	1	3
230	в процессе	1	3
231	таком случае	10	2
232	но тем	1	2
