N	3gram	Bakhtin_Pr_3	Vvedenie
1	в том что	3	12
2	о том что	2	12
3	в этом смысле	1	8
4	не может быть	1	8
5	тем не менее	2	8
6	до сих пор	5	6
7	в применении к	1	6
8	то же время	5	6
9	в то же	5	6
10	с другой стороны	1	5
11	в широком смысле	1	5
12	что иное как	1	4
13	по отношению к	1	4
14	в этом отношении	1	4
15	можно было бы	1	4
16	по крайней мере	1	4
17	по сравнению с	4	4
18	так или иначе	1	4
19	во всяком случае	1	4
20	не что иное	1	4
21	также и в	1	3
22	в собственном смысле	2	3
23	но в то	1	3
24	большей или меньшей	3	3
25	можно сказать что	4	3
26	до наших дней	3	2
27	состоит в том	1	2
28	и той же	1	2
29	в соответствии с	2	2
30	то же самое	1	2
31	с точки зрения	2	2
32	может быть и	2	2
33	в известной мере	2	2
34	на этой почве	1	2
35	в конце концов	1	2
36	смысле этого слова	1	2
37	в связи с	1	2
38	тем или иным	1	2
39	а также и	3	2
40	есть не что	1	2
41	как мы уже	3	2
42	одной и той	1	2
43	мы уже знаем	1	2
44	таким образом по	1	2
45	той или иной	1	2
46	что можно назвать	1	1
47	и в конце	1	1
48	и для того	1	1
49	а между тем	2	1
50	каждом из них	2	1
51	но это уже	1	1
52	в той или	1	1
53	сказать что в	1	1
54	в эпоху возрождения	5	1
55	мы имеем дело	1	1
56	прежде всего в	1	1
57	более или менее	3	1
58	чтобы убедиться в	1	1
59	это в сущности	1	1
60	жизни европейских народов	1	1
61	жизни как на	1	1
62	в отличие от	1	1
63	но и в	1	1
64	и в дальнейшем	2	1
65	потому что это	2	1
66	себе самому и	1	1
67	имеем дело с	1	1
68	и др в	2	1
69	на тему об	1	1
70	как он сам	1	1
71	может быть только	1	1
72	не то что	3	1
73	и то что	1	1
74	в зависимости от	2	1
75	все то что	2	1
76	нисколько не мешает	1	1
77	европейских народов в	1	1
78	бывает так что	1	1
79	могут быть названы	1	1
80	все это и	1	1
81	и в целом	1	1
82	то что можно	1	1
83	в большей или	2	1
84	или меньшей степени	2	1
85	и в разной	1	1
86	для нашего времени	1	1
87	смысле этого термина	1	1
88	дошедшие до нас	1	1
89	в нем есть	1	1
90	этому нисколько не	1	1
91	потому что они	1	1
92	и до наших	2	1
93	но не может	1	1
94	у платона и	1	1
95	значение в истории	1	1
96	одним из самых	1	1
97	она свободна от	1	1
98	жизни как она	1	1
99	и никогда не	1	1
100	с самого начала	3	1
101	нужно сказать что	2	1
102	широком смысле этого	1	1
103	и прежде всего	5	1
104	именно потому что	1	1
105	в разной степени	1	1
106	как своего рода	1	1
107	как мы видим	1	1
108	после того как	1	1
109	все эти разнородные	1	1
110	в заключение нашего	1	1
111	в каждом из	3	1
112	в предисловии к	1	1
113	в средние века	10	1
114	во всех его	1	1
115	в ней только	1	1
116	во всей европейской	1	1
117	человека к человеку	1	1
118	только с помощью	1	1
