N	3gram	Propp_Isto_1	Analitik
1	о том что	3	6
2	в том что	4	6
3	по отношению к	3	4
4	с одной стороны	4	4
5	и в этом	1	4
6	в этом случае	1	4
7	к тому же	1	4
8	мы имеем дело	1	3
9	подобно тому как	1	3
10	в этом отношении	1	3
11	содержит в себе	1	3
12	того или иного	1	3
13	тем не менее	6	3
14	в этом смысле	1	2
15	в соответствии с	1	2
16	можно было бы	3	2
17	в значительной степени	1	2
18	едва ли не	1	2
19	а не только	1	2
20	не только в	1	2
21	в отличие от	2	2
22	с другой стороны	5	2
23	на то что	4	2
24	тех или иных	1	2
25	если бы он	1	1
26	что иное как	1	1
27	ничего не доказывает	1	1
28	приводит к тому	1	1
29	более или менее	5	1
30	как мы это	1	1
31	и в пределах	1	1
32	может быть признано	1	1
33	никак не может	1	1
34	внимание на то	1	1
35	сами по себе	1	1
36	но и в	2	1
37	к тому или	1	1
38	его как бы	1	1
39	на этот вопрос	2	1
40	и даже в	1	1
41	в противном случае	1	1
42	в этой связи	1	1
43	до известной степени	1	1
44	в таких случаях	2	1
45	дело не с	1	1
46	это еще одна	1	1
47	еще ничего не	1	1
48	из них в	1	1
49	тому или иному	1	1
50	зависит от степени	1	1
51	и тот же	2	1
52	как один из	1	1
53	это не так	1	1
54	это своего рода	1	1
55	только в рамках	1	1
56	ни к какой	1	1
57	в связи с	3	1
58	так как будто	1	1
59	прежде всего в	1	1
60	имеем дело не	1	1
61	очень близки к	1	1
62	можно отметить еще	1	1
63	только то что	1	1
64	есть не что	1	1
65	не может быть	7	1
66	ответ на этот	1	1
67	же самое что	2	1
68	но и для	1	1
69	не только на	1	1
70	не что иное	1	1
71	в этих случаях	2	1
72	то что она	1	1
73	к тому что	1	1
74	друг с другом	3	1
75	дело не в	1	1
76	точно так же	3	1
77	то же самое	3	1
78	не только для	1	1
