N	2gram	Ircho_Kome_2	VLabPisa
1	таким образом	6	27
2	в этом	10	26
3	и в	26	25
4	и т	2	24
5	не только	7	22
6	может быть	11	21
7	хотя бы	2	20
8	и не	14	19
9	не может	3	17
10	т е	1	17
11	в его	4	15
12	в том	11	13
13	прежде всего	4	13
14	в частности	4	12
15	как это	4	12
16	все это	3	12
17	в силу	2	11
18	с другой	2	11
19	из них	7	11
20	в художественном	1	10
21	в качестве	5	10
22	о том	6	10
23	то же	3	9
24	что в	9	9
25	как видим	2	9
26	об этом	2	9
27	по этому	1	9
28	для него	1	9
29	т п	2	9
30	но и	10	9
31	к этому	5	9
32	в своем	6	8
33	все эти	1	8
34	не следует	2	8
35	на основании	5	8
36	другой стороны	1	8
37	во всех	3	7
38	по отношению	3	7
39	из этих	4	7
40	было бы	8	7
41	как и	4	7
42	том что	9	7
43	произведения и	1	7
44	говорит о	1	7
45	не было	3	7
46	а не	1	7
47	вместе с	9	7
48	же в	4	7
49	отношению к	3	7
50	более или	1	6
51	в себе	1	6
52	в нем	6	6
53	главным образом	1	6
54	это не	2	6
55	или менее	1	6
56	их в	1	6
57	том же	1	6
58	и его	12	6
59	в то	6	6
60	так и	12	6
61	в порядке	1	6
62	между тем	4	6
63	бы и	2	6
64	у него	4	6
65	то что	6	6
66	одним из	2	5
67	и есть	2	5
68	в их	3	5
69	конечном счете	1	5
70	все же	4	5
71	в пределах	1	5
72	и при	1	5
73	не в	2	5
74	тому что	4	5
75	же время	3	5
76	связи с	3	5
77	на основе	1	5
78	приводит к	1	5
79	он же	1	5
80	один из	5	5
81	действующих лиц	5	5
82	он говорит	1	5
83	как бы	2	5
84	не является	2	5
85	в результате	1	5
86	сказать что	1	5
87	только в	4	5
88	в искусстве	1	5
89	с его	5	4
90	в этой	3	4
91	чем же	1	4
92	когда он	1	4
93	в самом	4	4
94	в целом	4	4
95	в них	4	4
96	в философии	2	4
97	даже в	2	4
98	одна из	2	4
99	никогда не	1	4
100	к тому	12	4
101	для его	1	4
102	должен быть	1	4
103	в ее	2	4
104	показывают что	1	4
105	образов и	1	4
106	с ними	2	4
107	что он	5	4
108	в одном	2	4
109	как раз	1	4
110	в связи	3	4
111	равно как	1	4
112	в своей	3	4
113	например в	3	3
114	сил и	1	3
115	в котором	3	3
116	из его	2	3
117	его не	1	3
118	силу этого	2	3
119	нет и	2	3
120	с этим	5	3
121	и как	1	3
122	и к	2	3
123	следующим образом	1	3
124	его в	4	3
125	что не	1	3
126	с тем	5	3
127	мы видели	1	3
128	во время	6	3
129	точки зрения	4	3
130	и ее	2	3
131	этой области	1	3
132	как о	1	3
133	со своим	1	3
134	сводится к	1	3
135	не столь	2	3
136	у нас	1	3
137	в виду	2	3
138	никак не	1	3
139	что и	7	3
140	вслед за	2	3
141	не обходится	1	3
142	является не	2	3
143	и их	3	3
144	в конце	2	3
145	именно в	1	3
146	деятельности человека	1	3
147	мы знаем	3	3
148	в творчестве	1	3
149	него в	1	3
150	так же	1	3
151	по поводу	3	3
152	всех других	1	3
153	по существу	1	3
154	при всем	3	3
155	и от	4	3
156	или в	3	3
157	видно из	2	3
158	бы в	2	3
159	жизни и	3	3
160	как на	1	3
161	как известно	2	2
162	также что	2	2
163	видеть в	1	2
164	сюжетов и	1	2
165	и этот	1	2
166	по его	1	2
167	мы имеем	2	2
168	в которой	5	2
169	на эти	1	2
170	говорить о	2	2
171	но даже	1	2
172	то это	2	2
173	в ней	3	2
174	еще не	6	2
175	что его	3	2
176	в различных	1	2
177	в чем	1	2
178	чуть ли	2	2
179	но не	3	2
180	это видно	1	2
181	если в	2	2
182	в общем	1	2
183	том числе	3	2
184	отнюдь не	2	2
185	этом же	2	2
186	и слова	1	2
187	хотя и	4	2
188	но в	3	2
189	с нею	1	2
190	не приходится	1	2
191	ни одна	2	2
192	лица и	1	2
193	как он	3	2
194	что она	2	2
195	три года	2	2
196	после этого	2	2
197	он не	2	2
198	не пишет	1	2
199	том чтобы	1	2
200	трудностей и	1	2
201	что ни	2	2
202	человека в	3	2
203	в каждом	3	2
204	а затем	5	2
205	приходится говорить	1	2
206	в другом	1	2
207	в жизни	1	2
208	необходимость в	1	2
209	не всегда	2	2
210	он и	1	2
211	и для	4	2
212	всяком случае	2	2
213	не столько	1	2
214	от его	1	2
215	для многих	1	2
216	которые в	2	2
217	начнем с	1	2
218	если бы	9	2
219	как от	1	2
220	что например	1	2
221	по себе	1	2
222	не менее	4	2
223	дня и	1	2
224	не по	4	2
225	того чтобы	6	2
226	а для	1	2
227	не вполне	2	2
228	в сознании	1	2
229	в области	1	2
230	от того	2	2
231	нет ни	1	2
232	ли не	7	2
233	отличается от	1	2
234	числе и	1	2
235	они и	1	2
236	для того	5	2
237	на это	2	2
238	э по	1	2
239	мысль о	1	2
240	роль в	2	2
241	если они	1	2
242	в образе	3	2
243	и даже	1	2
244	остановимся на	1	2
245	во всяком	2	2
246	в пользу	2	2
247	из себя	1	2
248	от них	1	2
249	во всей	1	2
250	о его	4	2
251	что даже	1	2
252	до нас	4	2
253	с одной	2	2
254	одной из	4	2
255	ознакомиться с	1	2
256	целого ряда	1	2
257	ни с	1	2
258	могло бы	1	2
259	вовсе не	2	2
260	не о	1	2
261	одной стороны	2	2
262	или иной	1	2
263	даже не	3	2
264	до сих	2	2
265	и образов	1	2
