N	2gram	Losev_Prob_5	slovoVRo
1	в романе	1	46
2	и в	30	39
3	может быть	7	37
4	и т	1	35
5	и его	6	33
6	то есть	21	26
7	не только	18	24
8	и не	12	22
9	но и	13	21
10	не может	5	20
11	в нем	6	19
12	до конца	1	17
13	в этом	17	16
14	все это	1	16
15	так и	7	15
16	а не	5	14
17	человек и	2	14
18	как в	2	13
19	вовсе не	8	10
20	к своему	1	9
21	и с	5	9
22	не в	7	9
23	со своим	1	9
24	таким образом	13	8
25	прежде всего	6	8
26	точки зрения	10	8
27	еще не	3	7
28	с его	1	7
29	в него	1	7
30	при этом	4	7
31	с ним	3	7
32	никогда не	7	7
33	могут быть	1	7
34	как мы	2	7
35	в его	12	7
36	и даже	14	7
37	и потому	1	7
38	как бы	6	7
39	но не	7	6
40	в своем	11	6
41	все же	9	6
42	и к	4	6
43	но в	9	6
44	все эти	2	6
45	в них	2	6
46	как и	7	6
47	она не	1	6
48	в значительной	2	6
49	в большинстве	1	6
50	человек в	1	6
51	там где	1	6
52	жизни и	2	6
53	героя и	1	5
54	это не	2	5
55	том что	17	5
56	по себе	2	5
57	не могут	2	5
58	но все	4	5
59	той или	1	5
60	мира и	2	5
61	с другой	6	5
62	один из	2	5
63	в том	12	5
64	с ними	1	5
65	с одной	3	5
66	конечно не	2	5
67	уже не	6	5
68	и их	5	5
69	одной стороны	3	5
70	или иной	1	5
71	большинстве случаев	1	5
72	и для	6	5
73	только в	9	5
74	для нас	10	5
75	от него	1	5
76	и все	9	5
77	и наконец	1	5
78	отношения к	1	4
79	его не	2	4
80	и на	6	4
81	по отношению	2	4
82	отношение к	2	4
83	всех этих	1	4
84	то же	2	4
85	слова не	1	4
86	его в	6	4
87	входит в	1	4
88	в новое	3	4
89	ни в	4	4
90	в отношении	3	4
91	не менее	5	4
92	в то	4	4
93	или прямо	1	4
94	же время	1	4
95	во всем	1	4
96	что оно	1	4
97	здесь не	7	4
98	поэтому и	2	4
99	для всех	1	4
100	и других	1	4
101	так как	6	4
102	даже и	4	4
103	и др	1	4
104	себя и	1	4
105	с помощью	2	4
106	на фоне	1	4
107	xix века	1	4
108	в смысле	4	4
109	а в	6	4
110	отношению к	2	4
111	в таком	2	4
112	как это	1	3
113	человека и	4	3
114	в чем	2	3
115	сама по	1	3
116	перед нами	1	3
117	и как	6	3
118	бы и	1	3
119	борьбы с	2	3
120	с точки	8	3
121	не столько	1	3
122	испытания в	1	3
123	и остается	1	3
124	связи с	7	3
125	этом отношении	1	3
126	в ней	3	3
127	и дальше	2	3
128	глубоко и	1	3
129	в состав	1	3
130	а также	3	3
131	к нему	3	3
132	между тем	2	3
133	что и	6	3
134	него нет	1	3
135	у него	11	3
136	здесь в	2	3
137	в свою	2	3
138	смысла и	1	3
139	если она	1	3
140	и от	1	3
141	но это	1	3
142	как для	1	3
143	что в	5	3
144	из себя	1	3
145	хотя бы	2	3
146	сказать что	9	3
147	во всяком	2	3
148	новое время	3	2
149	также и	12	2
150	xvii века	1	2
151	это и	1	2
152	мы уже	1	2
153	мы не	2	2
154	при его	2	2
155	с ее	1	2
156	это возможно	1	2
157	далее в	1	2
158	не был	1	2
159	не все	2	2
160	в новом	1	2
161	и речи	2	2
162	с этим	1	2
163	кроме того	2	2
164	хотя и	8	2
165	время это	2	2
166	в нашем	1	2
167	в себе	4	2
168	воспитания и	1	2
169	а вовсе	1	2
170	на его	2	2
171	т д	1	2
172	он не	3	2
173	в виде	10	2
174	борьбу с	2	2
175	и более	2	2
176	из него	1	2
177	людей и	13	2
178	в нее	1	2
179	факт что	2	2
180	значение в	1	2
181	далеко не	4	2
182	чем в	1	2
183	и другие	3	2
184	и при	1	2
185	в их	1	2
186	слова при	1	2
187	но он	5	2
188	однако в	3	2
189	даже в	1	2
190	выступает здесь	1	2
191	на котором	1	2
192	тогда когда	4	2
193	дело в	2	2
194	того как	5	2
195	которого он	1	2
196	того чтобы	2	2
197	чем не	1	2
198	в одном	3	2
199	возможно и	1	2
200	только и	3	2
201	к ней	1	2
202	внутреннюю форму	1	2
203	в области	2	2
204	и оно	1	2
205	в мировой	1	2
206	должен быть	1	2
207	говорит и	1	2
208	и образ	1	2
209	без всякого	2	2
210	в дальнейшем	7	2
211	и исторически	1	2
212	стремиться к	1	2
213	как с	2	2
214	в другом	3	2
215	те же	1	2
216	здесь как	2	2
217	и здесь	1	2
218	на него	2	2
219	о том	12	2
220	притом в	1	2
221	или на	1	2
222	нуждается в	1	2
223	в форме	1	2
224	еще более	3	2
225	нем и	1	2
226	людей с	1	2
227	что он	7	2
228	мы увидим	1	2
229	всяком случае	2	2
230	именно на	2	2
231	со всеми	2	2
232	же и	1	2
233	уже в	2	2
234	в поэзии	1	2
235	цели и	1	2
236	для того	3	2
237	то что	18	2
238	не было	1	2
239	именно как	1	2
240	до сих	2	2
241	именно в	3	2
242	а именно	12	2
243	но лишь	1	2
244	как о	4	2
245	не всегда	3	2
246	в одно	1	2
247	в связи	7	2
248	входить в	1	2
249	но оно	1	2
250	вместе с	7	2
251	эта идея	2	2
252	самый этот	1	2
253	в данном	2	2
254	есть на	1	2
255	тот факт	1	2
256	и нет	2	2
257	сих пор	2	2
258	в более	1	2
259	или в	4	2
260	в результате	7	2
261	лишь о	1	2
262	жизни в	4	2
263	работы и	1	2
264	к его	1	2
265	только о	1	2
266	просто не	1	2
267	все что	2	2
268	они не	2	2
269	и наиболее	2	1
270	смысле слова	3	1
271	мы к	1	1
272	того же	4	1
273	становится в	1	1
274	силы и	1	1
275	науки о	1	1
276	и есть	1	1
277	и до	2	1
278	во-первых в	1	1
279	поскольку она	1	1
280	и за	2	1
281	важно для	1	1
282	а как	1	1
283	новое но	1	1
284	он знает	1	1
285	эпохи а	1	1
286	и о	5	1
287	и свой	1	1
288	и стиль	1	1
289	нечего делать	2	1
290	в составе	1	1
291	не знают	1	1
292	проявляется в	2	1
293	момент в	1	1
294	предметом и	1	1
295	и этого	1	1
296	он сам	3	1
297	людей в	5	1
298	что его	3	1
299	и немецкий	1	1
300	в создании	1	1
301	то мы	1	1
302	чем это	1	1
303	совсем не	3	1
304	то он	1	1
305	которую она	1	1
306	в план	1	1
307	к ним	1	1
308	и чужой	1	1
309	не просто	5	1
310	в едином	1	1
311	в одной	2	1
312	его на	2	1
313	своей и	1	1
314	могли бы	1	1
315	однако на	2	1
316	и превращается	1	1
317	или иную	1	1
318	для которого	1	1
319	в самом	5	1
320	и ясной	1	1
321	он в	3	1
322	и самый	1	1
323	в этой	10	1
324	рассказ о	1	1
325	однако как	2	1
326	говорят о	1	1
327	и те	1	1
328	на то	2	1
329	если он	2	1
330	дело здесь	1	1
331	вообще не	1	1
332	что она	1	1
333	больше всего	1	1
334	он ни	1	1
335	и только	2	1
336	и сам	4	1
337	но некоторые	1	1
338	которого и	2	1
339	и по	1	1
340	об этом	4	1
341	а его	4	1
342	на этой	1	1
343	говорить не	1	1
344	свободного и	1	1
