N	2gram	Tiupa_Lite_3	Hudozhes
1	том что	8	16
2	и в	16	14
3	так и	9	13
4	не только	14	12
5	при этом	15	12
6	о том	6	12
7	в том	12	12
8	а не	12	12
9	и т	1	11
10	в себе	6	11
11	в этом	14	11
12	прежде всего	3	11
13	в своей	7	10
14	для него	2	10
15	то же	9	9
16	как и	5	9
17	что он	5	9
18	в качестве	5	9
19	у него	1	9
20	по отношению	4	8
21	в этой	8	8
22	как в	5	8
23	то что	12	8
24	т п	1	8
25	же время	7	8
26	в его	6	8
27	между тем	3	8
28	отношению к	4	8
29	в то	9	8
30	еще не	6	7
31	тогда как	17	7
32	это не	5	7
33	своего рода	10	7
34	не в	10	7
35	личности в	3	7
36	к тому	6	7
37	быть может	2	7
38	уже не	3	7
39	не случайно	3	7
40	именно в	5	7
41	не может	8	7
42	как бы	8	7
43	а в	5	7
44	как правило	1	6
45	в концовке	1	6
46	художественного мышления	6	6
47	в первой	2	6
48	человека в	2	6
49	в глазах	3	6
50	было бы	2	6
51	читателя в	1	6
52	никогда не	4	6
53	жизни в	4	6
54	что в	2	6
55	самом деле	3	5
56	с его	6	5
57	человеческих отношений	1	5
58	перед нами	1	5
59	но в	3	5
60	точки зрения	7	5
61	не менее	2	5
62	и его	6	5
63	потому что	3	5
64	к себе	8	5
65	и он	1	5
66	во второй	2	5
67	только в	7	5
68	по мнению	1	5
69	друг друга	1	5
70	может быть	12	5
71	но и	14	5
72	в частности	11	5
73	и а	3	5
74	к жизни	2	5
75	в этих	1	5
76	героя и	1	5
77	жизни и	3	5
78	художественного целого	1	4
79	мы уже	1	4
80	и о	1	4
81	в ней	1	4
82	столь же	1	4
83	в центре	1	4
84	в своем	1	4
85	и к	3	4
86	в действительности	1	4
87	то в	3	4
88	в самом	3	4
89	всего лишь	5	4
90	на то	2	4
91	он не	1	4
92	и с	2	4
93	несмотря на	2	4
94	этой связи	1	4
95	тем не	1	4
96	тому что	1	4
97	она не	1	4
98	в русской	1	4
99	по своей	3	4
100	связи с	2	4
101	как будто	4	4
102	можно сказать	2	4
103	того что	9	4
104	один из	2	4
105	уединенного сознания	14	4
106	и быть	1	4
107	себя в	7	4
108	из них	4	4
109	в конце	2	4
110	как раз	2	4
111	не было	1	4
112	и все	1	4
113	бытия и	1	4
114	и от	1	4
115	по преимуществу	1	3
116	с точки	3	3
117	едва ли	3	3
118	говорить о	1	3
119	в мире	16	3
120	и на	2	3
121	в ее	5	3
122	отнюдь не	3	3
123	идет о	1	3
124	все же	2	3
125	но он	1	3
126	в нем	2	3
127	в творческом	2	3
128	лишь в	5	3
129	его в	2	3
130	с этим	1	3
131	даже в	4	3
132	в своих	2	3
133	ничем не	1	3
134	в ходе	1	3
135	возвращается к	1	3
136	себе самому	3	3
137	о природе	2	3
138	в тексте	4	3
139	тем что	2	3
140	этом отношении	5	3
141	для себя	2	3
142	в театре	1	3
143	как мы	2	3
144	того чтобы	2	3
145	первой половине	2	3
146	что у	2	3
147	еще в	3	3
148	том как	1	3
149	если бы	2	3
150	о нем	2	3
151	из рассказа	2	3
152	а также	4	3
153	в лице	2	3
154	же в	2	3
155	в литературе	1	3
156	но не	4	3
157	будто бы	1	3
158	и даже	2	3
159	со стороны	7	3
160	если говорить	1	3
161	превращается в	1	3
162	то и	1	3
163	картину мира	1	3
164	в связи	1	3
165	такого рода	10	3
166	и для	4	3
167	но одновременно	2	3
168	может и	1	3
169	в таком	1	3
170	к этой	1	3
171	я и	10	2
172	например в	3	2
173	начинается с	1	2
174	отметим что	1	2
175	на самом	1	2
176	оно было	1	2
177	в их	1	2
178	той же	3	2
179	для своего	2	2
180	вопрос о	2	2
181	жизни как	2	2
182	художественности как	1	2
183	к своему	1	2
184	в противовес	7	2
185	если в	1	2
186	конечном счете	1	2
187	себе и	1	2
188	в е	8	2
189	в рамках	4	2
190	не согласиться	2	2
191	в художественном	1	2
192	хотя и	4	2
193	диаметрально противоположны	1	2
194	или иную	1	2
195	к художественному	1	2
196	в целом	5	2
197	так или	2	2
198	жизни так	1	2
199	так в	1	2
200	только на	1	2
201	раз в	2	2
202	как он	1	2
203	так сказать	1	2
204	жизнью и	1	2
205	на его	3	2
206	наш взгляд	1	2
207	от мыслей	1	2
208	ключ к	1	2
209	в первую	1	2
210	на наш	1	2
211	однако в	4	2
212	не бывает	1	2
213	значительной степени	1	2
214	речь в	1	2
215	в другом	6	2
216	первую очередь	1	2
217	его личности	1	2
218	по себе	2	2
219	одной из	1	2
220	все равно	1	2
221	должно быть	4	2
222	автора и	2	2
223	индивидуальной жизни	1	2
224	состоит в	6	2
225	с позиции	1	2
226	не столько	1	2
227	прибегает к	1	2
228	от себя	2	2
229	что я	5	2
230	художественного мира	1	2
231	все это	1	2
232	как от	1	2
233	они не	1	2
234	и герой	1	2
235	а а	1	2
236	не имеет	1	2
237	концепция личности	1	2
238	с и	1	2
239	для всего	1	2
240	мышления и	1	2
241	слова как	1	2
242	тех кто	1	2
243	эстетической природы	1	2
244	все еще	3	2
245	с ее	3	2
246	здесь не	2	2
247	при котором	1	2
248	со мною	1	2
249	на вопрос	1	2
250	внимание на	2	2
251	начинается и	1	2
252	с того	1	2
253	в значительной	1	2
254	в конечном	1	2
255	героя при	1	2
256	действительности же	1	2
257	и об	2	2
258	второй половине	1	2
259	людей а	1	2
260	но с	2	2
261	автора героя	1	2
262	с ними	2	2
263	и потому	2	2
264	так что	1	2
265	в начале	4	2
266	по выражению	1	2
267	не стал	1	2
268	за ним	2	2
269	ту или	1	2
270	а и	2	2
271	а то	1	2
272	при всей	1	2
273	явно не	1	2
274	на том	1	2
275	внутреннего мира	1	2
276	в бытовой	1	2
277	в зеркале	1	2
278	влияние на	1	2
279	или иначе	2	2
280	ему не	1	2
281	а с	1	2
282	себя и	2	2
283	что не	2	2
284	также в	1	2
285	до конца	4	2
286	не означает	2	2
287	и ты	4	2
288	и ему	1	2
289	на фоне	1	2
290	говорится о	1	2
291	эти слова	2	2
292	в человеке	1	2
293	этих словах	1	2
294	матери и	1	2
295	и не	22	2
296	с этой	2	2
297	еще раз	2	2
298	своей жизни	2	2
299	только для	3	2
300	нет ничего	1	2
301	отказ от	2	2
302	о котором	1	2
303	художественного восприятия	1	2
304	из текста	1	2
305	ни к	3	2
306	человека не	1	2
307	не знает	2	2
308	творческое наследие	1	2
309	но еще	2	2
310	которая не	1	2
311	искусства слова	1	1
312	как известно	1	1
313	к произведениям	1	1
314	и то	1	1
315	тех же	1	1
316	я впоследствии	1	1
317	это и	1	1
318	в ситуации	2	1
319	я напротив	1	1
320	полном соответствии	2	1
321	за собой	1	1
322	в иных	3	1
323	в первом	2	1
324	и до	1	1
325	из его	1	1
326	исходит из	1	1
327	века в	1	1
328	и за	1	1
329	по его	1	1
330	его не	1	1
331	уходила в	1	1
332	в сверхличном	1	1
333	ней есть	1	1
334	факторов художественного	1	1
335	моя жизнь	1	1
336	коренится в	1	1
337	как оказалось	2	1
338	в каждый	1	1
339	в решении	1	1
340	принадлежит к	1	1
341	я не	2	1
342	х годов	15	1
343	ты для	2	1
344	хотя бы	1	1
345	целого в	1	1
346	в каждой	2	1
347	субъектов жизни	1	1
348	начало и	1	1
349	на другом	1	1
350	разумеется не	3	1
351	время в	2	1
352	в чем	1	1
353	в литературоведении	1	1
354	как путь	1	1
355	бы в	1	1
356	в сторону	3	1
357	сознания не	1	1
358	в общем	1	1
359	отношение к	2	1
360	впечатления бахтин	1	1
361	художественного впечатления	1	1
362	друг от	1	1
363	нет и	1	1
364	центрального героя	1	1
365	ментального кризиса	1	1
366	картины жизни	1	1
