N	2gram	Vygotskiy__2	Marksizm
1	точки зрения	26	34
2	может быть	9	26
3	и не	7	26
4	не может	9	24
5	с точки	18	20
6	и в	15	19
7	и его	4	19
8	таким образом	14	17
9	в этом	19	16
10	как бы	7	15
11	в процессе	11	14
12	как мы	6	13
13	языка и	3	13
14	прежде всего	4	13
15	как и	6	12
16	если мы	6	11
17	так и	8	11
18	связи с	9	11
19	и для	2	11
20	самом деле	6	10
21	в нем	1	10
22	функциональной психологии	1	10
23	ни было	1	10
24	и т.п	7	10
25	в самом	11	10
26	внутренней речи	5	9
27	лишь в	3	9
28	внутренняя речь	3	9
29	только в	4	9
30	для него	3	9
31	в результате	3	9
32	бы то	1	8
33	все же	4	8
34	не только	15	8
35	без исключения	1	8
36	при этом	3	8
37	о языке	2	8
38	то ни	1	8
39	друг друга	5	8
40	до сих	1	8
41	но и	10	8
42	сих пор	1	8
43	то что	20	8
44	во всех	2	7
45	в ее	1	7
46	точка зрения	3	7
47	но в	6	7
48	все эти	3	7
49	то же	5	7
50	слова как	1	7
51	а не	3	7
52	в связи	6	7
53	так же	4	7
54	отнюдь не	2	6
55	так сказать	1	6
56	мы не	10	6
57	ничего не	3	6
58	в пределах	1	6
59	и здесь	1	6
60	в его	2	6
61	в том	33	6
62	является не	1	6
63	с помощью	5	6
64	в смысле	1	6
65	другой стороны	1	6
66	того же	3	6
67	связи между	1	5
68	отличие от	3	5
69	конечно не	1	5
70	по преимуществу	1	5
71	входит в	1	5
72	рядом с	1	5
73	в отличие	3	5
74	не в	8	5
75	того чтобы	12	5
76	ничего общего	1	5
77	те же	3	5
78	знака и	1	5
79	и все	3	5
80	этот вопрос	5	5
81	социальной ситуации	1	5
82	в начале	4	5
83	вовсе не	6	5
84	с другой	6	5
85	за пределы	2	5
86	именно в	2	5
87	до конца	1	5
88	мы знаем	7	5
89	и потому	1	5
90	хотя бы	4	5
91	к этому	4	5
92	во всяком	7	5
93	переход от	4	4
94	что слово	1	4
95	вопрос о	5	4
96	и на	1	4
97	науки о	1	4
98	нет и	2	4
99	чем же	1	4
100	как в	4	4
101	так называемая	1	4
102	не будем	1	4
103	и тот	1	4
104	здесь мы	1	4
105	было бы	10	4
106	мысли и	1	4
107	психологии в	2	4
108	по себе	7	4
109	в отношении	6	4
110	самого начала	1	4
111	не является	9	4
112	в ней	1	4
113	с самого	1	4
114	в языке	1	4
115	только на	1	4
116	от того	2	4
117	для того	10	4
118	этой проблемы	2	4
119	с этим	3	4
120	в данном	3	4
121	что же	2	4
122	дело идет	1	4
123	направления в	1	4
124	форм и	1	4
125	тот же	7	4
126	а в	4	4
127	жизни в	1	4
128	между ними	1	4
129	и эта	2	4
130	сказать что	6	4
131	что в	14	4
132	на самом	3	3
133	и есть	2	3
134	социальной среде	5	3
135	не имеют	1	3
136	высшей степени	7	3
137	действительности и	3	3
138	имеет свою	2	3
139	в сущности	9	3
140	по отношению	6	3
141	один и	1	3
142	в истории	6	3
143	общего с	2	3
144	целый ряд	2	3
145	и как	2	3
146	и к	6	3
147	в которой	4	3
148	но все	2	3
149	этих форм	1	3
150	его в	1	3
151	он не	7	3
152	он является	2	3
153	в высшей	7	3
154	том что	27	3
155	в своей	4	3
156	и ее	3	3
157	в котором	2	3
158	более того	1	3
159	мы говорили	1	3
160	место в	1	3
161	является в	1	3
162	речи в	6	3
163	к этим	1	3
164	все без	1	3
165	для всего	2	3
166	не имеет	4	3
167	на язык	2	3
168	действительности но	1	3
169	следует что	2	3
170	этом отношении	3	3
171	в области	1	3
172	не могут	2	3
173	же самое	2	3
174	должны быть	1	3
175	не есть	1	3
176	и это	3	3
177	не существует	3	3
178	в дальнейшем	1	3
179	понятно что	2	3
180	сводится к	1	3
181	т.п в	1	3
182	одного из	1	3
183	можно сказать	2	3
184	с другими	3	3
185	здесь в	1	3
186	того что	17	3
187	одной из	3	3
188	правда и	1	3
189	между тем	1	3
190	не дает	2	3
191	из них	3	3
192	в целях	1	3
193	лишь для	1	3
194	или иной	2	3
195	с объективной	1	3
196	на этот	6	3
197	все это	4	3
198	какого бы	1	3
199	смысле этого	3	3
200	и от	1	3
201	речевого общения	1	3
202	над языком	1	3
203	сознания и	1	3
204	знак в	1	3
205	и при	1	3
206	речи и	15	3
207	мы должны	6	3
208	всех других	1	3
209	это и	1	3
210	ту же	2	2
211	же как	2	2
212	в объяснении	3	2
213	связана с	4	2
214	или к	2	2
215	по которым	1	2
216	мы уже	6	2
217	той же	2	2
218	точкой зрения	1	2
219	зависимости от	6	2
220	и он	1	2
221	быть понято	1	2
222	первый план	1	2
223	в чем	1	2
224	то мы	1	2
225	одним словом	1	2
226	как если	1	2
227	два основных	1	2
228	явлений и	1	2
229	себе и	1	2
230	и речи	13	2
231	сама по	2	2
232	знака с	1	2
233	данный момент	1	2
234	в своем	9	2
235	все остальные	1	2
236	однако не	1	2
237	мы тем	1	2
238	его к	2	2
239	от этого	2	2
240	или процесс	1	2
241	бы и	3	2
242	формы в	1	2
243	к индивидуальному	1	2
244	в нашем	1	2
245	из этих	4	2
246	в себе	2	2
247	на стадии	1	2
248	как он	6	2
249	в понимании	1	2
250	из виду	2	2
251	можно было	5	2
252	могла бы	1	2
253	что все	4	2
254	в другом	2	2
255	и с	4	2
256	момент и	1	2
257	бы в	1	2
258	на этой	2	2
259	в данной	1	2
260	этом смысле	2	2
261	в социальной	1	2
262	ни в	2	2
263	для них	1	2
264	это положение	1	2
265	от него	1	2
266	движется в	1	2
267	должно быть	2	2
268	на первый	1	2
269	в процессах	1	2
270	мысль и	2	2
271	психологии не	1	2
272	является продуктом	1	2
273	и той	2	2
274	точку зрения	6	2
275	для данного	2	2
276	и более	2	2
277	зрения и	1	2
278	тому что	1	2
279	эта мысль	1	2
280	мысли в	1	2
281	эти формы	1	2
282	что такое	1	2
283	в основе	3	2
284	не могло	2	2
285	одна из	1	2
286	иными словами	2	2
287	как она	1	2
288	связь и	1	2
289	и является	1	2
290	в сознании	1	2
291	у нас	1	2
292	могут быть	2	2
293	во все	2	2
294	числе и	3	2
295	к тому	7	2
296	которой она	1	2
297	она не	1	2
298	с ее	2	2
299	в виду	6	2
300	другими словами	1	2
301	язык и	1	2
302	и которую	1	2
303	никогда не	8	2
304	по аналогии	1	2
305	между собой	1	2
306	если бы	8	2
307	и вообще	2	2
308	и даже	5	2
309	упускается из	1	2
310	по мере	1	2
311	и т.д	12	2
312	о том	9	2
313	логику и	2	2
314	и во	1	2
315	этот момент	1	2
316	что и	2	2
317	говорит он	12	2
318	и только	3	2
319	эта проблема	5	2
320	в двух	1	2
321	что он	12	2
322	словом и	1	2
323	психологии или	1	2
324	между этими	1	2
325	именно на	1	2
326	в качестве	4	2
327	какой степени	1	2
328	характерной для	1	2
329	и др	5	2
330	на определенной	1	2
331	и других	2	2
332	менее всего	1	2
333	и их	5	2
334	всяком случае	6	2
335	так как	4	2
336	мы можем	10	2
337	речь и	5	2
338	как раз	4	2
339	тем что	2	2
340	самом же	1	2
341	в данный	1	2
342	связаны с	1	2
343	что не	1	2
344	деле если	1	2
345	зависит от	1	2
346	языка не	1	2
347	там где	6	2
348	в частности	6	2
349	независимо от	4	2
350	нет еще	1	2
351	из которых	3	2
352	к своему	1	2
353	для всех	4	2
354	и этот	1	2
355	в тот	1	2
356	т.е с	1	2
357	в первой	2	2
358	выразительных движений	1	2
359	или хотя	1	2
360	этого слова	3	2
361	с этой	2	2
362	самый вопрос	2	2
363	но для	2	2
364	знаков т.е	1	2
365	отсюда следует	1	2
366	или в	3	2
367	мира и	2	2
368	этой действительности	1	2
369	нам придется	1	2
370	важнейших проблем	1	2
371	же деле	1	2
372	значения для	1	2
373	но если	2	2
374	не знает	1	2
375	к его	2	2
376	отношению к	5	2
377	из этого	1	2
378	же и	1	2
379	речи как	3	2
380	к этой	3	2
381	в своих	1	2
382	том числе	3	2
383	и виды	1	1
384	от этой	1	1
385	неотделима от	1	1
386	также и	2	1
387	речи все	3	1
388	должен быть	2	1
389	и то	1	1
390	проблемы в	1	1
391	мысли к	1	1
392	ибо как	2	1
393	он находится	2	1
394	здесь и	3	1
395	не хочет	1	1
396	отношения между	3	1
397	и внешних	1	1
398	мировоззрения и	1	1
399	и до	3	1
400	этого в	1	1
401	из всех	2	1
402	речевой деятельности	1	1
403	что вся	1	1
404	или наоборот	1	1
405	и само	2	1
406	действительность или	2	1
407	связаны между	1	1
408	что между	2	1
409	которую мы	2	1
410	является наиболее	1	1
411	интересующем нас	1	1
412	бы что	2	1
413	совершенно так	1	1
414	и изучает	1	1
415	является уже	2	1
416	является необходимым	2	1
417	о формах	1	1
418	так чтобы	1	1
419	мы попытались	1	1
420	говорить о	2	1
421	принадлежит к	2	1
422	вместо того	1	1
423	ситуации не	1	1
424	в целом	10	1
425	к чистому	1	1
426	там нет	1	1
427	и самого	2	1
428	которые он	2	1
429	т.п но	1	1
430	он сам	3	1
431	и нигде	1	1
432	здесь не	1	1
433	столь же	2	1
434	которое он	1	1
435	с его	4	1
436	есть функция	2	1
437	а следовательно	1	1
438	ее к	1	1
439	отказ от	1	1
440	на основе	7	1
441	но как	1	1
442	не входит	1	1
443	второй вопрос	1	1
444	не пришел	1	1
445	его во	1	1
446	ответ на	1	1
447	в общем	3	1
448	должны были	3	1
449	а и	1	1
450	этой проблеме	1	1
451	обусловлены прежде	1	1
452	изменения и	1	1
453	как со	1	1
454	между словом	1	1
455	как говорит	2	1
456	и вовсе	1	1
457	организации общества	1	1
458	его на	1	1
459	является основным	1	1
460	того не	1	1
461	более и	1	1
462	ней в	2	1
463	этой последней	1	1
464	могли бы	4	1
465	и всецело	1	1
466	оказывается в	1	1
467	и наконец	1	1
468	по пути	2	1
469	от речи	4	1
470	всего как	1	1
471	более или	2	1
472	следующим образом	2	1
473	следует сказать	1	1
474	самим же	1	1
475	языка т.е	1	1
476	этой идеи	1	1
477	для которого	3	1
478	со своей	1	1
479	еще на	1	1
480	та же	1	1
481	что это	6	1
482	ни один	1	1
483	даже самый	1	1
484	или во	2	1
485	в этой	6	1
486	в известном	2	1
487	в последнее	4	1
488	с их	2	1
489	нами в	1	1
490	бы только	1	1
491	но ведь	2	1
492	фактический материал	2	1
493	между речью	1	1
494	деле всякий	1	1
495	и если	1	1
496	не следует	2	1
497	она становится	1	1
498	момента в	1	1
499	функции и	1	1
500	каузального объяснения	1	1
501	речи таким	1	1
502	и вот	1	1
503	вообще не	1	1
504	их в	4	1
505	идеализма но	1	1
506	имеют ничего	1	1
507	подобно тому	2	1
508	и по	3	1
509	но дело	1	1
510	человек с	2	1
511	именно это	1	1
512	проблемы как	1	1
513	бы они	2	1
514	подход к	2	1
515	зрения она	1	1
516	ли для	1	1
517	как они	1	1
518	этого вопроса	1	1
519	для принципиальной	1	1
520	те новые	1	1
521	как автор	1	1
522	в совершенно	4	1
523	значение в	3	1
524	речи или	2	1
525	и второй	1	1
526	а по	1	1
527	на все	2	1
528	этого мы	1	1
529	зрения на	1	1
530	с целью	2	1
531	форм социального	1	1
532	является общим	1	1
533	это не	5	1
534	к анализу	1	1
535	которая как	1	1
536	после этого	2	1
537	и тем	2	1
538	за ней	1	1
539	ведь если	1	1
540	психологизма и	1	1
541	и во-вторых	1	1
542	нет в	1	1
543	к стадии	1	1
544	с тем	1	1
545	и вся	1	1
546	мы видели	6	1
547	смысле с	1	1
548	то с	1	1
549	чтобы они	1	1
550	в один	2	1
551	нисколько не	2	1
552	в других	2	1
553	или менее	2	1
554	все более	1	1
555	во время	3	1
556	с областью	1	1
557	и мышления	3	1
558	есть социально	1	1
559	бы привести	1	1
560	бы к	3	1
561	другой вопрос	1	1
562	этому же	1	1
563	социальная среда	3	1
564	на каждом	1	1
565	далее в	1	1
566	значение то	1	1
567	от его	4	1
568	этой формы	1	1
569	мы полагаем	1	1
570	остается не	1	1
571	есть его	1	1
572	образом и	1	1
573	которые в	1	1
574	тесно связаны	1	1
575	друг другу	1	1
576	по ту	2	1
577	важный момент	1	1
578	как осуществляется	1	1
579	где нет	1	1
580	бы быть	1	1
581	и общей	1	1
582	нам для	1	1
583	как проблема	1	1
584	что есть	1	1
585	и основных	1	1
586	тем самым	3	1
587	и роль	1	1
588	же индивид	1	1
589	знаком и	3	1
590	ни каким-либо	1	1
591	мышление в	1	1
592	мышления и	16	1
593	тогда когда	5	1
594	того как	4	1
595	на него	1	1
596	не по	1	1
597	всей их	1	1
598	ничего что	1	1
599	она существует	1	1
