N	3gram	Vygotskiy__6	VeschiIm
1	не может быть	2	18
2	что иное как	1	8
3	не что иное	1	8
4	а и в	1	7
5	в том что	19	6
6	на то что	4	6
7	содержит в себе	1	5
8	есть не что	1	5
9	в свою очередь	1	5
10	тем не менее	1	5
11	с точки зрения	10	4
12	и то что	2	4
13	не только в	1	4
14	от того что	6	4
15	в самом деле	1	3
16	подобно тому как	1	3
17	сам по себе	1	3
18	из того что	3	3
19	в собственном смысле	1	3
20	можно было бы	5	3
21	то и другое	1	3
22	вместе с тем	2	3
23	только то что	2	3
24	не может не	1	2
25	невозможно было бы	1	2
26	можно сказать что	6	2
27	мы говорим что	2	2
28	этой точки зрения	1	2
29	о том как	1	2
30	для этого нужно	1	2
31	с этой точки	1	2
32	в отдельности и	1	2
33	в данном случае	1	2
34	в первом случае	3	2
35	по себе совершенно	1	2
36	заключается в том	5	2
37	и в и	1	2
38	не только это	1	2
39	к тому что	7	2
40	так что в	1	2
41	таким образом что	1	1
42	и того же	4	1
43	а потому что	1	1
44	но как раз	1	1
45	то что я	1	1
46	мы видим таким	1	1
47	относится к тому	1	1
48	оно может быть	1	1
49	в этом смысле	2	1
50	в этом случае	2	1
51	как раз и	1	1
52	на первый план	1	1
53	до сих пор	3	1
54	и во всех	1	1
55	то нам станет	1	1
56	и не может	2	1
57	сих пор мы	1	1
58	в зависимости от	5	1
59	сами по себе	1	1
60	самом деле не	1	1
61	что он не	1	1
62	не то что	1	1
63	что как бы	1	1
64	по себе и	1	1
65	так как мы	1	1
66	она есть то	1	1
67	реальными вещами и	1	1
68	кроме того что	1	1
69	содержится в самом	1	1
70	это и значит	1	1
71	по самому своему	1	1
72	на этой стадии	2	1
73	между ними существует	1	1
74	всегда относится к	1	1
75	как раз в	2	1
76	потому что он	4	1
77	то время как	5	1
78	в самом начале	4	1
79	как видно уже	1	1
80	так же как	6	1
81	можем ли мы	1	1
82	не потому что	1	1
83	в понятии и	1	1
84	что мы имеем	1	1
85	не может уже	1	1
86	не просто как	1	1
87	ответ на вопрос	1	1
88	с одной стороны	1	1
89	в конце концов	1	1
90	смысле этого слова	1	1
91	и в этом	1	1
92	во втором случае	2	1
93	к тому чего	2	1
94	и как бы	1	1
95	это не значит	1	1
96	эта точка зрения	1	1
97	к самому себе	1	1
98	а только в	2	1
99	с другой стороны	2	1
100	мы не смогли	1	1
101	когда мы говорим	2	1
102	можно только то	1	1
103	потому что они	1	1
104	остановиться на этом	1	1
105	и все же	1	1
106	по тем же	1	1
107	мы не можем	1	1
108	том смысле что	2	1
109	в то время	6	1
110	если бы оно	2	1
111	ту же самую	2	1
112	не может существовать	2	1
113	не только не	2	1
114	видим таким образом	1	1
115	вопрос о том	1	1
116	было сказать что	1	1
117	видно уже из	1	1
118	вместо того чтобы	2	1
119	на отдельные звуки	1	1
120	к одному и	1	1
121	именно потому что	2	1
122	не говорит о	1	1
123	таким образом можно	1	1
124	одного и того	4	1
125	для того чтобы	8	1
126	что оно не	1	1
127	которая заставляет его	1	1
128	допустим что мы	1	1
129	в том смысле	2	1
130	не значит что	1	1
131	тех или иных	1	1
132	так как по	1	1
133	друг с другом	5	1
134	что и в	1	1
135	только тогда когда	1	1
136	из-за того что	1	1
