N	3gram	Berdyaev_M_1	Problemy
1	и т п	1	9
2	до сих пор	2	7
3	по отношению к	2	5
4	и не может	2	4
5	как и все	1	4
6	в отличие от	1	4
7	не может быть	17	4
8	в самом деле	1	4
9	как бы в	1	4
10	можно было бы	1	3
11	в творчестве достоевского	4	2
12	и та же	1	2
13	может быть и	1	2
14	своей записной книжке	2	2
15	в своей записной	2	2
16	в конце концов	2	2
17	в отношении к	1	2
18	то время как	2	2
19	человека в человеке	1	2
20	друг к другу	1	2
21	одна и та	1	2
22	и в самой	1	2
23	в него как	1	2
24	в то время	2	2
25	никогда не может	2	2
26	в романах достоевского	1	2
27	он живет в	2	1
28	не знает что	1	1
29	прежде всего видит	1	1
30	в образе христа	1	1
31	очень важное место	1	1
32	нельзя понять его	1	1
33	а вовсе не	1	1
34	прежде всего в	2	1
35	как бы не	1	1
36	к учению о	2	1
37	знает может быть	1	1
38	есть прежде всего	1	1
39	себе что он	1	1
40	он не только	2	1
41	своем художественном творчестве	1	1
42	к нему не	1	1
43	достоевский в своем	1	1
44	не может найти	1	1
45	хотя бы и	2	1
46	достоевский прежде всего	2	1
47	что он не	2	1
48	и ту же	1	1
49	у него не	1	1
50	но и в	4	1
51	занимает очень важное	1	1
52	между тем как	1	1
53	в себе и	1	1
54	униженных и оскорбленных	1	1
55	в центре его	2	1
56	иное отношение к	1	1
57	у него нет	1	1
58	в значительной степени	1	1
59	в своем художественном	1	1
60	до конца и	1	1
61	не может уже	1	1
62	и по ним	1	1
63	ставит нас перед	1	1
64	отношению к нему	1	1
65	униженным и оскорбленным	1	1
66	но она не	1	1
67	для него и	1	1
68	в нем не	2	1
69	входит в содержание	1	1
70	герой из подполья	1	1
71	во всяком случае	1	1
72	всего того что	1	1
73	и в том	1	1
74	что до сих	1	1
75	не мог бы	1	1
76	приводит к себе	1	1
77	о том что	1	1
78	к униженным и	1	1
79	между этими двумя	1	1
80	у достоевского он	1	1
81	человека он не	2	1
82	достоевского прежде всего	2	1
83	только может быть	1	1
84	в этом он	2	1
85	не может не	2	1
86	ивана карамазова в	1	1
87	все герои достоевского	2	1
88	он никогда не	2	1
89	у достоевского нет	4	1
90	но не в	1	1
91	и в нем	3	1
92	одну и ту	1	1
93	в том что	1	1
94	достоевского в этом	1	1
95	все это не	1	1
96	иное чем у	1	1
97	мы увидим что	3	1
98	центре его творчества	1	1
