N	3gram	Vinokur_St_3	VLabPisa
1	и т д	2	15
2	в этом отношении	4	13
3	и т п	6	9
4	с другой стороны	4	8
5	не может быть	5	8
6	по этому поводу	2	7
7	более или менее	1	6
8	то же время	3	5
9	в то же	3	5
10	в связи с	3	4
11	можно сказать что	1	4
12	в том что	11	4
13	в значительной мере	1	3
14	вместе с тем	1	3
15	в этой области	2	3
16	о том что	4	3
17	в одном из	1	3
18	к тому что	2	3
19	том отношении что	1	2
20	не может не	1	2
21	к этому сводится	1	2
22	в чем же	1	2
23	до сих пор	2	2
24	таким образом в	1	2
25	можно было бы	1	2
26	и художественного творчества	1	2
27	по крайней мере	4	2
28	одном из писем	1	2
29	в том чтобы	2	2
30	на эти вопросы	1	2
31	с одной стороны	2	2
32	в конце концов	3	2
33	во всех этих	2	2
34	он работал над	1	2
35	во всяком случае	4	2
36	в этом и	1	2
37	в том отношении	1	2
38	этой точки зрения	1	2
39	от того что	1	2
40	не только не	1	2
41	в каждом отдельном	1	2
42	для того чтобы	1	2
43	и в другом	1	2
44	идей и образов	1	1
45	и может быть	1	1
46	того или другого	1	1
47	у пушкина в	1	1
48	связи с его	1	1
49	том смысле что	1	1
50	в той или	1	1
51	и в результате	1	1
52	в прямом смысле	1	1
53	иметь в виду	1	1
54	то время как	4	1
55	в следующих словах	1	1
56	из рыцарских времен	6	1
57	в самом деле	1	1
58	в этом смысле	4	1
59	т е не	1	1
60	в том же	1	1
61	и в качестве	1	1
62	его работе над	1	1
63	с этой точки	1	1
64	совершенно очевидно что	1	1
65	в ином контексте	1	1
66	тот или иной	1	1
67	говоря уже о	1	1
68	что мы имеем	2	1
69	но и в	2	1
70	то что в	1	1
71	прежде всего необходимо	1	1
72	что в них	1	1
73	или иного вида	1	1
74	говорит о том	1	1
75	ни в какой	1	1
76	в этом же	1	1
77	так или иначе	1	1
78	нельзя не признать	1	1
79	в применении к	1	1
80	приводит к тому	1	1
81	не только в	3	1
82	в печатном тексте	2	1
83	то же самое	1	1
84	не в том	3	1
85	на вопрос что	1	1
86	не заметить что	1	1
87	нет ни одного	1	1
88	в то время	4	1
89	не говоря уже	1	1
90	он говорит и	1	1
91	в свою очередь	1	1
92	вопрос о том	1	1
93	в статье о	1	1
94	в каждой из	1	1
95	той или иной	1	1
96	когда он работал	1	1
97	или иной мере	1	1
98	этой области не	1	1
99	а как бы	1	1
100	в том смысле	2	1
101	что все они	1	1
102	это не является	1	1
103	в стихах и	1	1
104	дело не в	1	1
105	только тогда когда	2	1
