N	3gram	Voloshinov_1	VLabPisa
1	в этом отношении	1	13
2	с другой стороны	2	8
3	не может быть	4	8
4	по отношению к	3	7
5	более или менее	1	6
6	в зависимости от	2	5
7	то же время	1	5
8	в конечном счете	1	5
9	в то же	1	5
10	не было бы	1	4
11	в связи с	1	4
12	равно как и	1	4
13	в том что	2	4
14	в значительной мере	1	3
15	хотя бы в	1	3
16	к тому что	1	3
17	в другом месте	1	2
18	в чем же	1	2
19	чуть ли не	1	2
20	подобно тому как	1	2
21	только то что	1	2
22	можно было бы	1	2
23	и не может	1	2
24	с одной стороны	2	2
25	этой точки зрения	1	2
26	прежде всего не	1	2
27	в каждом отдельном	1	2
28	для того чтобы	1	2
29	с его точки	1	1
30	нет и не	1	1
31	идти только о	1	1
32	иметь в виду	1	1
33	об этом говорит	1	1
34	в самом деле	2	1
35	по мере возможности	1	1
36	и в каждой	1	1
37	между собою и	1	1
38	как это обычно	1	1
39	его точки зрения	1	1
40	с этой точки	1	1
41	художественного произведения и	1	1
42	в процессе творчества	1	1
43	он и не	1	1
44	то что в	1	1
45	следует иметь в	1	1
46	может идти только	1	1
47	может быть и	1	1
48	чем иным как	2	1
49	является не чем	1	1
50	то или иное	1	1
51	одно и то	3	1
52	ту или иную	1	1
53	мышления в его	1	1
54	мы полагаем что	1	1
55	и сводится к	1	1
56	словесного материала в	1	1
57	не чем иным	2	1
58	в данном случае	2	1
59	далеко не всегда	1	1
60	но в то	1	1
61	речь может идти	1	1
62	материала в зависимости	1	1
63	то же самое	1	1
64	и то же	2	1
65	так же как	1	1
66	и в их	1	1
67	все то что	1	1
68	того или иного	2	1
69	стадиях своего развития	1	1
70	и вместе с	1	1
71	быть и речи	1	1
72	та или иная	1	1
73	и никогда не	1	1
74	те или иные	1	1
75	ничего общего с	2	1
76	есть одно и	1	1
77	богаче и сложнее	1	1
