N	2gram	Berdyaev_O_1	FransuaR
1	и в	19	40
2	и его	4	17
3	прежде всего	9	16
4	в этом	12	15
5	не только	11	13
6	в его	7	13
7	и не	13	13
8	вовсе не	1	12
9	что в	4	12
10	как и	6	11
11	но и	13	11
12	в сущности	1	9
13	он не	7	9
14	в них	1	9
15	может быть	11	9
16	и все	10	9
17	и до	1	8
18	и на	2	8
19	отношение к	5	8
20	все эти	4	8
21	и с	2	8
22	в эпоху	1	8
23	в том	5	8
24	у него	22	8
25	но в	2	8
26	в своем	2	7
27	он и	1	7
28	в виду	1	7
29	в одном	1	7
30	в самом	5	6
31	в этих	3	6
32	связь с	1	6
33	и других	1	6
34	до конца	7	6
35	он говорит	1	6
36	в своей	2	6
37	к этому	2	6
38	в нем	10	5
39	со всеми	1	5
40	и для	2	5
41	для него	5	5
42	то что	5	5
43	не было	9	5
44	а не	11	5
45	в своих	3	5
46	смысле слова	1	4
47	также и	1	4
48	жизни и	1	4
49	из всех	1	4
50	в ней	1	4
51	в истории	2	4
52	в мире	1	4
53	было бы	3	4
54	том что	2	4
55	страха и	1	4
56	того чтобы	4	4
57	у нас	1	4
58	о том	3	4
59	и о	2	4
60	особенно в	1	4
61	и здесь	1	4
62	один из	1	4
63	из них	1	4
64	так как	2	4
65	и даже	1	4
66	и потому	2	4
67	все это	6	4
68	видно что	1	4
69	еще более	1	4
70	самом деле	1	3
71	на самом	1	3
72	и есть	3	3
73	поэтому он	1	3
74	он был	8	3
75	с его	4	3
76	в этой	5	3
77	и как	1	3
78	и к	2	3
79	в себе	3	3
80	одна из	1	3
81	во всем	1	3
82	и мысли	4	3
83	о нем	1	3
84	начиная с	1	3
85	и самое	1	3
86	в ее	2	3
87	можно было	1	3
88	если бы	1	3
89	в другом	2	3
90	нуждается в	1	3
91	что и	2	3
92	еще не	3	3
93	так и	2	3
94	же и	1	3
95	одно из	2	3
96	не так	1	3
97	в конце	1	3
98	тем что	2	3
99	в других	2	3
100	для того	3	3
101	связан с	1	3
102	и прежде	1	3
103	сказать что	2	3
104	в частности	1	3
105	не может	4	3
106	ко всем	2	3
107	как в	1	3
108	как бы	3	3
109	и от	3	3
110	но это	1	3
111	а в	5	3
112	к этой	2	3
113	в обычном	1	2
114	например в	1	2
115	связана с	1	2
116	тем же	1	2
117	из самых	1	2
118	мы не	1	2
119	хотя бы	3	2
120	и был	1	2
121	но не	1	2
122	думать что	1	2
123	что он	3	2
124	все же	2	2
125	в этот	2	2
126	в которой	2	2
127	он в	2	2
128	говорят о	1	2
129	в корне	1	2
130	и вот	3	2
131	лишь в	7	2
132	характер и	1	2
133	в котором	1	2
134	одном из	1	2
135	но он	7	2
136	что было	1	2
137	и очень	2	2
138	дело в	1	2
139	этом отношении	1	2
140	был еще	2	2
141	они и	1	2
142	и это	1	2
143	момент в	2	2
144	и сам	1	2
145	по сравнению	1	2
146	в разных	1	2
147	с того	1	2
148	это не	3	2
149	говорит он	1	2
150	к нему	3	2
151	который в	1	2
152	и ее	3	2
153	в эти	1	2
154	уже в	2	2
155	него и	4	2
156	в форме	1	2
157	даже и	2	2
158	одном месте	1	2
159	что для	2	2
160	о чем	1	2
161	сравнению с	1	2
162	это есть	1	2
163	образ и	1	2
