N	2gram	Propp_Morf_1	KulturaY
1	и т	41	39
2	потому что	3	25
3	и в	13	23
4	т е	21	22
5	не только	4	20
6	в том	6	19
7	в этом	14	18
8	и не	12	16
9	было бы	3	15
10	так как	16	15
11	может быть	52	15
12	ни к	2	15
13	т д	39	14
14	точки зрения	2	14
15	все эти	2	12
16	если бы	2	12
17	у нас	2	12
18	но в	2	11
19	том что	4	11
20	того чтобы	3	11
21	в области	1	11
22	русском языке	1	10
23	а не	11	10
24	что в	8	10
25	самом деле	4	9
26	вопрос о	7	9
27	в сущности	3	9
28	хотя бы	4	9
29	то что	8	9
30	можно было	2	9
31	вовсе не	4	9
32	для того	2	9
33	не может	14	9
34	с точки	2	8
35	не в	3	8
36	иными словами	1	8
37	и что	2	8
38	в качестве	5	8
39	уже не	2	8
40	прежде всего	9	8
41	с другой	8	8
42	и пр	37	8
43	что это	1	7
44	все же	7	7
45	в нашем	3	7
46	в силу	1	7
47	и с	1	7
48	не менее	5	7
49	но и	4	7
50	с помощью	1	7
51	другой стороны	4	7
52	то же	7	6
53	и на	1	6
54	но не	4	6
55	в этой	2	6
56	это не	6	6
57	тем не	5	6
58	ту же	2	6
59	между тем	5	6
60	этот вопрос	2	6
61	вопроса о	1	6
62	что не	1	6
63	что мы	2	6
64	и то	1	5
65	также и	4	5
66	мы имеем	9	5
67	еще не	3	5
68	целый ряд	3	5
69	должна быть	1	5
70	по существу	12	5
71	и вот	1	5
72	об этом	4	5
73	и тем	2	5
74	несмотря на	4	5
75	и здесь	5	5
76	не могут	4	5
77	ясно что	5	5
78	приводит к	2	5
79	в его	1	5
80	один из	5	5
81	что он	4	5
82	только в	2	5
83	всяком случае	2	5
84	там где	5	5
85	как это	3	5
86	что же	2	5
87	таким образом	21	5
88	во всяком	2	5
89	вряд ли	2	4
90	говорить о	3	4
91	в данном	1	4
92	со стороны	3	4
93	перед нами	10	4
94	хотя и	3	4
95	если мы	5	4
96	на то	2	4
97	так и	6	4
98	но все	3	4
99	должно быть	1	4
100	можно ли	1	4
101	в то	3	4
102	не имеет	2	4
103	ничего не	4	4
104	к тому	4	4
105	в пределах	3	4
106	от того	3	4
107	или в	4	4
108	могут быть	16	4
109	можно сказать	2	4
110	для нас	2	4
111	в нашей	1	4
112	ни в	1	4
113	в них	1	4
114	в особенности	1	4
115	в каком	2	4
116	в связи	9	4
117	как бы	3	4
118	в результате	7	4
119	сказать что	2	4
120	к этому	3	4
121	так же	3	4
122	это и	2	3
123	как не	1	3
124	не все	6	3
125	или иное	1	3
126	как в	3	3
127	данный момент	1	3
128	с этим	11	3
129	главным образом	4	3
130	он не	3	3
131	ни были	1	3
132	и по	2	3
133	на этом	3	3
134	что она	2	3
135	еще одно	1	3
136	о которых	1	3
137	этого не	2	3
138	чем в	1	3
139	нисколько не	1	3
140	что такое	3	3
141	то для	1	3
142	в таких	2	3
143	слова не	1	3
144	и его	1	3
145	связи с	10	3
146	как мы	6	3
147	в виду	1	3
148	здесь не	2	3
149	а в	7	3
150	те же	1	3
151	а также	4	3
152	что и	7	3
153	в форме	6	3
154	того что	3	3
155	же в	2	3
156	у него	1	3
157	как раз	1	3
158	тем что	4	3
159	такие случаи	2	3
160	из которых	3	3
161	следует еще	1	3
162	но для	2	3
163	этом отношении	1	3
164	но это	6	3
165	не знает	1	3
166	совершенно не	1	3
167	это так	2	3
168	к этой	1	3
169	точно так	1	3
170	смысле слова	4	2
171	на самом	4	2
172	тех же	4	2
173	и есть	2	2
174	можно говорить	1	2
175	и до	1	2
176	почти всегда	1	2
177	свое место	1	2
178	но вот	2	2
179	во вторых	1	2
180	мы будем	3	2
181	что за	1	2
182	ответ на	1	2
183	отличие от	1	2
184	что они	2	2
185	дает нам	1	2
186	не хватает	3	2
187	что касается	1	2
188	и где	1	2
189	могли бы	1	2
190	этой цели	1	2
191	и у	1	2
192	интересно что	1	2
193	общие основания	1	2
194	при этом	1	2
195	для данной	1	2
196	состоит в	2	2
197	лишь с	2	2
198	здесь мы	3	2
199	могла бы	4	2
200	связанные с	1	2
201	в другом	2	2
202	том случае	1	2
203	на все	1	2
204	того или	1	2
205	данном случае	1	2
206	только о	1	2
207	о характере	2	2
208	это положение	2	2
209	с тем	2	2
210	как и	3	2
211	не всегда	9	2
212	а если	4	2
213	бы на	1	2
214	в своей	1	2
215	в которых	2	2
216	нельзя было	2	2
217	для данного	1	2
218	и более	1	2
219	не должно	1	2
220	только для	1	2
221	стоит в	1	2
222	таких случаях	2	2
223	что эта	2	2
224	она не	2	2
225	мало того	1	2
226	это дает	1	2
227	дело не	2	2
228	того как	2	2
229	но здесь	1	2
230	под этим	1	2
231	и далее	1	2
232	очень часто	6	2
233	должны быть	1	2
234	оно не	2	2
235	утверждать что	3	2
236	поставить вопрос	2	2
237	иметь в	1	2
238	в плоскости	1	2
239	когда в	1	2
240	после того	1	2
241	к нему	3	2
242	приемов и	1	2
243	а именно	1	2
244	тех пор	1	2
245	но так	1	2
246	с ними	1	2
247	или же	6	2
248	с одной	1	2
249	за этим	1	2
250	большинстве случаев	3	2
251	носит характер	1	2
252	и даже	1	2
253	сюда же	3	2
254	еще и	1	2
255	но есть	3	2
256	а на	3	2
257	мы скажем	1	2
258	на этот	1	2
259	не на	2	2
260	однако и	1	2
261	для этой	3	2
262	так называемых	2	2
263	но оно	2	2
264	в частности	2	2
265	в иных	4	2
266	так мы	1	2
267	о возможности	1	2
268	в той	1	2
269	здесь следует	1	2
270	как будто	2	2
271	быть не	1	2
272	с этой	1	2
273	этом случае	8	2
274	между прочим	1	2
275	могут рассматриваться	1	2
276	является ли	1	2
277	и для	2	2
278	о котором	1	2
279	то не	1	2
280	и все	1	2
281	не более	1	2
282	теряет свою	1	2
283	мы должны	3	2
284	все они	1	2
285	в свое	2	2
286	это определение	1	2
287	случае если	1	2
288	такое требование	1	1
289	утверждение что	1	1
290	получает в	1	1
291	на пример	1	1
292	он может	2	1
293	как такового	1	1
294	за которым	2	1
295	показать что	4	1
296	он требует	2	1
297	противном случае	1	1
298	ведь и	1	1
299	на западе	1	1
300	по его	1	1
301	встречается и	3	1
302	ссылкой на	1	1
303	мы не	8	1
304	на первом	1	1
305	но никто	1	1
306	водовоз и	1	1
307	большую роль	1	1
308	на эти	1	1
309	о помощи	2	1
310	есть нечто	3	1
311	время как	3	1
312	как во	1	1
313	очень простой	1	1
314	вместо того	1	1
315	один пример	1	1
316	с большим	1	1
317	следовательно в	1	1
318	большей частью	4	1
319	мог бы	1	1
320	принадлежит и	1	1
321	он был	1	1
322	бы то	3	1
323	с его	2	1
324	как таковая	2	1
325	то мы	4	1
326	одна за	1	1
327	предположить что	1	1
328	иных случаях	2	1
329	но как	2	1
330	дело обстоит	1	1
331	далее можно	1	1
332	явлений и	1	1
333	по отношению	4	1
334	совершенно ясно	1	1
335	более как	1	1
336	какие же	1	1
337	что так	1	1
338	говорилось выше	1	1
339	не представляет	1	1
340	так что	1	1
341	имеют целью	1	1
342	в рамках	1	1
343	независимо от	3	1
344	что именно	1	1
345	вот как	1	1
346	что действительно	2	1
347	до его	1	1
348	помнить что	1	1
349	в противном	1	1
350	кроме того	1	1
351	пр с	1	1
352	на анализе	1	1
353	считать вообще	1	1
354	и как	5	1
355	дает себя	1	1
356	говорит что	1	1
357	в круг	1	1
358	по пути	1	1
359	от вопроса	1	1
360	и к	4	1
361	помощью этого	1	1
362	образом они	1	1
363	чем задача	1	1
364	мы определяем	2	1
365	то в	3	1
366	время я	1	1
367	не приходится	1	1
368	в которой	3	1
369	привести к	1	1
370	мы получаем	2	1
371	в целом	3	1
372	сказать о	2	1
373	за это	1	1
374	из этих	1	1
375	во многих	1	1
376	ни одна	4	1
377	идут в	1	1
378	выше было	1	1
379	нами в	2	1
380	бы только	1	1
381	в себе	1	1
382	но он	1	1
383	другом случае	1	1
384	в лес	7	1
385	но ведь	1	1
386	пример дает	1	1
387	самая постановка	1	1
388	мы можем	2	1
389	не значит	2	1
390	д это	1	1
391	он должен	2	1
392	он пользуется	1	1
393	отца а	1	1
394	вообще не	1	1
395	предложения и	1	1
396	прежде чем	3	1
397	так например	3	1
398	это один	1	1
399	или иных	1	1
400	котором говорит	1	1
