N	3gram	Losev_Dial_1	Tragedij
1	то же время	4	5
2	в то же	4	5
3	точно так же	2	2
4	и в частности	2	2
5	но в то	1	2
6	о том что	2	2
7	но все же	1	2
8	в том что	7	2
9	а между тем	1	1
10	что это значит?	1	1
11	что нужно для	1	1
12	все это происходит	1	1
13	сам по себе	6	1
14	что он не	2	1
15	и цветов и	1	1
16	и т п	2	1
17	все это мы	1	1
18	что все это	1	1
19	никогда не был	1	1
20	отношение к нему	1	1
21	а стало быть	1	1
22	чем он сам	1	1
23	еще ничего не	1	1
24	во всяком случае	2	1
25	в конце концов	3	1
26	в своем известном	1	1
27	в чем же	1	1
28	и должно быть	1	1
29	и в этом	3	1
30	по сравнению с	2	1
31	тем не менее	1	1
32	прежде всего необходимо	2	1
33	бы и не	1	1
34	в связи с	1	1
35	то что он	1	1
36	на деле же	2	1
37	не может быть	3	1
38	тому что оно	1	1
39	это мы видим	1	1
40	но в конце	1	1
41	отнюдь не является	1	1
42	это и есть	2	1
43	с самого начала	1	1
44	ничего подобного нет	1	1
45	несмотря на всю	4	1
46	в самом деле	1	1
47	к тому что	2	1
48	сам говорит что	1	1
49	на всю ее	1	1
50	подобного нет в	1	1
