N	3gram	Tiupa_Narr_2	TeoriaLi
1	по отношению к	5	8
2	в отличие от	5	7
3	я в мире	2	7
4	присутствия я в	2	6
5	в том что	8	6
6	то же время	3	6
7	в то же	3	6
8	в данном случае	6	5
9	не сводится к	6	5
10	того или иного	3	5
11	состоит в том	4	4
12	более или менее	1	4
13	в конечном счете	3	4
14	в своем составе	1	3
15	тем не менее	4	3
16	можно сказать что	3	3
17	той или иной	3	3
18	в этом смысле	1	3
19	по своей природе	2	2
20	и того же	1	2
21	в данный момент	1	2
22	всех без исключения	1	2
23	мы имеем дело	2	2
24	в соответствии с	3	2
25	причастной вненаходимости бахтин	1	2
26	не следует смешивать	1	2
27	следует смешивать с	1	2
28	с точки зрения	2	2
29	в структуре текста	1	2
30	в противном случае	1	2
31	тогда как в	2	2
32	не могло быть	1	2
33	в рамках которого	1	2
34	с одной стороны	5	2
35	в равной степени	2	2
36	мастера и маргариты	1	2
37	а с другой	1	2
38	так или иначе	1	2
39	и тем самым	2	2
40	не только не	2	2
41	имеет в своем	1	2
42	в этой системе	1	2
43	в тарасе бульбе	1	2
44	одного и того	1	2
45	не может быть	2	2
46	примет в осмысленном	1	1
47	таким образом что	1	1
48	себя в другом	1	1
49	раз в том	1	1
50	а между тем	1	1
51	только раскрывают содержание	1	1
52	раскрывают содержание судьбы	1	1
53	в е годы	1	1
54	в той или	1	1
55	как уже говорилось	2	1
56	отделен от своей	1	1
57	и рецептивного сознаний	1	1
58	этой точки зрения	1	1
59	пребывания в мире	2	1
60	имеет место в	1	1
61	подобно тому как	2	1
62	судьба выражает внеличную	1	1
63	а не все	1	1
64	никак не может	1	1
65	уже говорилось выше	2	1
66	войны и мира	4	1
67	как это делает	1	1
68	в осмысленном и	1	1
69	начала и конца	1	1
70	не проходит бесследно	1	1
71	в таком случае	1	1
72	и в то	1	1
73	креативного и рецептивного	1	1
74	текста так и	1	1
75	современных гуманитарных науках	1	1
76	не входит в	1	1
77	слияние пространственных и	1	1
78	и многих других	1	1
79	внеличную сторону индивида	1	1
80	знания убеждения мнения	1	1
81	точно так же	2	1
82	и здесь мы	1	1
83	во всей его	1	1
84	в основе своей	1	1
85	специфически человеческий способ	1	1
86	участников коммуникативного события	1	1
87	или иного рода	1	1
88	и временных примет	1	1
89	наличии у него	1	1
90	и конкретном целом	1	1
91	никогда не бывает	1	1
92	как раз в	1	1
93	едва ли не	1	1
94	осмысленном и конкретном	1	1
95	единственный в тексте	1	1
96	сторону индивида и	1	1
97	героя тогда как	1	1
98	здесь мы имеем	1	1
99	индивида и его	1	1
100	если говорить о	1	1
101	своей судьбы они	1	1
102	его поступки только	1	1
103	представляет собой некий	2	1
104	в известном смысле	3	1
105	коммуникативного события в	1	1
106	по большей части	3	1
107	может и должен	1	1
108	автора и читателя	1	1
109	в евгении онегине	1	1
110	имеем дело с	2	1
111	дамы с собачкой	7	1
112	как субъекта самоопределения	2	1
113	не только к	1	1
114	несут в себе	1	1
115	в связи с	1	1
116	несет в себе	1	1
117	не субъективно оно	1	1
118	не отделен от	1	1
119	имеет место слияние	1	1
120	место слияние пространственных	1	1
121	поступки только раскрывают	1	1
122	как бы в	2	1
123	так же как	2	1
124	вследствие того что	1	1
125	судьбы они едины	1	1
126	проявляет себя в	1	1
127	в то время	1	1
128	а в том	2	1
129	картина мира это	1	1
130	от своей судьбы	1	1
131	оказывается всего лишь	1	1
132	тогда как внутренняя	1	1
133	с этой точки	1	1
134	и его поступки	1	1
135	более того личность	1	1
136	выражает внеличную сторону	1	1
137	пространственных и временных	1	1
138	мира представляет собой	1	1
139	временных примет в	1	1
140	картина мира и	1	1
141	о том что	4	1
142	можно сказать не	1	1
143	я в качестве	1	1
144	в себе самом	2	1
145	поименованное в тексте	1	1
146	человеческий способ существования	1	1
147	собственно говоря и	1	1
148	не все что	1	1
149	в реальной действительности	1	1
150	в этом тексте	1	1
151	по сути дела	1	1
152	мере в какой	2	1
153	в современных гуманитарных	1	1
154	в большинстве случаев	1	1
155	едины судьба выражает	1	1
156	но иного рода	1	1
157	в силу своей	1	1
158	возможна только в	1	1
159	данном случае это	1	1
160	той мере в	2	1
161	в той мере	2	1
162	в этом втором	1	1
163	для того чтобы	1	1
164	говорящих и слушающих	1	1
165	по своему происхождению	1	1
166	к тому же	4	1
167	они едины судьба	1	1
