N	3gram	Trubetskoy_1	Problema
1	о том что	2	9
2	с точки зрения	9	8
3	в том что	7	8
4	в связи с	1	7
5	в конце концов	3	6
6	тем не менее	1	5
7	по крайней мере	1	4
8	в настоящее время	2	3
9	и то что	3	3
10	точно так же	2	3
11	вместе с тем	3	3
12	и в частности	1	3
13	дело в том	1	2
14	по отношению к	1	2
15	но даже и	1	2
16	в том числе	1	2
17	не освободится от	1	2
18	до сих пор	5	2
19	также и то	1	2
20	бы то ни	4	2
21	в значительной мере	2	2
22	то и другое	1	2
23	в данном случае	3	2
24	не может быть	4	2
25	потому что они	1	2
26	во всяком случае	6	2
27	но все же	1	2
28	духом любви и	1	2
29	на то что	4	2
30	тех или иных	1	2
31	для того чтобы	6	2
32	даже тогда когда	1	1
33	зависит от того	1	1
34	во что бы	3	1
35	на самом деле	6	1
36	в самом деле	1	1
37	во всем мире	1	1
38	точки зрения в	1	1
39	важно то что	1	1
40	но для нас	1	1
41	человеческого разума и	1	1
42	творчества таким образом	1	1
43	и то и	1	1
44	о том чтобы	2	1
45	в этом отношении	1	1
46	том числе и	1	1
47	можно было бы	3	1
48	и дать ему	1	1
49	на точке зрения	1	1
50	несмотря на то	1	1
51	или в силу	1	1
52	своей борьбе с	1	1
53	говорить не о	1	1
54	что бы то	3	1
55	но в то	1	1
56	то ни было	1	1
57	на первый взгляд	1	1
58	тот факт что	2	1
59	уверен в том	1	1
60	состоит в том	1	1
61	то ни стало	3	1
62	и должно было	1	1
63	те или другие	1	1
64	и в этом	1	1
65	в союзе с	1	1
66	своей жизни в	1	1
67	и как бы	1	1
68	указывает на то	1	1
69	таким же образом	2	1
70	того чтобы освободиться	1	1
71	и в том	2	1
72	в самом себе	2	1
73	с ним в	1	1
74	и за то	1	1
75	в своей борьбе	1	1
76	и таким образом	1	1
77	и если в	3	1
78	то же время	10	1
79	от того что	1	1
80	и вместе с	2	1
81	это и есть	1	1
82	с богом а	1	1
83	мы прежде всего	1	1
84	с самого начала	1	1
85	вопрос о том	1	1
86	той или иной	3	1
87	в большинстве случаев	2	1
88	в то же	10	1
89	в результате этого	1	1
90	сама по себе	2	1
91	и все же	1	1
92	к тому же	1	1
