N	2gram	Vinokur_Ku_1	Problema
1	то что	9	42
2	вовсе не	10	35
3	и в	24	32
4	и не	12	31
5	не есть	4	29
6	не просто	5	23
7	в этом	14	19
8	не менее	7	19
9	тем не	4	18
10	не только	10	17
11	потому что	23	16
12	в себе	3	15
13	по себе	2	15
14	а не	8	15
15	но в	2	14
16	у нас	10	14
17	указывает на	1	14
18	может быть	13	14
19	как бы	7	14
20	что мы	1	13
21	в нем	4	13
22	и тем	2	13
23	как раз	8	13
24	сказать что	1	13
25	том что	21	12
26	что в	17	12
27	так и	7	12
28	а именно	2	12
29	и т	33	11
30	также и	2	11
31	есть нечто	1	11
32	так как	9	11
33	о том	9	11
34	и даже	3	11
35	если мы	2	11
36	ничего общего	1	11
37	то же	8	10
38	отнюдь не	1	10
39	в этой	3	10
40	т д	14	10
41	об этом	1	10
42	ничего не	2	10
43	прежде всего	9	10
44	нет ничего	1	10
45	еще не	5	9
46	но не	5	9
47	раз и	1	9
48	того чтобы	17	9
49	и что	5	9
50	но и	6	9
51	по своему	1	9
52	в данном	4	9
53	это есть	2	9
54	что же	6	9
55	в том	30	9
56	так же	4	9
57	в таком	3	9
58	и на	4	8
59	общего с	1	8
60	все эти	6	8
61	на то	4	8
62	для того	16	8
63	было бы	15	8
64	в своей	2	8
65	когда мы	2	8
66	есть только	1	8
67	даже и	3	8
68	не может	7	8
69	но это	1	8
70	смысле слова	1	7
71	во всех	1	7
72	всех этих	1	7
73	ни в	2	7
74	в них	7	7
75	между собою	2	7
76	и является	4	7
77	как мы	1	7
78	здесь не	3	7
79	никогда не	2	7
80	того что	9	7
81	что он	6	7
82	только в	11	7
83	тем что	8	7
84	все это	6	7
85	и все	2	7
86	во всяком	5	7
87	и то	3	6
88	самом деле	9	6
89	на самом	2	6
90	и есть	2	6
91	есть не	1	6
92	говорить о	1	6
93	но как	1	6
94	и как	2	6
95	в самом	10	6
96	и если	3	6
97	при этом	6	6
98	его в	1	6
99	это не	7	6
100	что такое	6	6
101	в то	2	6
102	таким образом	12	6
103	в виду	5	6
104	разного рода	1	6
105	и здесь	3	6
106	в его	12	6
107	этом смысле	3	6
108	так что	4	6
109	то и	2	6
110	в конце	1	6
111	о чем	2	6
112	как это	3	6
113	хотя и	3	6
114	всегда есть	1	6
115	совершенно не	1	6
116	не имеют	3	5
117	действительности и	1	5
118	а только	8	5
119	она есть	1	5
120	в своем	3	5
121	перед нами	1	5
122	что она	3	5
123	но уже	5	5
124	все равно	2	5
125	далеко не	1	5
126	с тем	5	5
127	в котором	3	5
128	некоторого рода	1	5
129	можно ли	2	5
130	связи с	7	5
131	в сознании	1	5
132	той или	1	5
133	можно сказать	3	5
134	для нас	2	5
135	есть в	4	5
136	в других	1	5
137	или иной	3	5
138	еще и	5	5
139	не является	2	5
140	тем более	2	5
141	в их	3	4
142	мы и	1	4
143	этого термина	2	4
144	совсем не	1	4
145	с которыми	1	4
146	в истории	3	4
147	и вовсе	5	4
148	как в	4	4
149	как он	1	4
150	он есть	3	4
151	не в	11	4
152	тому что	3	4
153	тем самым	4	4
154	и притом	1	4
155	иметь в	1	4
156	казалось бы	3	4
157	а в	5	4
158	точно так	1	4
159	здесь необходимо	1	4
160	только то	1	4
161	в дальнейшем	1	4
162	на том	3	4
163	не говоря	2	4
164	если бы	9	4
165	никак не	2	4
166	а также	1	4
167	и только	1	4
168	в литературе	1	4
169	один из	4	4
170	д и	2	4
171	литературе и	2	4
172	только на	1	4
173	мы можем	1	4
174	именно как	1	4
175	именно в	6	4
176	и пр	15	4
177	не было	3	4
178	в одно	1	4
179	если не	3	4
180	и для	2	4
181	в связи	3	4
182	или в	2	4
183	же в	4	4
184	только потому	6	3
185	не хочет	1	3
186	того же	4	3
187	не нужно	1	3
188	в чем	1	3
189	в ее	1	3
190	что они	4	3
191	которые не	1	3
192	с этим	4	3
193	помнить что	1	3
194	однако не	6	3
195	более или	3	3
196	в действительности	1	3
197	что это	5	3
198	мы получаем	1	3
199	учение о	4	3
200	но он	1	3
201	но ведь	2	3
202	в случае	1	3
203	да и	1	3
204	но именно	1	3
205	он не	2	3
206	и еще	2	3
207	но все	2	3
208	что все	2	3
209	же касается	4	3
210	в жизни	1	3
211	как и	2	3
212	и уже	1	3
213	несмотря на	3	3
214	на этот	2	3
215	нисколько не	3	3
216	смысл и	2	3
217	или менее	3	3
218	в этих	4	3
219	точки зрения	14	3
220	с точки	9	3
221	в которых	6	3
222	вовсе еще	1	3
223	и искусстве	1	3
224	дело в	1	3
225	того как	4	3
226	только не	1	3
227	в самой	4	3
228	прежде чем	1	3
229	тех или	1	3
230	и его	5	3
231	как будто	1	3
232	и делает	1	3
233	в каком	2	3
234	однако это	1	3
235	к тому	5	3
236	что оно	3	3
237	для себя	1	3
238	говорит и	1	3
239	можно было	6	3
240	ясно что	3	3
241	мы в	1	3
242	для этого	3	3
243	не на	4	3
244	только и	3	3
245	о нем	2	3
246	настоящее время	1	3
247	что его	2	3
248	и во	1	3
249	в теории	1	3
250	и следовательно	1	3
251	что здесь	1	3
252	будь то	1	3
253	мы увидим	3	3
254	очень много	2	3
255	же и	2	3
256	уже не	8	3
257	уже в	3	3
258	свидетельствует о	2	3
259	из них	4	3
260	говорит о	1	3
261	всяком случае	5	3
262	сами по	1	3
263	уже и	3	3
264	до сих	4	3
265	с другой	7	3
266	здесь в	1	3
267	как же	1	3
268	оно не	3	3
269	что не	5	3
270	обратить внимание	2	3
271	однако и	1	3
