N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	40
2	то есть	1	18
3	прежде всего	2	16
4	в этом	4	15
5	не только	2	13
6	в его	4	13
7	и не	20	13
8	вовсе не	1	12
9	что в	3	12
10	как и	4	11
11	но и	5	11
12	как мы	1	10
13	в них	3	9
14	может быть	1	9
15	и все	4	9
16	и до	1	8
17	и на	1	8
18	отношение к	1	8
19	все эти	3	8
20	и с	1	8
21	в том	3	8
22	у него	1	8
23	но в	3	8
24	то же	1	7
25	в своем	1	7
26	в виду	1	7
27	в одном	1	7
28	в духе	2	7
29	во всех	3	6
30	в самом	1	6
31	в этих	3	6
32	в образах	1	6
33	связь с	1	6
34	он говорит	1	6
35	в своей	3	6
36	к этому	1	6
37	в нем	4	5
38	и для	3	5
39	мы видим	1	5
40	для него	2	5
41	то что	9	5
42	не было	3	5
43	а не	7	5
44	в своих	1	5
45	жизни и	3	4
46	в ней	4	4
47	в истории	8	4
48	мы слышим	2	4
49	в мире	5	4
50	ни в	3	4
51	том что	2	4
52	в их	1	4
53	того чтобы	2	4
54	у нас	1	4
55	роль в	1	4
56	и во	2	4
57	один из	2	4
58	так как	9	4
59	и потому	7	4
60	все это	5	4
61	ни для	1	4
62	и есть	4	3
63	его связь	1	3
64	он был	1	3
65	с его	3	3
66	в этой	1	3
67	истины и	1	3
68	не понимает	1	3
69	их в	3	3
70	одна из	2	3
71	так много	2	3
72	во всем	1	3
73	но все	1	3
74	и самое	1	3
75	в ее	1	3
76	можно было	2	3
77	между тем	2	3
78	что и	3	3
79	еще не	8	3
80	только в	2	3
81	так и	4	3
82	же и	1	3
83	не так	2	3
84	в конце	3	3
85	тем что	2	3
86	для того	1	3
87	жизнь в	1	3
88	вместе с	1	3
89	ко всем	1	3
90	как в	1	3
91	как бы	5	3
92	и смерти	1	3
93	и от	1	3
94	но это	3	3
95	а в	2	3
96	они не	1	3
97	наших дней	1	2
98	мы не	2	2
99	хотя бы	3	2
100	не был	1	2
101	в последних	1	2
102	но не	2	2
103	это самое	1	2
104	что он	4	2
105	все же	1	2
106	его к	2	2
107	в которой	1	2
108	в целом	1	2
109	и если	1	2
110	не к	2	2
111	и вот	1	2
112	на этом	1	2
113	лишь в	3	2
114	в котором	4	2
115	жизни с	1	2
116	что было	2	2
117	этот мир	1	2
118	и очень	1	2
119	до того	2	2
120	они и	2	2
121	и это	2	2
122	и сам	2	2
123	по сравнению	1	2
124	в разных	1	2
125	с другой	1	2
126	того света	1	2
127	это не	2	2
128	их кажущаяся	1	2
129	к нему	1	2
130	и так	1	2
131	но как	1	2
132	и ее	1	2
133	конечно не	2	2
134	уже в	1	2
135	и они	3	2
