N	2gram	Tiupa_Teor_1	Myshleni
1	в том	16	33
2	том что	9	27
3	точки зрения	9	26
4	то что	3	20
5	в этом	8	19
6	с точки	3	18
7	того что	4	17
8	мышления и	2	16
9	не только	16	15
10	и в	18	15
11	речи и	2	15
12	таким образом	3	14
13	что в	9	14
14	того чтобы	1	12
15	и т.д	3	12
16	что он	1	12
17	в самом	4	11
18	в целом	3	10
19	было бы	1	10
20	для того	1	10
21	но и	9	10
22	в сущности	1	9
23	в своем	4	9
24	о том	1	9
25	связи с	1	9
26	может быть	17	9
27	не может	4	9
28	не является	4	9
29	заключается в	2	8
30	не в	7	8
31	никогда не	4	8
32	казалось бы	2	8
33	так и	10	8
34	если бы	3	8
35	и что	3	8
36	к действительности	3	8
37	на основе	2	7
38	он не	3	7
39	по себе	1	7
40	к тому	2	7
41	и т.п	4	7
42	тот же	1	7
43	с одной	2	7
44	потому что	3	7
45	одной стороны	2	7
46	как бы	5	7
47	и не	13	7
48	по отношению	4	6
49	в этой	3	6
50	и к	3	6
51	что это	1	6
52	отношение между	1	6
53	на то	1	6
54	как и	4	6
55	в отношении	3	6
56	как мы	1	6
57	в виду	5	6
58	но в	9	6
59	по своей	3	6
60	по этому	1	6
61	если мы	2	6
62	вовсе не	3	6
63	с другой	7	6
64	к которому	3	6
65	в частности	16	6
66	вместе с	2	6
67	как это	8	6
68	в связи	1	6
69	сказать что	3	6
70	на деле	2	5
71	то же	7	5
72	вопрос о	1	5
73	от внешней	1	5
74	говорит что	2	5
75	приводит к	5	5
76	внутренней речи	13	5
77	это не	2	5
78	во всей	1	5
79	можно было	1	5
80	и даже	2	5
81	и их	1	5
82	и др	1	5
83	с помощью	1	5
84	по существу	1	5
85	отношению к	4	5
86	все что	1	5
87	связана с	1	4
88	из того	1	4
89	что его	1	4
90	с его	5	4
91	из этих	3	4
92	конечном счете	6	4
93	независимо от	1	4
94	как в	5	4
95	могли бы	2	4
96	в которой	2	4
97	что все	1	4
98	в них	2	4
99	в своей	6	4
100	от его	1	4
101	значение для	1	4
102	их в	3	4
103	даже в	3	4
104	и его	8	4
105	на вопрос	1	4
106	в конечном	6	4
107	мы видим	1	4
108	так как	1	4
109	только в	6	4
110	который в	2	4
111	в качестве	24	4
112	для всех	1	4
113	как раз	2	4
114	а с	3	4
115	прежде всего	2	4
116	так же	2	4
117	все это	2	4
118	а в	13	4
119	по поводу	1	4
120	человека и	1	3
121	идет о	1	3
122	здесь и	1	3
123	и до	1	3
124	для которого	1	3
125	действительности и	1	3
126	мы имеем	7	3
127	и ее	3	3
128	что можно	3	3
129	что они	1	3
130	он в	1	3
131	все эти	2	3
132	но на	1	3
133	что она	2	3
134	при этом	12	3
135	состоит в	17	3
136	и по	2	3
137	свое имя	1	3
138	об этом	2	3
139	те же	1	3
140	лишь в	6	3
141	с другими	5	3
142	таким же	1	3
143	но эта	1	3
144	для этого	1	3
145	знаком и	1	3
146	вытекает из	1	3
147	в самой	2	3
148	в основе	3	3
149	с логической	1	3
150	числе и	1	3
151	для себя	1	3
152	и это	2	3
153	данном случае	5	3
154	в собственном	1	3
155	действия и	1	3
156	и сам	1	3
157	с собой	1	3
158	и только	1	3
159	тем более	1	3
160	значение в	1	3
161	одной из	2	3
162	но не	9	3
163	речь в	1	3
164	из них	1	3
165	для него	2	3
166	отличие от	6	3
167	со стороны	2	3
168	внешней речи	2	3
169	в отличие	6	3
170	что для	1	3
171	а не	9	3
172	и особенно	2	3
173	в данном	8	3
174	этого слова	3	3
175	о мире	1	3
176	открывает что	1	3
177	не существует	1	3
178	или в	3	3
179	в результате	1	3
180	из тех	2	3
181	того же	3	3
182	чем это	2	3
183	речи как	1	3
184	тем самым	4	3
185	том числе	2	3
186	они не	1	3
187	ту же	1	2
188	также и	1	2
189	же как	1	2
190	он показывает	1	2
191	или к	1	2
192	в присутствии	2	2
193	мышления но	1	2
194	отношений которые	1	2
195	той же	1	2
196	говорить о	3	2
197	принадлежит к	3	2
198	в их	2	2
199	нечто в	1	2
200	столь же	2	2
201	во всех	1	2
202	друг от	1	2
203	за пределы	2	2
204	сама по	1	2
205	еще один	1	2
206	отнюдь не	3	2
207	как говорит	3	2
208	каждая из	1	2
209	перед нами	2	2
210	целый ряд	1	2
211	как уже	1	2
212	и как	2	2
213	более или	2	2
214	в противоположность	2	2
215	к чему	2	2
216	представляет собой	9	2
217	в известном	1	2
218	раз в	1	2
219	с их	2	2
220	как основной	1	2
221	в себе	9	2
222	всей его	1	2
223	роли в	5	2
224	не следует	4	2
225	свою собственную	1	2
226	он должен	2	2
227	в силу	1	2
228	из виду	1	2
229	и более	1	2
230	подобно тому	1	2
231	в другом	3	2
232	этом смысле	2	2
233	свести к	1	2
234	ни в	2	2
235	должно быть	1	2
236	иначе говоря	4	2
237	или менее	2	2
238	в этих	3	2
239	с вещами	1	2
240	речи от	1	2
241	том же	1	2
242	в такой	1	2
243	необходимым условием	1	2
244	всякий раз	2	2
245	для данного	1	2
246	быть может	1	2
247	с которой	1	2
248	не могло	2	2
249	на язык	1	2
250	этих двух	2	2
251	иными словами	1	2
252	и теперь	1	2
253	что речь	1	2
254	языков в	1	2
255	не могут	2	2
256	могут быть	4	2
257	же самое	1	2
258	картину в	1	2
259	его с	1	2
260	той или	1	2
261	указывает на	1	2
262	говоря словами	3	2
263	должен быть	1	2
264	с ее	3	2
265	от друга	1	2
266	те два	1	2
267	в себя	3	2
268	не возникает	1	2
269	как у	1	2
270	можно сказать	3	2
271	а также	6	2
272	в его	6	2
273	что и	2	2
274	в другой	1	2
275	жизни он	1	2
276	о своих	1	2
277	полагая что	1	2
278	бы ни	1	2
279	и тем	3	2
280	теперь в	1	2
281	в одном	2	2
282	ту сторону	1	2
283	у него	1	2
284	случае не	2	2
285	тем что	1	2
286	или иной	4	2
287	между которыми	1	2
288	именно в	3	2
289	с ней	1	2
290	с речью	1	2
291	и составляет	3	2
292	по ту	1	2
293	понятие о	2	2
294	нет никаких	1	2
295	человека к	3	2
296	для обозначения	1	2
297	тому как	1	2
298	остается в	1	2
299	в первой	5	2
300	на которой	1	2
301	своей жизни	2	2
302	возникает в	1	2
303	но с	1	2
304	в более	1	2
305	и для	2	2
306	однако и	1	2
307	мира и	1	2
308	не представляет	1	2
309	бы они	1	2
310	по пути	3	2
311	отдает себе	1	2
312	к его	2	2
313	ее в	2	2
314	видим в	2	2
315	я и	2	1
316	говоря о	3	1
317	неотделима от	1	1
318	книги в	1	1
319	но чтобы	2	1
320	связи между	1	1
321	активности как	1	1
322	имеет в	2	1
323	по преимуществу	4	1
324	тот или	2	1
325	со своей	3	1
326	есть не	1	1
327	на первый	1	1
328	речевой деятельности	1	1
329	на первом	1	1
330	не во	1	1
331	и о	4	1
332	единство и	1	1
333	сути дела	1	1
334	как другая	1	1
335	целое или	1	1
336	я не	2	1
337	этого термина	1	1
338	личности с	1	1
339	вещами или	1	1
340	если говорить	1	1
341	оказывается как	1	1
342	что две	1	1
343	и то	2	1
344	структура его	1	1
345	и на	1	1
346	между собой	3	1
347	здесь не	1	1
348	когда же	1	1
349	бы то	1	1
350	в чем	1	1
351	а после	1	1
352	как правило	4	1
353	одним словом	1	1
354	звуковыми сигналами	1	1
355	в ее	5	1
356	ее к	1	1
357	коем случае	2	1
358	но как	1	1
359	не входит	1	1
360	а и	4	1
361	более чем	1	1
362	в той	2	1
363	данный момент	2	1
364	данного типа	1	1
365	можно предположить	1	1
366	сознания в	1	1
367	и свою	1	1
368	можно в	1	1
369	с той	1	1
370	еще на	1	1
371	и идет	1	1
372	охарактеризовать как	1	1
373	в нашем	4	1
374	он состоит	1	1
375	что автор	1	1
376	говорит не	1	1
377	имеем в	3	1
378	на стадии	1	1
379	не приводит	1	1
380	в наших	1	1
381	с чем	1	1
382	в нем	4	1
383	время и	1	1
384	что представляет	1	1
385	в реальной	1	1
386	стороны а	1	1
387	еще а	1	1
388	и вот	3	1
389	на этом	1	1
390	когда на	1	1
391	но дело	1	1
392	говорит следующее	1	1
393	случае если	1	1
394	одно и	1	1
395	и заключается	1	1
396	и обладает	1	1
397	то ни	1	1
398	могла бы	2	1
399	а затем	1	1
400	проблем и	1	1
401	его в	2	1
402	входит в	1	1
403	того или	3	1
404	его личности	1	1
405	и логические	1	1
406	с самим	1	1
407	по мысли	1	1
408	должен был	1	1
409	в жизни	2	1
410	что сама	2	1
411	основания для	1	1
412	нет в	1	1
413	рядом с	1	1
414	сделать для	1	1
415	как об	1	1
416	что не	1	1
417	зрения или	1	1
418	с тем	1	1
419	всю жизнь	1	1
420	нигде не	1	1
421	этом в	1	1
422	автора и	1	1
423	обратимся к	1	1
424	с я	1	1
425	являются наиболее	1	1
426	в ходе	4	1
427	место в	5	1
428	на каждом	1	1
429	и доказать	1	1
430	действительность в	1	1
431	из своих	1	1
432	факторов в	1	1
433	которые в	1	1
434	друг другу	1	1
435	ни было	1	1
436	однако в	7	1
437	и наоборот	1	1
438	бы быть	1	1
439	что говоря	1	1
440	зрения и	2	1
441	случае мы	1	1
442	и вся	1	1
443	тому что	2	1
444	она по	1	1
445	то с	1	1
446	таких случаях	2	1
447	и внешней	3	1
448	в таких	1	1
449	мире в	1	1
450	дело не	2	1
451	и притом	2	1
452	не по	1	1
453	ситуаций или	1	1
454	в уме	1	1
455	иметь в	1	1
456	все без	1	1
457	а тот	1	1
458	из других	1	1
459	только не	2	1
460	в коем	2	1
461	эта сторона	1	1
462	только и	1	1
463	слова как	3	1
464	возникает на	1	1
465	стола и	1	1
466	своей природе	2	1
467	не говорит	1	1
468	о чем-то	1	1
469	речи по	1	1
470	в области	4	1
471	без исключения	4	1
472	в тени	1	1
473	перед ним	1	1
474	у нас	2	1
475	личности в	3	1
476	в момент	2	1
477	разрыв между	1	1
478	которое в	1	1
479	знака и	1	1
480	предметов в	1	1
481	отличается от	2	1
482	мы по	2	1
483	я но	1	1
484	всего что	1	1
485	но два	1	1
486	слова с	1	1
487	оно не	1	1
488	на это	1	1
489	для автора	1	1
490	здесь мы	1	1
491	знака при	1	1
492	но по	1	1
493	говорит и	2	1
494	общения между	2	1
495	личности и	4	1
496	каждая вещь	1	1
497	который может	1	1
498	по сути	2	1
499	мы рассматриваем	1	1
500	только то	1	1
501	существенный момент	1	1
502	всей своей	1	1
503	в пределах	5	1
504	с языком	2	1
505	нельзя не	1	1
506	том случае	1	1
507	особенно в	1	1
508	того и	1	1
509	не оказывается	1	1
510	речи состоит	1	1
511	переход к	1	1
512	но у	1	1
513	является в	1	1
514	в словах	1	1
515	после того	1	1
516	не случайна	1	1
517	о ней	2	1
518	сводится к	5	1
519	именно потому	1	1
520	и здесь	2	1
521	незаметно для	1	1
522	его природы	1	1
523	не позволяет	1	1
524	и поэтому	1	1
525	определенным образом	2	1
526	одного из	1	1
527	и который	2	1
528	и мира	2	1
529	она не	1	1
530	другой своей	1	1
531	автора на	1	1
532	это может	1	1
533	к нему	1	1
534	эти два	1	1
535	ним и	1	1
536	ибо и	1	1
537	вслед за	2	1
538	также в	1	1
539	в плоскости	1	1
540	речи есть	1	1
541	говорит в	2	1
542	для установления	1	1
543	известном смысле	1	1
544	один из	2	1
545	обе эти	1	1
546	и одновременно	4	1
547	в двух	1	1
548	направленной на	1	1
549	что даже	1	1
550	например так	1	1
551	и является	2	1
552	в речевом	1	1
553	между тем	5	1
554	же типа	1	1
555	во времени	3	1
556	между этими	1	1
557	этим словом	1	1
558	с которыми	1	1
559	человека с	2	1
560	так что	1	1
561	из которого	3	1
562	это ни	1	1
563	оказывается в	3	1
564	одном и	1	1
565	только на	1	1
566	в итоге	2	1
567	его развитие	1	1
568	слова в	2	1
569	свидетельствует о	1	1
570	является не	1	1
571	но самое	1	1
572	или даже	4	1
573	речи может	1	1
574	никто не	2	1
575	ведь это	1	1
576	к ним	1	1
577	при всей	1	1
578	основе его	1	1
579	в случаях	1	1
580	лишь для	1	1
581	в особенности	1	1
582	на второй	1	1
583	точек зрения	1	1
584	на примере	1	1
585	и глубже	1	1
586	однако что	1	1
587	иной мере	1	1
588	никакого определенного	1	1
589	а именно	2	1
590	дело в	2	1
591	о котором	1	1
592	еще и	1	1
593	на третьей	1	1
594	на которые	1	1
595	окружающей его	1	1
596	в воображении	3	1
597	отношения в	1	1
598	только к	1	1
599	и делает	1	1
600	автор видит	1	1
601	окружающих его	1	1
602	же точно	1	1
603	долгое время	1	1
604	является единственной	1	1
605	специфически человеческий	1	1
606	с которым	1	1
607	теоретической и	1	1
608	языка не	1	1
609	ближе к	1	1
610	к возникновению	1	1
611	стороны в	1	1
612	двух других	1	1
613	и потому	2	1
614	мы говорим	1	1
615	самого процесса	1	1
616	и мир	1	1
617	к своему	1	1
618	другу и	1	1
619	социального поведения	1	1
620	образом и	1	1
621	за него	1	1
622	им с	1	1
623	для возникновения	3	1
624	я с	5	1
625	многих других	1	1
626	мыслится как	1	1
