1	в том что	5	9
2	в связи с	1	8
3	тем не менее	3	6
4	в то время	1	6
5	содержит в себе	1	4
6	по крайней мере	1	4
7	с точки зрения	3	3
8	в отличие от	7	3
9	более или менее	5	3
10	в то же	6	3
11	точно так же	1	3
12	так или иначе	2	3
13	то же время	6	3
14	о том что	1	3
15	том что он	1	2
16	а в том	1	2
17	так и не	4	2
18	в свою очередь	2	2
19	также еще и	1	2
20	и на его	1	2
21	в настоящее время	1	2
22	в котором по	1	1
23	не менее не	1	1
24	в самом начале	1	1
25	что иное как	1	1
26	в том числе	2	1
27	в этом смысле	3	1
28	в сравнении с	1	1
29	в его сознании	1	1
30	и как бы	1	1
31	не что иное	1	1
32	ни к чему	1	1
33	может быть и	1	1
34	себе отчет в	1	1
35	сказать что для	1	1
36	и в то	2	1
37	он не только	1	1
38	что несмотря на	1	1
39	в свое время	1	1
40	отчет в том	1	1
41	больше и больше	1	1
42	в первую очередь	1	1
43	в этом случае	1	1
44	для того чтобы	2	1
45	на котором он	1	1
46	а не с	1	1
47	не может быть	1	1
48	к тому же	1	1
49	и для него	1	1
50	а также еще	1	1
51	можно сказать что	3	1
52	является как бы	1	1
53	на руках и	1	1
54	и в том	1	1
55	не было и	1	1
56	и прежде всего	2	1
57	бы то ни	1	1
58	к одному из	1	1
59	в себе в	1	1
60	к чему не	1	1
61	не содержит в	1	1
62	только то что	1	1
63	и не могла	1	1
64	до известной степени	2	1
