N	3gram	Bakhtin_KF_1	Formalny
1	с точки зрения	9	13
2	в настоящее время	1	10
3	то же время	2	8
4	в его целом	10	8
5	в то же	2	8
6	на самом деле	3	6
7	в свою очередь	1	6
8	не может быть	11	5
9	по отношению к	22	4
10	во всяком случае	1	4
11	в своем содержании	2	4
12	в лучшем случае	1	3
13	бы то ни	2	3
14	может быть и	1	3
15	смысле этого слова	1	3
16	в ее целом	2	3
17	как бы ни	1	3
18	нет и не	1	2
19	в нем и	3	2
20	оно было единственным	1	2
21	и не в	1	2
22	в зависимости от	1	2
23	бы оно было	1	2
24	отношение к миру	1	2
25	как если бы	1	2
26	при таком положении	1	2
27	в большинстве случаев	1	2
28	но в то	1	2
29	и в этом	3	2
30	и пр все	1	2
31	и пр и	1	2
32	того или иного	3	2
33	мы не можем	1	2
34	если бы оно	1	2
35	переживаемого мира как	1	1
36	и ее в	1	1
37	во всей полноте	1	1
38	отделение ее от	1	1
39	в этом его	2	1
40	критике со стороны	1	1
41	между прочим и	1	1
42	как и всякое	1	1
43	и может быть	2	1
44	в этом смысле	3	1
45	какого бы то	1	1
46	его действительности и	1	1
47	а не из	2	1
48	не может не	1	1
49	смысле можно говорить	1	1
50	оно должно быть	1	1
51	и во всех	1	1
52	хотя бы и	1	1
53	в том что	2	1
54	он должен быть	1	1
55	вместо того чтобы	1	1
56	в своем смысловом	1	1
57	перевести его на	1	1
58	на первом плане	2	1
59	в нем как	4	1
60	согласиться с тем	1	1
61	в противном случае	1	1
62	лишь в процессе	1	1
63	со всех сторон	1	1
64	вместе с тем	1	1
65	мира в его	2	1
66	раз и навсегда	2	1
67	быть соотнесено с	2	1
68	в целом и	2	1
69	мир в его	1	1
70	до конца и	1	1
71	то ни было	2	1
72	не теряя своей	1	1
73	мира и его	1	1
74	и в то	1	1
75	не значит еще	1	1
76	смысле слова в	1	1
77	и как бы	1	1
78	должно быть соотнесено	2	1
79	а не как	1	1
80	пр все это	1	1
81	это и не	1	1
82	всех своих моментах	2	1
83	между тем как	3	1
84	в соотнесении с	11	1
85	во всех своих	3	1
86	и должен быть	1	1
87	лишь как момент	2	1
88	его на язык	1	1
89	является вовсе не	1	1
90	вовсе не есть	2	1
91	и смысл в	1	1
92	конечно не может	1	1
93	друг для друга	1	1
94	все это в	1	1
95	и не должно	1	1
96	и тем самым	1	1
97	но отнюдь не	1	1
98	но все эти	3	1
99	не менее в	1	1
100	со всеми своими	1	1
101	содержания а в	1	1
102	все в этом	1	1
103	он не дает	1	1
104	мог бы быть	1	1
105	к тому что	1	1
106	было дано в	1	1
107	а с точки	1	1
108	тем не менее	2	1
109	в отвлечении от	5	1
110	глубоко различны в	1	1
111	этом смысле можно	1	1
112	всего этого не	1	1
113	что и в	1	1
114	в его конкретной	1	1
115	и входит в	1	1
116	не в этом	1	1
