N	2gram	Voloshinov_1	Narrotol
1	не только	27	31
2	но и	13	27
3	и не	14	23
4	при этом	9	19
5	может быть	13	15
6	в качестве	4	14
7	в частности	3	14
8	как и	10	13
9	а в	5	13
10	а не	6	13
11	в этом	10	12
12	только в	6	12
13	и в	38	11
14	и его	7	10
15	то есть	4	9
16	времени и	2	9
17	то что	8	9
18	не может	12	8
19	в том	2	8
20	то же	14	8
21	и т.п	21	8
22	со стороны	1	8
23	уже не	4	8
24	представляет собой	2	8
25	на протяжении	1	7
26	у него	1	7
27	если бы	4	7
28	но в	5	7
29	том что	3	7
30	в себе	9	6
31	или в	2	6
32	жизни и	3	6
33	как бы	28	6
34	как раз	1	6
35	не в	6	6
36	об этом	3	6
37	в самом	4	6
38	и он	2	6
39	не мог	3	6
40	в его	6	6
41	одного из	1	6
42	к тому	4	6
43	тому же	2	6
44	один из	4	6
45	и т.д	21	6
46	в этой	6	6
47	можно сказать	4	5
48	точки зрения	10	5
49	так и	6	5
50	действующих лиц	1	5
51	в своей	2	5
52	той или	3	5
53	потому что	5	5
54	между двумя	2	5
55	и на	6	5
56	столь же	1	5
57	перед нами	3	5
58	тем самым	7	5
59	все же	7	4
60	еще не	3	4
61	же время	7	4
62	в литературе	1	4
63	или не	1	4
64	прежде всего	21	4
65	слова в	5	4
66	к нему	2	4
67	в сознании	3	4
68	в нем	4	4
69	того чтобы	7	4
70	по себе	1	4
71	в одном	3	4
72	то в	1	4
73	но не	2	4
74	или иной	4	4
75	для него	3	4
76	того что	4	4
77	никогда не	7	4
78	из этих	1	4
79	что у	3	4
80	в то	9	4
81	хотя и	3	4
82	на себя	1	4
83	о чем	1	4
84	одна из	1	4
85	и тем	6	4
86	в мире	2	4
87	с его	7	4
88	о том	4	4
89	как в	2	4
90	из них	3	4
91	в ней	8	4
92	в речи	1	4
93	и с	5	3
94	в поле	1	3
95	в целом	4	3
96	но для	3	3
97	у нас	4	3
98	не было	2	3
99	не менее	1	3
100	и все	4	3
101	в жизни	2	3
102	тому как	1	3
103	мы не	9	3
104	как это	5	3
105	в нашем	5	3
106	тем не	1	3
107	что в	1	3
108	при которой	1	3
109	в начале	3	3
110	к чему	2	3
111	большей части	1	3
112	между тем	3	3
113	но как	2	3
114	это не	3	3
115	не всегда	2	3
116	лишь в	4	3
117	но они	1	3
118	и о	1	3
119	для того	9	3
120	в слове	3	3
121	по большей	1	3
122	мы имеем	2	3
123	могло бы	1	3
124	в конечном	1	3
125	еще раз	1	3
126	не существует	4	3
127	именно в	1	3
128	этом отношении	2	3
129	истории не	1	3
130	он не	2	3
131	о них	1	3
132	их в	3	3
133	когда в	1	3
134	также и	2	3
135	однако в	2	3
136	за ними	2	3
137	самом деле	4	3
138	теперь как	1	3
139	но при	3	3
140	что он	2	3
141	и то	3	3
142	не является	5	3
143	это уже	1	3
144	как будто	1	3
145	и как	9	3
146	еще в	1	3
147	в русской	1	3
148	в своем	1	3
149	всех его	2	2
150	точек зрения	4	2
151	не могла	1	2
152	глядя на	1	2
153	каждый из	2	2
154	в форме	6	2
155	друг друга	2	2
156	и вот	3	2
157	одно и	4	2
158	в связи	2	2
159	ситуации и	9	2
160	на то	1	2
161	другой стороны	1	2
162	не будет	3	2
163	и для	3	2
164	по мере	1	2
165	и является	5	2
166	происходит и	1	2
167	здесь не	2	2
168	первобытного человека	2	2
169	для них	2	2
170	связи с	3	2
171	высказывания в	2	2
172	с появлением	4	2
173	в произведении	1	2
174	т.п и	2	2
175	сих пор	2	2
176	обмен репликами	1	2
177	у себя	2	2
178	с ним	2	2
179	отнюдь не	10	2
180	его и	3	2
181	хотя бы	18	2
182	нами не	1	2
183	в конце	6	2
184	ключ к	1	2
185	до сих	1	2
186	дело не	1	2
187	та же	3	2
188	если в	1	2
189	в зеркале	1	2
190	а на	2	2
191	если она	1	2
192	ли не	2	2
193	язык как	1	2
194	заключает в	4	2
195	между собой	2	2
196	вместе с	5	2
197	происходящего в	1	2
198	между ними	3	2
199	но зато	1	2
200	дело с	1	2
201	человеческого сознания	1	2
202	в той	5	2
203	где они	1	2
204	и даже	3	2
205	именно эта	1	2
206	переход от	1	2
207	в этих	2	2
208	зависимости от	5	2
209	дистанция между	1	2
210	как мы	9	2
211	в романе	1	2
212	в чем	1	2
213	свою очередь	4	2
214	и от	7	2
215	в сущности	1	2
216	да и	4	2
217	сказать что	3	2
218	за пределами	1	2
219	ничего не	8	2
220	художественного высказывания	2	2
221	не о	1	2
222	от этих	1	2
223	ему в	1	2
224	лица и	1	2
225	по своему	3	2
226	с ними	1	2
227	все равно	1	2
228	в особенности	1	2
229	а о	1	2
230	слово это	2	2
231	в зависимости	5	2
232	так сказать	4	2
233	в таком	1	2
234	и того	1	2
235	мы можем	7	2
236	она не	1	2
237	в результате	1	2
238	что мы	11	2
239	роль в	3	2
240	о своей	4	2
241	на две	1	2
242	с другой	1	2
243	если не	3	2
244	зрения как	2	2
245	же в	1	2
246	но возможно	1	2
247	себя в	4	2
248	в области	5	2
249	что может	1	2
250	с языком	1	2
251	слов в	4	2
252	тем же	3	2
253	ни от	1	2
254	никак не	1	2
255	только на	3	2
256	история это	1	2
257	человека в	2	2
258	жизни как	1	2
259	и тогда	2	2
260	же самое	5	2
261	в первой	2	2
262	все что	1	2
263	и после	1	2
264	он уже	1	2
265	позволяет нам	1	2
266	историю в	1	2
267	зависит от	2	2
268	в свою	6	2
269	одним из	1	1
270	на разных	1	1
271	в которой	7	1
272	от имени	1	1
273	материал для	1	1
274	главным образом	3	1
275	для всех	2	1
276	человеческой речи	3	1
277	уже только	1	1
278	самое происходит	1	1
279	как высказывания	1	1
280	дома в	1	1
281	и здесь	3	1
282	в значительной	2	1
283	течением времени	1	1
284	для нас	3	1
285	и условий	1	1
286	и наконец	5	1
287	уже до	1	1
288	в другом	1	1
289	все время	5	1
290	своего героя	2	1
291	в хх	1	1
292	смог бы	2	1
293	это на	1	1
294	ведь для	1	1
295	без помощи	1	1
296	для этого	1	1
297	бы стать	1	1
298	не из	1	1
299	могла бы	1	1
300	и благодаря	1	1
301	свое отражение	1	1
302	так же	4	1
303	даже не	1	1
304	слова во	1	1
305	их как	1	1
306	в более	1	1
307	лишь впоследствии	1	1
308	уже знаем	1	1
309	лишь из	1	1
310	на этот	1	1
311	крайней мере	1	1
312	как с	2	1
313	на своего	1	1
314	но еще	1	1
315	свое существование	1	1
316	определенным образом	1	1
317	времени когда	1	1
318	такое слово	1	1
319	становится совершенно	1	1
320	выступает в	1	1
321	образом не	1	1
322	связь с	2	1
323	таким образом	7	1
324	языка может	1	1
325	вслед за	1	1
326	этими словами	1	1
327	говоря о	1	1
328	это позволяет	1	1
329	одного и	1	1
330	как можно	1	1
331	качестве одного	1	1
332	одна и	1	1
333	только о	1	1
334	нашем сознании	1	1
335	смысл высказывания	2	1
336	же мере	1	1
337	из двух	2	1
338	что это	4	1
339	произведения и	1	1
340	это еще	1	1
341	и вообще	2	1
342	неразрывно связано	1	1
343	иное как	2	1
344	там где	1	1
345	сознания и	1	1
346	в тех	3	1
347	что эта	1	1
348	чтобы стать	1	1
349	бы не	2	1
350	жизни это	2	1
351	это будет	1	1
352	слово не	4	1
353	человеческого культурного	1	1
354	и уж	1	1
355	на языке	1	1
356	человек не	2	1
357	не знает	3	1
358	было довольно	1	1
359	с другими	2	1
360	что я	1	1
361	при условии	2	1
362	слова должны	1	1
363	во всех	6	1
364	целый ряд	3	1
365	не знаем	4	1
366	не останется	2	1
367	и читатель	1	1
368	зрения в	2	1
369	в их	1	1
370	хх веке	1	1
371	само по	1	1
372	которой он	1	1
373	с тем	8	1
374	тем как	1	1
375	и нельзя	1	1
376	ни единого	1	1
377	для образования	1	1
378	осуществляется в	1	1
379	предполагаем что	1	1
380	человеческой культуры	1	1
381	его в	4	1
382	ответ на	2	1
383	почувствовал что	2	1
384	или даже	2	1
385	не можем	1	1
386	но все	4	1
387	с помощью	6	1
388	принадлежит к	1	1
389	возвращаясь к	1	1
390	средство общения	1	1
391	по своей	2	1
392	нуждается в	2	1
393	действительности как	1	1
394	художественное произведение	1	1
395	не существовало	1	1
396	внешний облик	1	1
397	его как	1	1
398	одной из	2	1
399	же самым	1	1
400	речь как	1	1
401	необходимо чтобы	3	1
402	облик героя	1	1
403	имя может	1	1
404	языка как	1	1
405	исторической жизни	1	1
406	в гостиной	1	1
407	другими людьми	1	1
408	они являются	1	1
409	совершенно не	3	1
410	свидетельствует о	1	1
411	как не	2	1
412	что слово	1	1
413	особое место	1	1
414	где-нибудь в	1	1
415	фраз и	1	1
416	должны были	2	1
417	репликами со	1	1
418	со своими	1	1
419	этой тайной	1	1
420	на самом	3	1
421	обстановкой в	1	1
422	в него	1	1
423	у них	2	1
424	и сами	1	1
425	какие только	1	1
426	фразы но	1	1
427	и постоянной	1	1
428	и главное	1	1
429	нашем случае	1	1
430	и делает	1	1
431	бы из	1	1
432	голоса и	2	1
433	внутренней жизни	3	1
434	и изменением	1	1
435	не с	3	1
436	существенным моментом	2	1
437	что иное	2	1
438	в реальной	2	1
439	в голову	3	1
440	обращения к	2	1
441	из которых	3	1
442	сознания к	1	1
443	всей своей	1	1
444	не происходит	1	1
445	в историю	1	1
446	его внутренней	4	1
447	событие или	1	1
448	каким бы	1	1
449	с точки	5	1
450	например в	1	1
451	и сам	2	1
452	и точек	1	1
453	они еще	1	1
454	слова а	1	1
455	жизни писателя	1	1
456	говорящего и	6	1
457	однако слово	1	1
458	будет сказано	1	1
459	которых мы	1	1
460	теперь же	2	1
461	от ситуации	1	1
462	которое может	3	1
463	это сделать	1	1
464	жизнь человека	1	1
465	организуют и	1	1
466	же слово	2	1
467	и слово	3	1
468	это и	1	1
469	в душе	2	1
470	не говоря	2	1
471	понять что	1	1
472	творчества в	1	1
473	в противоположность	1	1
474	он почувствовал	1	1
475	и тоже	1	1
476	своей жизни	5	1
477	за собой	1	1
478	конечном счете	1	1
479	являются не	1	1
480	в потоке	3	1
481	тот же	2	1
482	на одном	1	1
483	о котором	1	1
484	он является	1	1
485	что было	3	1
486	даже если	1	1
487	как он	1	1
488	не смог	1	1
489	в силу	1	1
490	не то	1	1
491	но уже	1	1
492	природы и	2	1
493	даже чисто	1	1
494	с этим	2	1
495	говорить и	2	1
496	только то	1	1
497	во второй	3	1
498	чему мы	1	1
499	с той	1	1
500	внимание к	1	1
501	оказывается что	1	1
502	того же	1	1
503	разрыв с	1	1
504	то хотя	1	1
505	содержит в	1	1
506	связано с	2	1
507	мы увидим	5	1
508	мы видели	5	1
509	еще более	2	1
510	в организации	1	1
511	и событий	1	1
512	речи хотя	1	1
513	и потому	2	1
514	другому человеку	1	1
515	в речевом	1	1
516	а с	5	1
517	ясно что	2	1
518	значительной степени	2	1
519	тем что	2	1
520	и та	1	1
521	значение и	1	1
522	той же	5	1
523	что для	1	1
524	суде и	2	1
525	как результат	1	1
526	наряду с	1	1
527	у которого	5	1
528	или менее	1	1
529	вследствие того	1	1
530	вопроса о	4	1
531	смысл но	1	1
532	ни один	2	1
533	словами в	1	1
534	с еще	1	1
535	более или	1	1
536	из одного	1	1
537	речи или	1	1
538	еще слишком	1	1
539	только потому	2	1
540	установки на	2	1
541	речи и	6	1
542	мы уже	10	1
543	и лишь	1	1
544	но даже	2	1
545	людей так	1	1
546	точку зрения	3	1
547	связанных между	1	1
548	по крайней	1	1
549	которая неизбежно	1	1
550	правда и	1	1
551	будто бы	1	1
552	же как	1	1
553	что именно	3	1
554	не обладают	1	1
555	в котором	3	1
556	того как	1	1
557	а тот	1	1
558	в смысловом	1	1
559	может обойтись	1	1
560	когда он	1	1
561	с кем-нибудь	1	1
562	истории а	1	1
563	значений но	1	1
564	тому что	5	1
565	вошел в	2	1
566	чтобы не	1	1
567	что и	3	1
568	слова и	5	1
569	этой ситуации	2	1
570	слова о	3	1
571	что вся	2	1
572	порядок и	1	1
573	посредством которых	1	1
574	в ее	3	1
575	нами совершенно	1	1
576	оказывается с	1	1
577	не имея	1	1
578	на следующем	1	1
579	с собой	2	1
580	разных местах	2	1
581	и само	3	1
582	поэтому в	1	1
583	со своей	1	1
584	в данной	3	1
585	не просто	2	1
586	мы будем	6	1
587	не совсем	1	1
588	и когда	2	1
589	народов и	1	1
590	из всех	1	1
591	сознании не	1	1
592	или положение	1	1
593	ближе к	1	1
594	нельзя было	1	1
595	однако все	1	1
596	в действительности	1	1
597	на минуту	1	1
598	что этот	1	1
599	к нашему	1	1
600	но достаточно	1	1
601	не как	1	1
602	ли он	2	1
603	знакомства с	3	1
604	действие или	1	1
605	смысл который	1	1
606	тем более	1	1
607	бытия в	1	1
608	для каждого	2	1
609	указать на	1	1
610	не становится	3	1
611	и к	4	1
612	из многочисленных	1	1
613	еще и	2	1
614	представить себе	3	1
615	в исторической	1	1
616	не остается	1	1
617	пока что	1	1
618	все они	1	1
619	так называемый	1	1
620	если же	1	1
621	между этими	1	1
622	для его	1	1
623	от лица	2	1
624	самой своей	1	1
625	в комнате	1	1
626	и вся	1	1
627	собственно говоря	1	1
628	слова как	2	1
629	все это	4	1
630	была бы	1	1
631	в следующем	1	1
632	русской литературе	1	1
633	и до	1	1
634	этом не	1	1
635	автор и	1	1
636	и где	1	1
637	окружающего мира	1	1
638	является в	1	1
639	и есть	1	1
640	внутренние миры	1	1
641	мы воспринимаем	1	1
642	последний случай	1	1
643	в которых	2	1
644	к этому	2	1
645	говорить не	1	1
646	раз и	1	1
647	должен быть	2	1
648	случаях когда	2	1
649	которых он	1	1
650	говорили что	1	1
651	и уже	3	1
652	ни слова	2	1
653	быть в	1	1
654	результатов своего	1	1
655	и автор	1	1
656	одному из	1	1
657	внешней обстановки	1	1
658	и сознания	2	1
659	бросается в	1	1
660	уже в	5	1
661	в глаза	1	1
662	конце фразы	3	1
663	в предыдущей	2	1
664	так например	1	1
665	отношение к	2	1
666	если б	4	1
667	в виду	3	1
668	именно поэтому	1	1
669	речи но	2	1
670	так как	7	1
671	его мы	1	1
672	жизни мы	2	1
673	чужое слово	1	1
674	т.п как	1	1
675	обращение к	1	1
676	единого слова	1	1
677	т.п это	1	1
678	солнце и	1	1
679	достаточно для	2	1
680	о художественной	1	1
681	его нельзя	1	1
682	на бумаге	1	1
683	к одному	1	1
684	и строго	1	1
685	друга но	1	1
686	приближается к	2	1
687	в литературном	1	1
688	мог бы	1	1
689	но это	2	1
690	но ведь	6	1
691	к своей	1	1
692	структуру в	1	1
