N	3gram	Potebnia_M_4	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	4	6
4	в том что	7	6
5	в этом отношении	1	5
6	в связи с	1	5
7	до известной степени	2	4
8	на самом деле	3	4
9	в том числе	1	4
10	до сих пор	4	3
11	то же самое	4	2
12	дело в том	1	2
13	с точки зрения	3	2
14	том числе и	1	2
15	мысли и слова	1	2
16	и не в	1	2
17	о том как	1	2
18	в данном случае	2	2
19	в то время	1	2
20	и др в	1	2
21	можно говорить о	1	2
22	не может быть	5	2
23	то есть в	2	2
24	можно сказать что	4	2
25	в большинстве случаев	2	2
26	и того же	1	1
27	что иное как	2	1
28	хотя и не	1	1
29	несколько слов об	2	1
30	мы его не	1	1
31	потому что в	3	1
32	к одной и	1	1
33	и той же	1	1
34	по отношению к	8	1
35	не только о	1	1
36	стороны одного и	1	1
37	же время и	1	1
38	но на самом	1	1
39	так как оно	2	1
40	кроме того она	1	1
41	во время своего	1	1
42	заметить что в	1	1
43	сих пор не	1	1
44	таким образом как	1	1
45	сказать несколько слов	2	1
46	не имеет никакого	1	1
47	и та же	1	1
48	слова и мысли	1	1
49	между тем как	2	1
50	то что в	2	1
51	и чем больше	1	1
52	но уже и	1	1
53	в эту минуту	1	1
54	он ни был	1	1
55	не подлежит сомнению	1	1
56	мы видели что	1	1
57	вместе с тем	3	1
58	может быть и	1	1
59	в это время	1	1
60	в себе в	1	1
61	в ту же	1	1
62	то есть таких	1	1
63	одним из первых	1	1
64	между собою и	2	1
65	мысль обращается к	1	1
66	использовать его для	1	1
67	если она и	1	1
68	все то что	1	1
69	и таким образом	3	1
70	того же явления	1	1
71	одной и той	1	1
72	есть не что	1	1
73	мы не можем	3	1
74	не что иное	2	1
75	от того что	3	1
76	как и в	1	1
77	в свою очередь	1	1
78	одна и та	1	1
79	такие понятия как	1	1
80	о том что	5	1
81	ничего общего с	1	1
82	особенно ясно видно	1	1
83	и в самом	1	1
84	но и не	1	1
85	одного и того	1	1
86	бы он ни	1	1
87	друг от друга	1	1
88	то время когда	1	1
89	после того как	2	1
90	конечно не в	1	1
91	тем не менее	4	1
92	не представляется возможным	1	1
93	что и в	2	1
94	только тогда когда	4	1
95	как бы он	1	1
