N	3gram	Losev_Dial_3	Problemy
1	с точки зрения	14	9
2	до сих пор	1	8
3	не может быть	6	8
4	и не может	1	7
5	то же время	1	5
6	в то же	1	5
7	в самом деле	5	4
8	как и все	2	4
9	более или менее	1	3
10	как раз и	3	3
11	сам по себе	5	3
12	имеем в виду	1	3
13	с другой стороны	2	3
14	мы имеем в	1	3
15	о себе самом	1	3
16	как и в	3	3
17	а следовательно и	1	2
18	хотя и не	2	2
19	мы уже сказали	1	2
20	ту же тему	1	2
21	сами по себе	3	2
22	того и другого	1	2
23	это вовсе не	1	2
24	в том что	3	2
25	друг на друга	1	2
26	о том что	5	2
27	в одном из	1	2
28	той или иной	2	2
29	сама по себе	4	2
30	и понимает ее	1	2
31	и относятся к	1	1
32	в этом его	1	1
33	ровно ничего не	3	1
34	иметь в виду	2	1
35	и без всякого	1	1
36	том что все	1	1
37	и даже не	1	1
38	как точка зрения	1	1
39	одной стороны и	1	1
40	друг против друга	1	1
41	же как и	1	1
42	со всеми ее	1	1
43	и во всех	1	1
44	и в то	1	1
45	так как мы	1	1
46	лишь тогда когда	1	1
47	мыслить и говорить	1	1
48	не менее чем	1	1
49	может быть или	1	1
50	так что и	1	1
51	что мы имеем	1	1
52	одно и то	2	1
53	даже и не	3	1
54	на ту же	1	1
55	что для другого	1	1
56	ну да что	1	1
57	и есть подлинная	2	1
58	так же как	2	1
59	в данном случае	1	1
60	с одной стороны	3	1
61	у нее нет	1	1
62	и то же	2	1
63	и не вполне	1	1
64	то что мы	3	1
65	так или иначе	2	1
66	в связи с	1	1
67	ни на что	1	1
68	в виду что	1	1
69	это конечно не	1	1
70	к тому же	2	1
71	во всяком случае	2	1
72	относится только к	1	1
73	бытия и небытия	1	1
74	только на то	2	1
75	но они не	2	1
76	которые сами по	1	1
77	не есть конечно	1	1
78	уже сама по	1	1
79	если же они	1	1
80	к тому что	2	1
81	не о том	1	1
82	ну а что	2	1
83	все это не	1	1
84	с первым и	1	1
85	одна из самых	2	1
