N	2gram	Propp_Isto_6	DiskursI
1	в качестве	3	34
2	не только	10	28
3	в том	12	23
4	а не	2	22
5	то есть	1	20
6	тогда как	2	19
7	том что	10	19
8	представляет собой	2	17
9	может быть	11	17
10	как и	5	16
11	и в	26	16
12	в этом	12	15
13	еще не	9	14
14	но и	9	14
15	при этом	3	13
16	по своей	1	11
17	но не	2	11
18	прежде всего	4	11
19	и не	10	11
20	как в	6	10
21	далеко не	3	10
22	с другой	10	10
23	по отношению	2	9
24	в нем	8	9
25	не может	6	9
26	с одной	7	9
27	одной стороны	7	9
28	в частности	3	9
29	отношению к	2	9
30	но в	7	8
31	своего рода	2	8
32	о том	7	8
33	так и	5	8
34	а также	4	8
35	не было	3	7
36	в себе	3	7
37	то же	5	7
38	не в	3	7
39	в основе	1	7
40	со стороны	3	7
41	в его	5	7
42	только в	5	7
43	в своем	2	6
44	и как	2	6
45	и на	12	5
46	во всех	1	5
47	отличие от	1	5
48	в силу	1	5
49	в котором	1	5
50	сводится к	2	5
51	можно сказать	2	5
52	а с	2	5
53	в данном	3	5
54	как бы	4	5
55	к тому	2	5
56	стадиально более	1	5
57	а в	3	5
58	то что	6	5
59	в своей	3	5
60	и о	1	4
61	в которых	2	4
62	с его	4	4
63	отношение к	1	4
64	в истории	1	4
65	и к	1	4
66	уже не	7	4
67	в целом	1	4
68	на его	4	4
69	не как	1	4
70	в них	3	4
71	потому что	13	4
72	могут быть	3	4
73	между тем	1	4
74	как правило	1	4
75	одной из	1	4
76	что он	9	4
77	для него	1	4
78	в особенности	1	4
79	что не	2	4
80	не является	1	4
81	что в	12	4
82	также и	1	3
83	того же	2	3
84	имеет свою	1	3
85	в одной	2	3
86	с этим	2	3
87	перед нами	2	3
88	это не	4	3
89	точки зрения	1	3
90	в сказке	23	3
91	в своих	3	3
92	однако в	2	3
93	в то	5	3
94	принадлежат к	1	3
95	таким образом	12	3
96	должны быть	2	3
97	но при	2	3
98	в ее	1	3
99	не с	1	3
100	еще в	3	3
101	и даже	1	3
102	или на	1	3
103	имея в	1	3
104	что и	4	3
105	в сказании	3	3
106	первобытного человека	1	3
107	к ним	1	3
108	тем что	5	3
109	именно в	1	3
110	при всей	1	3
111	это прежде	1	3
112	себе не	1	3
113	сказки о	1	3
114	тому как	1	3
115	того что	2	3
116	один из	3	3
117	все же	8	3
118	как уже	1	3
119	мог быть	1	3
120	в свою	1	3
121	сказать что	3	3
122	другой стороны	8	3
123	отношения к	1	2
124	одним из	1	2
125	например в	7	2
126	и есть	1	2
127	к другому	1	2
128	мы имеем	14	2
129	совпадает с	1	2
130	но как	4	2
131	сказки и	1	2
132	мифом и	1	2
133	стороны и	2	2
134	что касается	2	2
135	хотя и	1	2
136	когда он	3	2
137	целый ряд	2	2
138	более или	1	2
139	в противоположность	1	2
140	в тех	3	2
141	в этой	2	2
142	подобно тому	1	2
143	и по	4	2
144	на этом	1	2
145	так например	3	2
146	человека в	2	2
147	античной греции	2	2
148	об этом	1	2
149	того или	1	2
150	и тем	4	2
151	соответствии с	1	2
152	не всегда	4	2
153	с человеком	1	2
154	или менее	1	2
155	при встрече	1	2
156	не от	1	2
157	и герой	1	2
158	по мере	1	2
159	не менее	1	2
160	что с	1	2
161	между мифом	1	2
162	не могло	2	2
163	можно усмотреть	1	2
164	и его	7	2
165	к себе	2	2
166	отличается от	2	2
167	в сказках	3	2
168	числе и	1	2
169	мысли о	1	2
170	не есть	2	2
171	оно не	1	2
172	и он	4	2
173	как мы	4	2
174	с ее	1	2
175	данном случае	3	2
176	приводит к	1	2
177	на том	8	2
178	но зато	1	2
179	в другом	1	2
180	а по	1	2
181	во всяком	2	2
182	и что	5	2
183	одного из	1	2
184	в греческой	3	2
185	в форме	2	2
186	уходят в	1	2
187	них в	1	2
188	в античной	2	2
189	представления о	10	2
190	позднее и	1	2
191	и представляет	1	2
192	дело с	1	2
193	а позднее	1	2
194	в литературу	1	2
195	и ее	3	2
196	тот или	1	2
197	есть в	1	2
198	уже в	1	2
199	или даже	1	2
200	к мысли	1	2
201	в одном	3	2
202	как его	1	2
203	заметить что	1	2
204	никогда не	13	2
205	никого не	2	2
206	и др	2	2
207	зависит от	4	2
208	однако и	1	2
209	его как	1	2
210	одну из	4	2
211	о чем	2	2
212	более чем	1	2
213	что же	2	2
214	частности в	1	2
215	или в	3	2
216	о котором	2	2
217	своей собственной	1	2
218	будто бы	1	2
219	может и	1	2
220	что даже	1	2
221	героя в	2	2
222	это в	1	2
223	они не	3	2
224	к этому	3	2
225	том числе	1	2
226	могло и	1	1
227	с природой	1	1
228	речь идет	1	1
229	обычно в	1	1
230	таком случае	1	1
231	и то	3	1
232	идет о	1	1
233	существовал в	1	1
234	и до	2	1
235	смерть в	1	1
236	из его	2	1
237	этом направлении	1	1
238	тридевять земель	3	1
239	человеком и	2	1
240	но она	1	1
241	в полной	1	1
242	но уже	1	1
243	они были	1	1
244	стоят на	1	1
245	на них	1	1
246	не могу	1	1
247	прочно связан	2	1
248	на обе	1	1
249	о потустороннем	1	1
250	ее к	3	1
251	могло быть	2	1
252	оно в	1	1
253	только потому	1	1
254	иногда и	1	1
255	тут же	1	1
256	что они	2	1
257	как говорит	1	1
258	же с	1	1
259	независимо от	3	1
260	и нет	1	1
261	там же	3	1
262	тех случаях	3	1
263	которой у	1	1
264	следующим образом	1	1
265	общение с	1	1
266	что это	2	1
267	образом и	2	1
268	он в	1	1
269	из этих	4	1
270	и те	2	1
271	наиболее ранние	1	1
272	учение о	1	1
273	на то	2	1
274	в случае	1	1
275	быть только	2	1
276	свою принадлежность	1	1
277	этот процесс	1	1
278	что она	3	1
279	он не	2	1
280	за тридевять	3	1
281	в первую	1	1
282	к одному	1	1
283	на земле	4	1
284	свое время	1	1
285	как от	1	1
286	что ни	1	1
287	мы обратимся	1	1
288	герой здесь	1	1
289	одно и	1	1
290	но все	2	1
291	русском языке	1	1
292	не будет	5	1
293	более позднюю	1	1
294	где нет	2	1
295	и может	1	1
296	этом он	1	1
297	в мире	1	1
298	в жены	1	1
299	на все	1	1
300	с целью	1	1
301	при помощи	3	1
302	и других	3	1
303	обе стороны	2	1
304	приходит в	2	1
305	стоит на	2	1
306	в жизни	1	1
307	же образом	1	1
308	о которых	1	1
309	у самых	1	1
310	с этой	2	1
311	с тем	4	1
312	мы видели	11	1
313	оно имеет	1	1
314	мы не	6	1
315	в этих	2	1
316	и при	1	1
317	она сама	1	1
318	таким же	3	1
319	а как	1	1
320	не столько	1	1
