N	3gram	Bakhtin_sl_2	Analitik
1	в том что	4	7
2	по отношению к	4	7
3	с другой стороны	1	5
4	о том что	1	5
5	в свою очередь	2	4
6	как и в	1	4
7	до известной степени	1	3
8	то же время	4	3
9	не только не	1	3
10	той или иной	5	3
11	в то же	4	3
12	в этом отношении	3	3
13	иметь дело с	2	2
14	том что он	1	2
15	с точки зрения	3	2
16	в отличие от	12	2
17	в значительной степени	6	2
18	с одной стороны	5	2
19	сама по себе	3	2
20	тем не менее	1	2
21	однако при этом	1	2
22	тем или иным	1	2
23	во всяком случае	2	2
24	а в том	1	2
25	и в сущности	2	1
26	и может быть	1	1
27	хотя и не	1	1
28	в той или	3	1
29	а не с	1	1
30	то есть не	1	1
31	требует от нас	2	1
32	и в особенности	2	1
33	в этом случае	6	1
34	до сих пор	2	1
35	в зависимости от	4	1
36	хотя бы и	2	1
37	что он не	1	1
38	между тем как	1	1
39	таким образом в	1	1
40	может и не	1	1
41	перед нами не	1	1
42	этом отношении он	1	1
43	со всех сторон	1	1
44	по себе а	1	1
45	все это остается	1	1
46	один из существеннейших	1	1
47	не только в	2	1
48	однако и здесь	1	1
49	тот факт что	2	1
50	так и в	3	1
51	в применении к	1	1
52	героев и их	1	1
53	не могут быть	2	1
54	всяком случае не	1	1
55	в одном слове	1	1
56	они же в	1	1
57	по себе еще	1	1
58	для него самого	1	1
59	в связи с	2	1
60	не для того	1	1
61	то есть от	2	1
62	для того чтобы	2	1
63	не только как	1	1
64	по ту сторону	1	1
65	того или иного	1	1
66	не менее чем	1	1
67	не может быть	15	1
68	при этом и	1	1
69	в пределах одной	1	1
70	речь идет о	1	1
71	в этой роли	1	1
72	в большинстве случаев	5	1
73	наиболее продуктивным в	1	1
74	человека и его	2	1
75	здесь не только	1	1
