N	2gram	Bakhtin_Pr_3	Vladivir
1	и в	34	40
2	то что	11	28
3	и не	29	25
4	не только	10	25
5	у него	4	24
6	то есть	1	24
7	в том	3	18
8	но и	12	18
9	еще и	1	18
10	том что	3	18
11	что в	7	17
12	также и	1	17
13	в этом	16	16
14	не может	19	14
15	так что	5	14
16	в его	22	14
17	вовсе не	11	13
18	точки зрения	8	13
19	в виде	4	13
20	только в	6	13
21	в конце	5	12
22	даже и	4	12
23	сказать что	2	12
24	таким образом	5	11
25	потому что	12	11
26	никогда не	8	11
27	о том	2	11
28	как раз	4	10
29	и его	16	10
30	ни в	4	10
31	и потому	2	10
32	тем не	2	10
33	не просто	1	10
34	прежде всего	15	10
35	то это	1	10
36	в себе	6	9
37	и с	15	9
38	не менее	3	9
39	что это	5	9
40	в своей	3	9
41	что же	8	9
42	уже не	2	9
43	под названием	1	9
44	и то	3	9
45	есть только	3	9
46	раз и	3	8
47	для него	13	8
48	может быть	19	8
49	как мы	7	8
50	так же	8	8
51	в этой	1	8
52	и что	5	8
53	он не	15	8
54	а не	9	8
55	в своем	2	8
56	как и	18	7
57	с тем	5	7
58	а в	5	7
59	в то	12	7
60	вместе с	4	7
61	к тому	5	7
62	хотя и	3	7
63	в те	1	7
64	мы бы	1	7
65	того что	5	7
66	что и	5	7
67	и если	2	7
68	несмотря на	1	7
69	в своих	1	7
70	что все	4	7
71	так как	4	7
72	и как	3	7
73	так и	6	6
74	по себе	3	6
75	об этом	1	6
76	то в	2	6
77	если не	3	6
78	не мог	5	6
79	и даже	7	6
80	с точки	4	6
81	хотя бы	5	6
82	и от	5	6
83	во всем	3	6
84	да и	4	6
85	и на	6	6
86	и это	4	6
87	но это	4	6
88	все эти	4	5
89	конце концов	3	5
90	для себя	6	5
91	отнюдь не	2	5
92	в одном	5	5
93	совсем не	3	5
94	отношения к	1	5
95	в отношении	9	5
96	тому же	2	5
97	должно быть	3	5
98	ничего не	4	5
99	тем что	4	5
100	тут же	1	5
101	мы уже	6	5
102	тоже не	1	5
103	же касается	1	5
104	с другой	4	5
105	в ней	3	5
106	что он	23	5
107	только на	4	5
108	можно было	1	5
109	еще в	3	5
110	в данном	1	5
111	не было	2	5
112	еще не	4	4
113	вопрос о	2	4
114	говорит о	2	4
115	и все	19	4
116	на то	1	4
117	то он	1	4
118	даже в	5	4
119	все же	7	4
120	бы и	4	4
121	а с	3	4
122	но не	4	4
123	не с	2	4
124	мог бы	2	4
125	что если	1	4
126	мы должны	5	4
127	и о	1	4
128	то же	14	4
129	по мнению	1	4
130	него в	1	4
131	в котором	3	4
132	но даже	1	4
133	тому что	2	4
134	такой же	3	4
135	до конца	3	4
136	но в	16	4
137	она была	1	4
138	если оно	1	4
139	в основном	1	4
140	или как	2	4
141	было бы	2	4
142	никак не	1	4
143	в глаза	3	4
144	в дальнейшем	1	4
145	в самом	8	4
146	оно должно	2	4
147	во всяком	5	3
148	бы то	4	3
149	или не	1	3
150	здесь не	1	3
151	тех кто	1	3
152	при этом	4	3
153	и для	8	3
154	как на	2	3
155	был бы	2	3
156	к нему	14	3
157	вполне понятно	2	3
158	в нем	19	3
159	не в	9	3
160	и вообще	2	3
161	не так	1	3
162	нисколько не	2	3
163	того чтобы	1	3
164	и нельзя	1	3
165	бы сказали	1	3
166	но все	5	3
167	независимо от	1	3
168	в виду	3	3
169	сводится к	3	3
170	и только	2	3
171	но для	3	3
172	оно не	1	3
173	этого не	3	3
174	первом плане	1	3
175	этом смысле	4	3
176	то ни	4	3
177	не удалось	2	3
178	раз навсегда	1	3
179	на самом	11	3
180	мы видели	3	3
181	он мог	1	3
182	жизнь и	2	3
183	к правде	2	3
184	за пределы	2	3
185	что этот	1	3
186	отличие от	2	3
187	человека и	1	3
188	это не	5	3
189	в чем	5	3
190	не все	1	3
191	находится в	2	3
192	на первом	1	3
193	всяком случае	5	3
194	не столько	1	3
195	и был	1	3
196	это было	3	3
197	если бы	4	3
198	с их	1	3
199	отличается от	2	3
200	а наоборот	1	3
201	мы знаем	2	3
202	с одной	1	3
203	в отличие	2	3
204	него как	1	3
205	далеко не	3	3
206	я не	7	3
207	и у	5	3
208	и тут	2	3
209	что здесь	1	3
210	уже в	3	3
211	перед нами	1	3
212	как бы	27	3
213	что каждый	1	2
214	нему и	5	2
215	в юности	1	2
216	в которой	2	2
217	и этот	2	2
218	что на	1	2
219	мы коснемся	1	2
220	но с	2	2
221	еще до	2	2
222	бы в	3	2
223	и наконец	5	2
224	одно и	1	2
225	самом же	1	2
226	же время	12	2
227	данном случае	1	2
228	в другом	8	2
229	всей этой	1	2
230	же это	1	2
231	мы и	2	2
232	бы на	1	2
233	и ни	1	2
234	того же	2	2
235	целом то	1	2
236	в разных	1	2
237	как например	1	2
238	но оно	1	2
239	здесь и	2	2
240	себе в	1	2
241	но у	1	2
242	в этот	2	2
243	время как	1	2
244	которая в	1	2
245	связи с	1	2
246	как с	1	2
247	а то	1	2
248	к богу	1	2
249	что его	3	2
250	и вместе	1	2
251	понимает что	1	2
252	нет ни	2	2
253	в жизни	2	2
254	как можно	3	2
255	был и	1	2
256	и так	5	2
257	всех своих	1	2
258	человеком а	1	2
259	идеи и	1	2
260	живое и	1	2
261	по его	1	2
262	самого себя	2	2
263	его в	4	2
264	он сам	5	2
265	по своей	1	2
266	же не	2	2
267	одной из	1	2
268	путь к	1	2
269	но только	2	2
270	с этой	2	2
271	что касается	1	2
272	в начале	4	2
273	в сущности	11	2
274	как не	1	2
275	он ни	3	2
276	что даже	2	2
277	найти в	1	2
278	на себя	1	2
279	к своему	5	2
280	говорить с	1	2
281	нам представляется	1	2
282	только что	3	2
283	в этих	1	2
284	всей своей	2	2
285	и к	12	2
286	на него	7	2
287	для того	1	2
288	которых мы	2	2
289	в согласии	1	2
290	из этого	1	2
291	в целом	5	2
292	в мире	4	2
293	но как	4	2
294	к его	1	2
295	об этих	1	2
296	только с	3	2
297	но уже	1	2
298	это последнее	1	2
299	с этим	2	2
300	вот в	1	2
301	период его	1	2
302	но на	4	2
303	оказывается что	1	2
304	можно найти	1	2
305	не имел	1	2
306	же и	2	2
307	мы сейчас	1	2
308	а и	1	2
309	он был	1	2
310	является как	1	2
311	в изображении	1	2
312	его творчества	1	2
313	в их	1	2
314	сам же	1	2
315	правда по	1	2
316	не успел	1	2
317	друг друга	2	2
318	другой стороны	3	2
319	его второй	1	2
320	с таким	4	2
321	по преимуществу	1	2
322	в сторону	2	2
323	этом отношении	1	2
324	не могут	1	2
325	не хочет	2	2
326	она не	1	2
327	и само	1	2
328	еще раз	1	2
329	роль в	1	2
330	нет ничего	1	2
331	он понимает	1	2
332	же деле	1	2
333	не как	3	2
334	без всякой	1	2
335	быть и	2	2
336	с его	6	2
337	в тонах	1	2
338	понимает как	1	2
339	ко второму	1	2
340	здесь же	1	2
341	все и	4	2
342	все они	1	2
343	но что	1	2
344	обращает на	2	2
345	не о	4	2
346	так вот	3	2
347	которых он	2	2
348	внимания на	1	2
349	и такого	1	2
350	и речи	1	2
351	никогда и	1	2
352	не является	2	2
353	себе и	5	2
354	из них	5	2
355	ни на	1	2
356	является в	1	2
357	и по	1	2
358	характерна для	1	2
359	он уже	3	2
360	и более	1	2
361	той или	2	2
362	и самая	1	2
363	что по	1	1
364	вдруг в	1	1
365	войти в	2	1
366	каждому из	1	1
367	с ее	3	1
368	был прямо	1	1
369	может и	1	1
370	этот раз	1	1
371	они были	1	1
372	какой бы	1	1
373	эти черты	1	1
374	независимость от	2	1
375	в строгом	1	1
376	эту тему	1	1
377	когда мы	1	1
378	оно стремится	3	1
379	а где	1	1
380	говорит не	1	1
381	материал нам	1	1
382	но она	1	1
383	еще всецело	1	1
384	которую он	1	1
385	одно мгновение	1	1
386	чтобы в	1	1
387	и вот	5	1
388	как здесь	1	1
389	от всякого	1	1
390	все те	2	1
391	что их	1	1
392	даже от	1	1
393	это мы	1	1
394	за что	1	1
395	ясно и	1	1
396	п а	1	1
397	тут мы	1	1
398	тех же	1	1
399	можно сказать	1	1
400	был действительно	1	1
401	не чем	1	1
402	но он	3	1
403	да еще	2	1
404	всем этим	2	1
405	жизни и	3	1
406	она тем	1	1
407	в плане	6	1
408	что они	6	1
409	он хотел	1	1
410	уже как	1	1
411	почти все	2	1
412	вопрос что	1	1
413	позднего периода	1	1
414	в один	1	1
415	начинается с	1	1
416	его но	1	1
417	оно является	1	1
418	другого как	4	1
419	в критике	1	1
420	него и	2	1
421	это слово	5	1
422	для всего	1	1
423	этого он	1	1
424	себя то	2	1
425	кажется в	1	1
426	мы здесь	1	1
427	это определение	1	1
428	вот этот	2	1
429	и их	1	1
430	ни слова	1	1
431	выходит за	2	1
432	что сам	2	1
433	первых двух	1	1
434	о каком	1	1
435	считать ее	1	1
436	не говоря	1	1
437	это вовсе	1	1
438	рядом с	4	1
439	друг другу	4	1
440	после всего	1	1
441	же мы	1	1
442	здесь с	1	1
443	а вместе	1	1
444	бы он	4	1
445	мы сказали	1	1
446	которого мы	1	1
447	тогда и	2	1
448	и больше	1	1
449	в эти	2	1
450	он знает	2	1
451	с ней	1	1
452	с самим	14	1
453	сих пор	1	1
454	я и	2	1
455	при всей	2	1
456	конечно и	1	1
457	один и	1	1
458	и теперь	1	1
459	к которому	2	1
460	черты и	1	1
461	движется в	1	1
462	бы не	2	1
463	которая может	1	1
464	до сих	1	1
465	в некоторых	1	1
466	и без	2	1
467	тогда в	2	1
468	не хотел	1	1
469	человек не	1	1
470	его нет	1	1
471	та же	2	1
472	как впрочем	1	1
473	а между	3	1
474	так в	2	1
475	тут надо	1	1
476	отношении к	7	1
477	и часто	1	1
478	определяется его	1	1
479	во всякой	1	1
480	которой он	2	1
481	и он	2	1
482	по разным	1	1
483	борьба в	1	1
484	определение но	1	1
485	них мы	1	1
486	те же	2	1
487	ли в	1	1
488	чтобы он	1	1
489	к самому	3	1
490	подробный анализ	1	1
491	такого же	2	1
492	что только	1	1
493	он во	2	1
494	и во	3	1
495	жизнь это	1	1
496	такое же	1	1
497	правильного понимания	1	1
498	и позволяет	1	1
499	только еще	1	1
500	еще две	1	1
501	это очень	1	1
502	когда он	2	1
503	а тогда	2	1
504	им в	1	1
505	том и	1	1
506	нуждается в	3	1
507	отношением к	4	1
508	с совершенно	1	1
509	мысль и	2	1
510	нигде не	1	1
511	как мой	1	1
512	резко отличается	1	1
513	и самого	1	1
514	он это	2	1
515	выступает здесь	2	1
516	представляется ему	1	1
517	что человек	1	1
518	например в	2	1
519	еще на	1	1
520	в письме	1	1
521	между ними	1	1
522	но зато	3	1
523	о своей	2	1
524	в заключение	2	1
525	конечно в	2	1
526	никакого внимания	2	1
527	на одно	2	1
528	в корне	1	1
529	к чему	2	1
530	она есть	1	1
531	в себя	1	1
532	особенно в	2	1
533	что слово	1	1
534	он как	4	1
535	еще только	1	1
536	далек от	1	1
537	нет и	3	1
538	или на	1	1
539	еще более	2	1
540	и главное	1	1
541	другой не	1	1
542	не знал	2	1
543	фигурирует в	1	1
544	быть актом	1	1
545	очень часто	2	1
546	из его	4	1
547	из которых	1	1
548	и весь	1	1
549	этом случае	2	1
550	не происходит	1	1
551	на все	1	1
552	этого необходимо	2	1
553	слишком уж	1	1
554	я хочу	2	1
555	ли она	1	1
556	сама по	2	1
557	которое как	1	1
558	на вопрос	4	1
559	после этого	1	1
560	которые в	2	1
561	и мне	1	1
562	другом и	1	1
563	смысле и	1	1
564	даже с	1	1
565	как в	4	1
566	благодаря тому	1	1
567	категорию и	1	1
568	знаю что	2	1
569	само собою	1	1
570	два года	1	1
571	а может	2	1
572	но этот	2	1
573	все такого	1	1
574	как все	1	1
575	и сводится	1	1
576	нельзя ли	1	1
577	больше всего	1	1
578	идея как	1	1
579	голос и	3	1
580	яркостью и	1	1
581	это и	2	1
582	пусть будет	1	1
583	с которым	7	1
584	но очень	1	1
585	в душе	2	1
586	можно говорить	1	1
587	силы и	1	1
588	в статье	1	1
589	до того	1	1
590	сказать и	1	1
591	трудно сказать	1	1
592	слово по	1	1
593	лишь в	5	1
594	без которого	1	1
595	которым он	6	1
596	и мы	1	1
597	каждый раз	1	1
598	самому себе	1	1
599	пока еще	2	1
600	него не	1	1
601	как он	3	1
602	для нее	1	1
603	навсегда и	1	1
604	не то	2	1
605	во всех	2	1
606	звучит не	1	1
607	уже давно	1	1
608	в стремлении	1	1
609	должны были	1	1
610	еще очень	1	1
611	даны в	1	1
612	словом и	3	1
613	тотчас же	4	1
614	один из	2	1
615	определяется не	2	1
616	сказать так	1	1
617	вся эта	1	1
618	ясно что	1	1
619	к которой	1	1
620	и давала	1	1
621	в человеке	2	1
622	не обращая	1	1
623	в последнем	2	1
624	для оправдания	1	1
625	о чем	2	1
626	не довлеет	1	1
627	о таком	1	1
628	него нет	2	1
629	считает что	1	1
630	что такой	1	1
631	у которого	1	1
632	нашей современности	1	1
633	любви и	1	1
634	в основе	1	1
635	а так	2	1
636	во время	2	1
637	что еще	1	1
638	по своему	3	1
639	ко всему	1	1
640	в них	2	1
641	силен в	1	1
642	и другим	1	1
643	но так	3	1
644	только не	1	1
645	от нас	1	1
646	и она	1	1
647	одна из	1	1
648	того в	1	1
649	себе не	1	1
650	внимание на	1	1
651	этого слова	7	1
652	ни было	4	1
653	а к	2	1
654	строгом смысле	1	1
655	он в	4	1
656	будто бы	2	1
657	на всю	2	1
658	том же	1	1
659	и об	2	1
660	так сказать	2	1
661	очень важно	2	1
662	и навсегда	1	1
663	нам еще	1	1
664	подобное понимание	1	1
665	во всей	1	1
666	чтобы не	1	1
667	ему и	1	1
668	бога и	1	1
669	но я	2	1
670	слова и	10	1
671	не для	2	1
672	в творчестве	3	1
673	от другого	3	1
674	в ее	3	1
675	себя и	8	1
676	этой воле	1	1
677	в процессе	1	1
678	себя как	2	1
679	доказать что	1	1
680	не являются	1	1
681	бы с	2	1
682	что весь	1	1
683	ли это	2	1
684	что тут	1	1
685	оттого что	1	1
686	своей статье	1	1
687	им из	2	1
688	из всех	1	1
689	человека к	1	1
690	их в	3	1
691	бы его	4	1
692	возвращается к	1	1
693	же вдруг	1	1
694	и духовных	1	1
695	впрочем и	1	1
696	все это	16	1
697	тоже с	1	1
698	в свой	1	1
699	к человеку	1	1
700	поэтом и	1	1
701	было в	2	1
702	мы говорили	1	1
703	которое не	1	1
704	в каждой	1	1
705	и сам	5	1
706	здесь он	1	1
707	и прежде	4	1
708	к все	1	1
709	того и	1	1
710	или слово	1	1
711	в общем	4	1
712	самого начала	8	1
713	отметить что	1	1
714	и вопреки	1	1
715	признать что	2	1
716	сделать его	2	1
717	но из	1	1
718	с самого	8	1
719	же он	2	1
720	даже для	1	1
721	его внутренний	3	1
722	в такой	3	1
723	говорит что	1	1
724	не поймет	1	1
725	для его	2	1
726	же почти	1	1
727	только для	1	1
728	знал и	1	1
729	есть нечто	1	1
730	на этот	1	1
731	все равно	4	1
732	больше ничего	1	1
733	мы могли	1	1
734	ум и	1	1
735	всего в	1	1
736	время он	1	1
737	всего этого	2	1
738	другого и	1	1
739	самом деле	13	1
740	было для	1	1
741	речи в	2	1
742	которыми он	1	1
743	слова у	1	1
744	и самой	1	1
745	в которых	2	1
746	знает что	3	1
747	с известной	1	1
748	и должно	2	1
749	котором он	1	1
750	стиль его	3	1
