N	3gram	Potebnia_M_1	StatiiOP
1	в том что	13	16
2	о том что	1	11
3	в этом отношении	1	9
4	и т д	4	6
5	до сих пор	1	5
6	для того чтобы	2	5
7	к тому что	2	5
8	дело в том	2	4
9	обратить внимание на	1	4
10	после того как	1	4
11	в одном из	1	3
12	и т п	2	3
13	так же как	1	3
14	с другой стороны	5	3
15	во всяком случае	1	3
16	с самого начала	3	3
17	вопрос о том	1	3
18	только потому что	2	2
19	с точки зрения	3	2
20	сами по себе	1	2
21	бы то ни	2	2
22	то что в	1	2
23	в этом месте	1	2
24	ни в одном	1	2
25	то ни было	1	2
26	и в этом	6	2
27	всяком случае не	1	2
28	не в том	4	2
29	в этих словах	1	2
30	более или менее	1	2
31	так и в	3	2
32	не только не	2	2
33	но все же	1	2
34	с тем что	3	2
35	на то что	1	2
36	в том смысле	4	2
37	тем не менее	6	2
38	а между тем	3	1
39	известно например что	1	1
40	хотя бы даже	2	1
41	таким образом уже	1	1
42	точки зрения но	1	1
43	и совершенно не	1	1
44	там где нет	1	1
45	и для самого	1	1
46	не говоря уже	1	1
47	на самом деле	1	1
48	но и по	1	1
49	в таком виде	2	1
50	в этом смысле	4	1
51	так что в	2	1
52	в ответ на	1	1
53	в полной силе	1	1
54	и что во	1	1
55	между тем в	1	1
56	сам по себе	1	1
57	их и не	1	1
58	и в тех	1	1
59	виде в каком	1	1
60	говоря уже о	1	1
61	точно так же	1	1
62	на этот вопрос	2	1
63	не нашел бы	1	1
64	с тех пор	1	1
65	что язык не	1	1
66	во внимание что	2	1
67	уже о том	1	1
68	не было они	1	1
69	том смысле что	1	1
70	потому что оно	1	1
71	мы видели выше	1	1
72	в каком он	1	1
73	в связи с	1	1
74	не только к	1	1
75	и в том	3	1
76	тем что в	1	1
77	по отношению к	13	1
78	то же время	3	1
79	не могли быть	1	1
80	заключается в том	1	1
81	в то время	1	1
82	имея в виду	1	1
83	в свою очередь	4	1
84	ни для кого	1	1
85	на этом основании	1	1
86	но если б	1	1
87	в создании своего	1	1
88	и все это	1	1
89	как бы ни	2	1
90	по его мнению	4	1
91	в то же	3	1
92	таким образом в	1	1
93	язык которым говорит	1	1
94	как мы видели	1	1
