N	3gram	Voloshinov_1	VerxiiNi
1	с одной стороны	2	7
2	с точки зрения	2	6
3	во всяком случае	1	6
4	более или менее	1	5
5	до сих пор	3	5
6	по крайней мере	1	5
7	о том что	1	4
8	но все же	1	4
9	к тому же	1	4
10	так же как	1	3
11	и таким образом	1	3
12	тем не менее	3	3
13	в том что	4	3
14	то же самое	2	2
15	но все это	1	2
16	в этом отношении	1	2
17	может быть и	3	2
18	то ни было	3	2
19	бы то ни	3	2
20	то же время	1	2
21	ничего общего с	1	2
22	этой точки зрения	3	2
23	с самого начала	1	2
24	можно сказать что	5	2
25	в то же	1	2
26	и в этом	1	2
27	в так называемой	1	1
28	а между тем	1	1
29	по отношению к	11	1
30	имеем в виду	2	1
31	в самом деле	1	1
32	в настоящее время	2	1
33	формой и содержанием	1	1
34	до известной степени	2	1
35	сами по себе	1	1
36	особенно важное значение	1	1
37	поскольку они являются	1	1
38	но для этого	1	1
39	совершенно ясно что	1	1
40	случае мы имеем	1	1
41	жизни он должен	1	1
42	в данном случае	2	1
43	но в то	1	1
44	все более и	1	1
45	в этом направлении	1	1
46	друг к другу	1	1
47	если бы удалось	1	1
48	с другой стороны	2	1
49	между формой и	1	1
50	один и тот	1	1
51	не совпадает с	1	1
52	здесь таким образом	1	1
53	только то что	1	1
54	сих пор не	1	1
55	не может быть	7	1
56	но тем не	2	1
57	в то время	1	1
58	на одну доску	1	1
59	и что она	1	1
60	в свою очередь	1	1
61	более и более	1	1
62	мы имеем в	1	1
63	том что все	1	1
64	у нас остается	1	1
65	к нему в	1	1
66	как на нечто	1	1
67	и тот же	1	1
