N	2gram	Voloshinov_1	Vladivir
1	и в	15	31
2	не только	5	24
3	но и	4	19
4	то что	10	18
5	и не	16	17
6	и даже	2	15
7	у него	3	15
8	и с	7	14
9	что в	6	14
10	в этом	13	14
11	он был	3	14
12	том что	5	14
13	там же	1	13
14	в его	9	12
15	по поводу	2	12
16	но в	9	12
17	что он	8	12
18	потому что	4	11
19	в том	4	11
20	философии и	1	11
21	с его	8	11
22	о том	1	11
23	же с	2	11
24	и то	2	10
25	он не	4	10
26	также и	1	10
27	в течение	2	9
28	а в	6	9
29	никогда не	7	9
30	как мы	10	9
31	только в	6	9
32	в дальнейшем	2	8
33	в то	6	8
34	так как	9	8
35	и по	5	8
36	как раз	2	7
37	как это	1	7
38	об этом	4	7
39	для него	5	7
40	и его	15	7
41	сказать что	6	7
42	мы сейчас	1	7
43	мы уже	5	7
44	уже в	1	7
45	о нем	1	7
46	можно сказать	4	6
47	того же	1	6
48	не может	13	6
49	в котором	1	6
50	на этот	1	6
51	так и	10	6
52	свое время	1	6
53	не без	3	6
54	то же	7	6
55	и к	7	6
56	в качестве	2	6
57	у нас	3	6
58	и потому	8	6
59	это было	1	6
60	иной раз	1	6
61	и что	3	6
62	его жизни	6	6
63	может быть	13	6
64	к этому	7	6
65	он и	2	6
66	со своим	1	5
67	в свое	1	5
68	что же	4	5
69	жизни и	5	5
70	на то	1	5
71	не было	4	5
72	вовсе не	2	5
73	в период	5	5
74	с ним	12	5
75	не в	4	5
76	которой он	2	5
77	но как	1	5
78	и от	1	5
79	а с	1	5
80	когда он	1	5
81	что и	2	5
82	и психологии	1	5
83	в своих	4	5
84	не был	1	5
85	а также	1	5
86	все это	5	5
87	это был	1	5
88	в я	2	4
89	главным образом	4	4
90	в себе	4	4
91	же время	5	4
92	мы и	4	4
93	в этот	4	4
94	в нас	2	4
95	и все	4	4
96	в этой	5	4
97	к нему	7	4
98	в нем	4	4
99	и теперь	1	4
100	в своей	9	4
101	и вообще	1	4
102	совсем не	5	4
103	к ней	2	4
104	хотя и	1	4
105	мысли и	4	4
106	что его	1	4
107	как он	1	4
108	дело в	2	4
109	один из	4	4
110	в истории	3	4
111	в особенности	1	4
112	в которой	1	4
113	в нашем	3	4
114	я не	3	4
115	и у	6	4
116	себя в	2	4
117	же касается	1	4
118	и особенно	1	4
119	шопенгауэра и	3	4
120	как и	6	4
121	и как	1	4
122	еще в	1	4
123	в своем	2	4
124	все эти	9	3
125	то мы	1	3
126	все же	5	3
127	и вот	6	3
128	всю жизнь	1	3
129	что они	1	3
130	ранних лет	1	3
131	всей жизни	4	3
132	отца и	3	3
133	таким образом	21	3
134	чувства к	2	3
135	в жизни	5	3
136	и так	1	3
137	то есть	1	3
138	и здесь	1	3
139	но не	5	3
140	вместе с	4	3
141	здесь мы	1	3
142	отношение к	7	3
143	в начале	1	3
144	и притом	1	3
145	о которой	2	3
146	и очень	2	3
147	к тому	4	3
148	к своему	1	3
149	за пределы	2	3
150	что этот	1	3
151	на него	4	3
152	как в	3	3
153	и через	2	3
154	в целом	2	3
155	мы увидим	4	3
156	тот же	5	3
157	в отношении	2	3
158	он в	1	3
159	вся эта	1	3
160	ничего не	2	3
161	под влиянием	1	3
162	уже не	5	3
163	во время	5	3
164	по своему	1	3
165	человека как	1	3
166	к его	1	3
167	и на	3	3
168	в семье	1	3
169	в науке	1	3
170	с другой	1	3
171	в общем	1	3
172	раз и	1	3
173	на себя	2	3
174	только на	2	3
175	со своими	1	3
176	отнюдь не	2	3
177	но это	2	3
178	в свои	1	2
179	одним из	3	2
180	и постоянно	1	2
181	почти не	1	2
182	с первого	1	2
183	которой мы	3	2
184	еще не	7	2
185	во всяком	4	2
186	это мы	1	2
187	наука и	2	2
188	из этого	2	2
189	тех же	1	2
190	обстоятельство что	1	2
191	форме не	1	2
192	и ни	1	2
193	в религиозных	1	2
194	даже не	1	2
195	при этом	7	2
196	по учению	1	2
197	воли и	1	2
198	и для	2	2
199	т д	1	2
200	как на	3	2
201	учение о	2	2
202	не менее	3	2
203	и тот	2	2
204	точки зрения	13	2
205	значение для	2	2
206	то обстоятельство	1	2
207	к этой	1	2
208	но мы	2	2
209	даже в	1	2
210	и это	1	2
211	хотя бы	7	2
212	то и	1	2
213	того чтобы	2	2
214	что на	1	2
215	о высшем	1	2
216	ответ на	2	2
217	его к	1	2
218	он сам	4	2
219	одной из	1	2
220	в чем	4	2
221	кажется что	1	2
222	совершенно не	2	2
223	того что	2	2
224	по этому	1	2
225	и т	1	2
226	нет и	1	2
227	некоторое время	1	2
228	в момент	1	2
229	на все	2	2
230	знаем что	3	2
231	один и	2	2
232	молодой человек	1	2
233	из этих	4	2
234	это и	1	2
235	именно с	1	2
236	были в	1	2
237	что такое	3	2
238	мы должны	7	2
239	для нее	1	2
240	и о	3	2
241	для того	1	2
242	ни в	6	2
243	на основании	2	2
244	всяком случае	3	2
245	ясно что	1	2
246	тем что	1	2
247	но его	1	2
248	тем не	2	2
249	это делает	1	2
250	этой области	3	2
251	что все	5	2
252	ему в	1	2
253	со стороны	2	2
254	в философии	1	2
255	образом в	1	2
256	с ними	4	2
257	на первый	1	2
258	на это	1	2
259	на всю	1	2
260	чтобы он	1	2
261	в самом	6	2
262	жизнь в	1	2
263	своих детей	1	2
264	мы будем	1	2
265	сведения о	1	2
266	часто и	1	2
267	на этом	5	2
268	той же	2	2
269	в свой	2	2
270	в которую	1	2
271	тем более	1	2
272	прибавить что	1	2
273	и гартмана	2	2
274	того и	1	2
275	во многом	2	2
276	и за	2	2
277	он стал	1	2
278	в вопросах	1	2
279	то время	1	2
280	в возрасте	1	2
281	по существу	1	2
282	в каком	3	2
283	и до	3	2
284	годы в	1	2
285	все что	9	2
286	что она	2	2
287	мы знаем	7	2
288	конечно не	3	2
289	которых он	1	2
290	было бы	6	2
291	к себе	3	2
292	не будем	2	2
293	и почти	1	2
294	что с	1	2
295	уже и	1	2
296	особого рода	1	2
297	из них	1	2
298	никак нельзя	1	2
299	что мы	2	2
300	чем не	2	2
301	этому времени	2	2
302	что по	1	1
303	о которых	1	1
304	который и	1	1
305	новое качество	1	1
306	жизни а	1	1
307	течение первого	2	1
308	образования в	1	1
309	убежден что	1	1
310	него уже	1	1
311	сказать я	1	1
312	на протяжении	5	1
313	и совсем	1	1
314	каком случае	1	1
315	что можно	1	1
316	и того	1	1
317	самого себя	2	1
318	бы в	2	1
319	было его	2	1
320	таких случаях	2	1
321	интерес к	1	1
322	одно и	1	1
323	о ней	1	1
324	много лет	1	1
325	и свежести	1	1
326	которые мы	2	1
327	так сказать	3	1
328	в противоположность	1	1
329	теории происхождения	1	1
330	любовь к	1	1
331	или в	1	1
332	когда человек	1	1
333	представлял себе	1	1
334	или не	1	1
335	в состоянии	2	1
336	теперь в	1	1
337	все с	1	1
338	в разных	1	1
339	вопросе о	1	1
340	ко всему	2	1
341	прежде всего	11	1
342	без труда	1	1
343	и совершенно	1	1
344	в более	3	1
345	что когда	1	1
346	что как	1	1
347	что вся	1	1
348	для всех	2	1
349	уже знаем	3	1
350	не к	1	1
351	время как	1	1
352	о своих	3	1
353	в настоящем	1	1
354	действительности поэтому	1	1
355	и навсегда	1	1
356	для них	3	1
357	выводов о	1	1
358	появилось новое	1	1
359	связи с	1	1
360	это новое	2	1
361	как с	1	1
362	и являются	2	1
363	в точности	1	1
364	к другим	2	1
365	всякого человека	1	1
366	это часто	1	1
367	постоянной и	1	1
368	перейти в	1	1
369	из этой	2	1
370	его образования	1	1
371	этом мы	3	1
372	где мы	1	1
373	большое значение	2	1
374	о второй	1	1
375	не понял	1	1
376	и больше	1	1
377	в самую	1	1
378	на два	1	1
379	мировоззрения и	1	1
380	этой работе	1	1
381	в обществе	2	1
382	настоящее время	1	1
383	всего этого	1	1
384	что отец	1	1
385	время это	1	1
386	каким был	1	1
387	было в	1	1
388	а скорее	1	1
389	и во	1	1
390	с помощью	9	1
391	называет его	1	1
392	жить и	1	1
393	дает нам	2	1
394	если это	1	1
395	и которая	1	1
396	которая в	1	1
397	и другие	2	1
398	на место	3	1
399	и философской	1	1
400	затем в	1	1
401	и без	1	1
402	уже на	1	1
403	человека с	2	1
404	с другими	5	1
405	любовь и	1	1
406	ним в	1	1
407	во всех	8	1
408	в руках	1	1
409	не существует	3	1
410	только то	3	1
411	его уже	1	1
412	первые годы	1	1
413	в другой	1	1
414	только его	1	1
415	и часто	2	1
416	еще о	1	1
417	в основных	3	1
418	как его	2	1
419	если он	5	1
420	в одном	3	1
421	он вернулся	1	1
422	то в	1	1
423	три дня	1	1
424	те же	4	1
425	влияние на	1	1
426	на себе	1	1
427	одно из	3	1
428	со всеми	3	1
429	правда в	2	1
430	он находит	1	1
431	такого же	1	1
432	протяжении всей	5	1
433	только еще	1	1
434	но все	2	1
435	дать не	1	1
436	к нам	1	1
437	мы еще	1	1
438	сводится к	3	1
439	и гораздо	1	1
440	и только	4	1
441	нами выше	2	1
442	жизни в	3	1
443	этому вопросу	1	1
444	выходят за	1	1
445	из всего	1	1
446	по которой	1	1
447	все то	2	1
448	можно только	1	1
449	не нашел	1	1
450	и самого	1	1
451	я в	1	1
452	что человек	1	1
453	мы имели	1	1
454	нам кажется	1	1
455	из него	2	1
456	между ними	2	1
457	видели что	1	1
458	в заключение	3	1
459	во всей	1	1
460	отношения к	2	1
461	в таких	3	1
462	в таком	3	1
463	следовательно и	2	1
464	быть не	1	1
465	жизни так	3	1
466	мы несколько	1	1
467	особенно в	1	1
468	уже с	1	1
469	для такой	1	1
470	которые как	1	1
471	жизни когда	1	1
472	но если	2	1
473	на самом	2	1
474	в первый	4	1
475	у них	1	1
476	это не	2	1
477	свободно и	1	1
478	он их	1	1
479	и единственным	1	1
480	того он	1	1
481	явлений и	2	1
482	от отца	1	1
483	еще очень	1	1
484	года своего	1	1
485	второй половине	1	1
486	по всему	2	1
487	в этих	2	1
488	к отцу	15	1
489	и той	1	1
490	в историю	2	1
491	содержание этого	1	1
492	к такой	1	1
493	по отношению	11	1
494	психологии в	1	1
495	материалом для	1	1
496	с самых	1	1
497	на вопрос	1	1
498	эти чувства	1	1
499	которые в	1	1
500	оказалось что	1	1
501	всех своих	1	1
502	переводе на	1	1
503	с ее	3	1
504	которые он	1	1
505	отцу и	2	1
506	одной плоскости	1	1
507	вражды и	1	1
508	которая с	1	1
509	ее в	2	1
510	на почве	2	1
511	не соответствует	1	1
512	выражение в	2	1
513	связанная с	1	1
514	большую роль	2	1
515	закончим характеристику	1	1
516	только одно	1	1
517	любви к	1	1
518	для самого	2	1
519	них не	2	1
520	с этих	1	1
521	на языке	1	1
522	отец был	1	1
523	одной и	1	1
524	в высшей	2	1
525	из тех	1	1
526	то ни	1	1
527	трудно и	1	1
528	г в	1	1
529	сама с	1	1
530	и всего	2	1
531	через три	1	1
532	и искусно	1	1
533	в изучении	1	1
534	ибо не	2	1
535	другого человека	1	1
536	и глубину	1	1
537	него только	2	1
538	но уже	1	1
539	свою очередь	1	1
540	его научных	1	1
541	воспоминания о	2	1
542	говорит о	1	1
543	природы и	1	1
544	во второй	5	1
545	и поэтому	1	1
546	чтобы скрыть	1	1
547	в одной	2	1
548	относится к	1	1
549	сказать о	1	1
550	ко всей	1	1
551	только через	1	1
552	время когда	1	1
553	нам в	2	1
554	целом и	2	1
555	примеры мы	1	1
556	на них	1	1
557	их и	1	1
558	вызывает в	1	1
559	заметить что	1	1
560	только во	1	1
561	развития к	1	1
562	не говоря	1	1
563	в эпоху	3	1
564	себе и	1	1
565	мы имеем	1	1
566	по мнению	6	1
567	и философские	1	1
568	ни один	2	1
569	он никогда	1	1
570	этот первый	1	1
571	с еще	1	1
572	нужно сказать	1	1
573	однако и	2	1
574	было еще	1	1
575	об ее	1	1
576	только не	1	1
577	без того	1	1
578	одна из	3	1
579	и тем	1	1
580	считаем необходимым	1	1
581	так же	1	1
582	только потому	1	1
583	его развития	1	1
584	относилась к	1	1
585	всем своем	1	1
586	своего отца	1	1
587	от того	3	1
588	этом же	1	1
589	согласиться с	1	1
590	в настоящее	1	1
591	с чувством	2	1
592	именно в	3	1
593	с одной	1	1
594	направления философской	1	1
595	тому что	3	1
596	к которой	1	1
597	место и	1	1
598	этом отношении	2	1
599	очень важен	1	1
600	который как	1	1
601	и мысли	1	1
602	не могут	3	1
603	с сознанием	6	1
604	волю и	1	1
605	на месте	1	1
606	у других	1	1
607	себя и	3	1
608	мы можем	12	1
609	близость к	1	1
610	вот с	1	1
611	она не	2	1
612	до конца	5	1
613	а из	1	1
614	связь с	4	1
615	о них	2	1
616	поэтому в	1	1
617	метод был	1	1
618	и когда	1	1
619	роль в	6	1
620	дать ему	3	1
621	далеко не	4	1
622	их в	2	1
623	заметим что	1	1
624	одной стороны	1	1
625	не как	1	1
626	в атмосфере	1	1
627	его собственный	1	1
628	ли он	1	1
629	в различных	2	1
630	истории и	1	1
631	вопрос о	1	1
632	и хотя	1	1
633	ведь и	2	1
634	на две	3	1
635	этих двух	2	1
636	хотя с	1	1
637	не приходится	1	1
638	человек может	2	1
639	склонен к	1	1
640	и представлений	1	1
641	научной и	1	1
642	известной степени	1	1
643	такие представления	2	1
644	был связан	1	1
645	этот последний	1	1
646	правда не	1	1
647	мы не	4	1
648	за ними	1	1
649	в основном	2	1
650	сейчас же	2	1
651	эти сведения	1	1
652	конечно с	2	1
653	чем в	1	1
654	не следует	2	1
655	учения о	1	1
656	а следовательно	2	1
657	самом деле	7	1
658	было для	1	1
659	в области	3	1
660	а не	2	1
661	которые не	1	1
662	таким же	1	1
663	или как	3	1
664	успех и	2	1
665	и есть	2	1
666	в ней	5	1
667	нас в	2	1
668	и пр	9	1
669	одному человеку	1	1
670	что может	3	1
671	и бытие	1	1
672	уже нет	1	1
673	последние годы	1	1
674	котором он	1	1
