N	3gram	Vygotskiy__6	SlovoVZh
1	по отношению к	10	11
2	не может быть	2	7
3	в нашем примере	2	7
4	можно сказать что	6	5
5	в том что	19	4
6	и не может	2	3
7	и по отношению	1	3
8	тем не менее	1	3
9	этой точки зрения	1	3
10	до сих пор	3	3
11	отношение к предмету	2	2
12	зависит от того	1	2
13	на самом деле	1	2
14	с другой стороны	2	2
15	то же самое	6	2
16	с точки зрения	10	2
17	в зависимости от	5	2
18	до известной степени	2	2
19	но отнюдь не	1	2
20	в каком отношении	1	2
21	в данном случае	1	2
22	в настоящее время	1	2
23	ни на один	1	2
24	с одной стороны	1	2
25	тех или иных	1	1
26	зависимости от того	1	1
27	том что в	1	1
28	один и тот	1	1
29	и в этом	1	1
30	с большим трудом	1	1
31	и к его	1	1
32	имеем дело с	1	1
33	это на примере	1	1
34	на один шаг	1	1
35	мы имеем дело	2	1
36	и связи с	1	1
37	в этом направлении	1	1
38	то время как	5	1
39	друг к другу	3	1
40	но то же	1	1
41	в самом деле	1	1
42	в этом смысле	2	1
43	же как и	1	1
44	в то время	6	1
45	другой стороны как	1	1
46	свое влияние на	1	1
47	он не должен	1	1
48	что мы имеем	1	1
49	сам по себе	1	1
50	является то что	1	1
51	сами по себе	1	1
52	таким образом мы	2	1
53	два основных момента	1	1
54	то что мы	2	1
55	в свою очередь	1	1
56	было бы показать	1	1
57	но все это	1	1
58	только то что	2	1
59	ничего общего с	1	1
60	в этом отношении	3	1
61	по аналогии с	1	1
62	с самого начала	7	1
63	то что я	1	1
64	можно было бы	5	1
65	подобно тому как	1	1
66	не может стать	1	1
67	кто не знает	1	1
68	включает в себя	1	1
69	в лучшем случае	1	1
70	сводится только к	1	1
71	таким образом не	1	1
72	случае мы имеем	1	1
73	таким образом самая	1	1
74	допустим что мы	1	1
75	может быть понято	1	1
76	в том и	1	1
77	и тогда когда	1	1
78	если бы оно	2	1
79	бы показать что	1	1
80	по самому существу	1	1
81	так же как	6	1
82	не совпадает с	1	1
83	содержание но что	1	1
84	они входят в	1	1
85	как и в	1	1
86	сих пор мы	1	1
87	в том же	2	1
88	и тот же	1	1
