N	3gram	Tiupa_Anal_2	Psycholo
1	на то что	2	16
2	в том что	6	14
3	с одной стороны	4	12
4	о том что	6	6
5	заключается в том	1	6
6	к тому что	1	6
7	в самом деле	1	5
8	с другой стороны	2	5
9	так же точно	1	5
10	не только не	2	4
11	не в состоянии	1	3
12	одним и тем	1	3
13	никак не может	1	3
14	то же самое	1	3
15	на этот вопрос	1	3
16	и то что	2	3
17	одно и то	1	3
18	и то же	1	3
19	и тем же	1	3
20	можно было бы	2	3
21	друг с другом	1	3
22	в этом отношении	3	3
23	что иное как	1	2
24	состоит в том	4	2
25	в этом случае	4	2
26	с точки зрения	2	2
27	в отличие от	2	2
28	в данном случае	5	2
29	сами по себе	1	2
30	не только в	2	2
31	ответ на этот	1	2
32	не может быть	1	2
33	и в самом	2	2
34	не что иное	1	2
35	той или иной	3	2
36	можно сказать что	1	2
37	по отношению к	4	1
38	более или менее	1	1
39	всю полноту его	1	1
40	в этом смысле	2	1
41	как говорит сам	1	1
42	а в том	1	1
43	и в этом	4	1
44	точки зрения которая	1	1
45	в нас и	1	1
46	до известной степени	1	1
47	каждом отдельном случае	1	1
48	только то что	1	1
49	том или ином	2	1
50	то что она	1	1
51	что в конце	1	1
52	несмотря на то	1	1
53	с этой точки	1	1
54	по крайней мере	3	1
55	в применении к	1	1
56	мы видим как	1	1
57	в том или	2	1
58	в литературном произведении	1	1
59	той точки зрения	1	1
60	в противоречие с	1	1
61	и тот же	1	1
62	жизни но и	1	1
63	как один из	1	1
64	это имеет место	1	1
65	имеем дело с	1	1
66	едва ли не	2	1
67	приводит к тому	1	1
68	то что все	1	1
69	что при таком	1	1
70	этой точки зрения	1	1
71	первой части романа	1	1
72	того или иного	3	1
73	в частности в	2	1
74	в свою очередь	1	1
75	в конечном счете	2	1
76	ни одна из	1	1
77	во времени и	1	1
78	что один из	1	1
79	речь идет о	1	1
80	ни о чем	1	1
81	в целом ряде	1	1
82	состоит именно в	1	1
83	на всем протяжении	1	1
84	в каждом отдельном	1	1
85	в том смысле	1	1
86	и т.п и	1	1
87	в ответ на	2	1
88	мы имеем дело	3	1
89	же точно и	1	1
90	в полной мере	1	1
91	обратим внимание на	1	1
92	смерти то есть	1	1
93	при взгляде на	1	1
