N	2gram	Vygotskiy__6	PoTuStor
1	может быть	13	17
2	и в	28	16
3	в этом	27	9
4	таким образом	18	9
5	и только	3	9
6	мы можем	9	9
7	прежде всего	2	9
8	и с	1	8
9	точки зрения	13	8
10	и его	3	8
11	не может	19	8
12	совершенно не	1	8
13	с его	3	7
14	не только	16	7
15	сказать что	13	7
16	самом деле	2	6
17	конечно не	1	6
18	при этом	3	6
19	с точки	10	6
20	и это	1	6
21	для него	6	6
22	и к	6	6
23	еще не	8	5
24	в чем	6	5
25	отношение к	7	5
26	все эти	2	5
27	что такое	3	5
28	ни в	1	5
29	нуждается в	3	5
30	как бы	11	5
31	на самом	1	4
32	и ее	1	4
33	и на	5	4
34	отнюдь не	1	4
35	и наконец	2	4
36	но в	5	4
37	в этой	5	4
38	в нем	7	4
39	и может	1	4
40	его в	6	4
41	мысли и	2	4
42	все это	2	4
43	самого начала	7	4
44	как мы	10	4
45	с самого	7	4
46	так и	6	4
47	но мы	3	4
48	можно сказать	6	4
49	в его	3	4
50	а потому	1	4
51	с ними	2	4
52	только в	18	4
53	для всех	2	4
54	и их	1	4
55	так как	10	4
56	и даже	1	4
57	но и	10	4
58	и не	11	4
59	и все	5	4
60	все что	1	4
61	если б	1	3
62	отношения к	3	3
63	тех же	1	3
64	едва ли	1	3
65	во всех	4	3
66	сознательное и	1	3
67	и как	6	3
68	учение о	1	3
69	с их	1	3
70	и теперь	1	3
71	их в	1	3
72	на этом	4	3
73	на этой	5	3
74	этом смысле	2	3
75	том что	19	3
76	во время	1	3
77	сих пор	3	3
78	в одном	2	3
79	и притом	1	3
80	в основе	3	3
81	до сих	3	3
82	те же	3	3
83	по сравнению	15	3
84	с другими	2	3
85	в том	28	3
86	только на	2	3
87	мы знаем	4	3
88	в области	6	3
89	и др	2	3
90	ребенка и	2	3
91	вместе с	7	3
92	как это	3	3
93	ко всякому	1	3
94	сравнению с	14	3
95	могут быть	5	3
96	в основном	1	3
97	ступенях развития	2	3
98	что в	17	3
99	в этих	2	3
100	а в	2	3
101	то что	28	3
102	между ними	7	3
103	только как	1	3
104	ту же	3	2
105	же как	6	2
106	в самом	8	2
107	мы уже	2	2
108	мы не	6	2
109	и о	1	2
110	что можно	1	2
111	того же	7	2
112	между собой	9	2
113	из этих	3	2
114	но как	3	2
115	нет и	1	2
116	за пределы	1	2
117	с этим	4	2
118	в этот	1	2
119	что это	1	2
120	и через	1	2
121	вообще не	6	2
122	он не	7	2
123	представлениями и	1	2
124	и по	3	2
125	то же	7	2
126	по своему	2	2
127	связанные с	3	2
128	связанных с	1	2
129	этой ступени	1	2
130	было бы	9	2
131	на следующих	1	2
132	в них	3	2
133	как и	6	2
134	потому и	1	2
135	на первый	1	2
136	в своей	2	2
137	знаем что	4	2
138	в детской	1	2
139	возникает в	1	2
140	не менее	2	2
141	можем теперь	1	2
142	никогда не	8	2
143	только уже	1	2
144	только и	1	2
145	понятия и	10	2
146	что на	4	2
147	в каком	1	2
148	не могут	5	2
149	и всех	1	2
150	что оно	7	2
151	т.е в	1	2
152	на основе	4	2
153	только то	3	2
154	в пределах	5	2
155	как с	2	2
156	по аналогии	1	2
157	для этого	2	2
158	и вообще	2	2
159	с ним	2	2
160	находится в	1	2
161	о том	1	2
162	аналогии с	1	2
163	для нас	2	2
164	что и	4	2
165	во всей	1	2
166	может иметь	1	2
167	один из	3	2
168	мы видим	7	2
169	что он	18	2
170	есть в	3	2
171	не можем	1	2
172	если мы	2	2
173	в начале	1	2
174	и других	7	2
175	цели и	1	2
176	у него	2	2
177	оно не	4	2
178	а на	1	2
179	не на	2	2
180	в развитии	24	2
181	что мы	11	2
182	с помощью	13	2
183	в частности	4	2
184	так же	15	2
185	с этой	2	2
186	в систему	1	2
187	но это	2	2
188	к другим	11	2
189	не существует	1	2
