N	2gram	Propp_Russ_2	Myshleni
1	и в	29	25
2	в развитии	1	24
3	в том	22	23
4	на основе	1	22
5	том что	22	20
6	таким образом	6	17
7	так же	4	17
8	что в	22	17
9	с тем	6	16
10	в основе	1	16
11	как и	11	15
12	в его	1	15
13	то что	5	15
14	в этом	11	14
15	вместе с	6	14
16	между собой	2	13
17	может быть	13	13
18	так как	13	12
19	в качестве	3	12
20	в мышлении	1	11
21	на основании	1	11
22	по своему	1	11
23	что они	1	10
24	перед нами	1	10
25	и что	5	10
26	что и	2	10
27	было бы	3	10
28	того что	3	10
29	только в	1	10
30	как бы	18	10
31	и не	1	10
32	мы не	6	9
33	связи с	2	9
34	как в	7	9
35	как мы	3	8
36	того чтобы	6	8
37	тем что	3	8
38	показывает что	8	8
39	не является	1	8
40	по своей	1	7
41	все эти	3	7
42	уже в	1	7
43	для того	6	7
44	как это	4	7
45	же как	4	6
46	совпадает с	1	6
47	и на	6	6
48	но не	5	6
49	потому что	5	6
50	как уже	2	6
51	от этого	1	6
52	представляет собой	2	6
53	не только	10	6
54	не может	5	6
55	мы видели	7	6
56	в отличие	3	6
57	не в	4	6
58	не менее	2	6
59	можно было	2	6
60	один из	2	6
61	что он	1	6
62	отличие от	3	6
63	с другой	2	6
64	в основном	1	6
65	все это	10	6
66	все же	2	6
67	мы должны	1	6
68	одним из	2	5
69	человека и	1	5
70	мы уже	1	5
71	отличаются от	1	5
72	и как	2	5
73	что это	3	5
74	что она	3	5
75	при этом	6	5
76	и по	3	5
77	на этой	1	5
78	тем не	2	5
79	но это	1	5
80	могут быть	2	5
81	о том	9	5
82	так и	1	5
83	если бы	1	5
84	в этой	3	5
85	показывают что	1	5
86	входит в	1	5
87	с одной	2	5
88	для него	1	5
89	именно в	4	5
90	из которых	2	5
91	одной стороны	2	5
92	мы имеем	6	4
93	время как	1	4
94	еще не	6	4
95	отнюдь не	1	4
96	так называемая	1	4
97	в своем	1	4
98	по пути	1	4
99	из этих	2	4
100	на то	1	4
101	от нее	1	4
102	совпадают с	1	4
103	качестве средства	1	4
104	не столько	2	4
105	что с	2	4
106	в то	2	4
107	тогда когда	4	4
108	этого слова	1	4
109	никогда не	2	4
110	то и	4	4
111	и это	1	4
112	то время	2	4
113	приводит к	1	4
114	мог бы	1	4
115	с ним	1	4
116	выводу что	1	4
117	связь между	2	4
118	в какой	1	4
119	всяком случае	1	4
120	какой степени	1	4
121	рассматриваться как	2	4
122	из них	4	4
123	могло бы	1	4
124	друг друга	3	4
125	но и	8	4
126	в ряде	1	4
127	прежде всего	2	4
128	там где	2	4
129	нет никаких	2	4
130	независимо от	1	4
131	с этим	2	4
132	смысле этого	1	4
133	тем и	2	4
134	и все	4	4
135	а в	9	4
136	сказать что	1	4
137	мы увидим	1	4
138	во всяком	1	4
139	переход от	2	3
140	в котором	3	3
141	видели что	4	3
142	если в	1	3
143	когда он	1	3
144	его к	1	3
145	в самом	1	3
146	остановиться на	1	3
147	но на	1	3
148	что эти	1	3
149	как он	1	3
150	как оно	2	3
151	на этом	3	3
152	из основных	2	3
153	значение в	1	3
154	его в	8	3
155	или менее	1	3
156	в которых	4	3
157	которые в	1	3
158	состоит в	15	3
159	их в	4	3
160	является так	1	3
161	того как	2	3
162	во всем	2	3
163	ничего общего	1	3
164	когда в	1	3
165	приводят нас	1	3
166	связаны с	3	3
167	в него	2	3
168	с ними	1	3
169	этот вопрос	2	3
170	который в	1	3
171	между тем	3	3
172	по этому	2	3
173	не можем	2	3
174	в виде	4	3
175	это обстоятельство	1	3
176	этом отношении	1	3
177	а с	2	3
178	связь с	3	3
179	с этой	2	3
180	с ней	5	3
181	другой стороны	1	3
182	их с	1	3
183	в свою	1	3
184	имеет место	1	3
185	приводит нас	2	3
186	к этому	5	3
187	равным образом	1	2
188	и то	2	2
189	то же	4	2
190	а как	1	2
191	комплекса и	1	2
192	мы и	1	2
193	все остальные	1	2
194	хотя и	1	2
195	что по	4	2
196	с нею	1	2
197	не связаны	1	2
198	животных и	1	2
199	но все	1	2
200	к выводу	1	2
201	связанные с	2	2
202	именно это	1	2
203	здесь мы	2	2
204	в нем	1	2
205	главным образом	3	2
206	об этом	2	2
207	а по	1	2
208	того или	1	2
209	с другими	3	2
210	от одного	1	2
211	в новое	1	2
212	или другого	1	2
213	из нее	2	2
214	в них	4	2
215	на первый	3	2
216	в эту	3	2
217	в этих	3	2
218	в связь	1	2
219	в своей	2	2
220	таким же	1	2
221	с развитием	2	2
222	место в	1	2
223	однако в	1	2
224	нас к	3	2
225	но они	1	2
226	эти формы	1	2
227	одна из	11	2
228	вытекает из	1	2
229	на себя	2	2
230	в другую	1	2
231	и его	1	2
232	из того	1	2
233	и другими	1	2
234	все еще	1	2
235	оно не	1	2
236	не будет	1	2
237	свою очередь	1	2
238	говорит и	1	2
239	еще в	2	2
240	основана на	1	2
241	отрицать что	1	2
242	для этого	5	2
243	находится в	1	2
244	и здесь	1	2
245	не представляет	1	2
246	что каждый	1	2
247	а также	4	2
248	и во	1	2
249	раньше чем	1	2
250	представления о	2	2
251	в свете	3	2
252	все время	1	2
253	всех этих	1	2
254	этого комплекса	1	2
255	где они	2	2
256	так что	4	2
257	представляет для	1	2
258	уже не	4	2
259	и других	3	2
260	в одном	1	2
261	моментов в	2	2
262	каждый из	2	2
263	с той	1	2
264	на которые	1	2
265	от другого	1	2
266	целым рядом	1	2
267	на которых	1	2
268	и эта	1	2
269	в изучении	1	2
270	и особенно	1	2
271	и потому	1	2
272	относятся к	1	2
273	к жизни	5	2
274	в течение	2	2
275	тому как	3	2
276	и основной	1	2
277	в тех	1	2
278	некоторое время	1	2
279	должно быть	2	2
280	на пути	1	2
281	этом и	2	2
282	и для	2	2
283	и от	3	2
284	или в	7	2
285	для нас	6	2
286	только что	1	2
287	же в	6	2
288	тот же	1	2
289	цель как	1	2
290	этот момент	1	2
291	есть и	1	2
292	всем этом	1	2
293	это так	1	2
294	в своих	2	2
295	как на	1	2
296	в таком	4	2
297	все что	1	2
298	ту же	1	1
299	должен быть	2	1
300	они вместе	1	1
301	вне связи	1	1
302	такую же	1	1
303	тех форм	1	1
304	и до	1	1
305	на две	2	1
306	который только	1	1
307	с таким	1	1
308	по его	1	1
309	в предыдущей	1	1
310	с в	8	1
311	например в	1	1
312	полагает что	2	1
313	эту же	1	1
314	что между	1	1
315	характерная особенность	1	1
316	вопрос о	4	1
317	на место	1	1
318	к новой	1	1
319	и через	3	1
320	так чтобы	2	1
321	что иное	2	1
322	не объясняет	3	1
323	комплекс в	1	1
324	речь это	1	1
325	их не	1	1
326	и иначе	1	1
327	иное как	2	1
328	во всех	3	1
329	тем как	1	1
330	на другой	2	1
331	совсем не	2	1
332	он употребляет	1	1
333	очевидно что	2	1
334	ставили в	4	1
335	отношение к	1	1
336	не просто	1	1
337	и чем	1	1
338	относится к	1	1
339	однако как	1	1
340	течение всего	1	1
341	эта связь	2	1
342	цветов или	1	1
343	почему при	1	1
344	за этим	2	1
345	и представляют	1	1
346	к новому	1	1
347	кроме того	2	1
348	совершается на	1	1
349	этом же	1	1
350	не являются	1	1
351	всего как	1	1
352	более или	1	1
353	следующим образом	5	1
354	увидим что	1	1
355	этой цели	2	1
356	в этот	10	1
357	следует остановиться	1	1
358	них как	2	1
359	и приведенных	1	1
360	только один	1	1
361	сливается с	1	1
362	еще на	1	1
363	выше мы	3	1
364	та же	2	1
365	в которой	2	1
366	вопрос почему	1	1
367	эта стадия	1	1
368	он в	1	1
369	более подробно	1	1
370	что так	1	1
371	выражение в	1	1
372	ни одна	1	1
373	что к	1	1
374	тому же	1	1
375	мнение что	2	1
376	после чего	2	1
377	вообще не	1	1
378	с основной	1	1
379	чтобы они	2	1
380	до самого	1	1
381	по существу	4	1
382	до конца	3	1
383	том чтобы	2	1
384	увидим не	1	1
385	вперед так	1	1
386	быть поставлен	1	1
387	подобно тому	3	1
388	безотносительно к	1	1
389	а вместе	1	1
390	ее по	1	1
391	могла бы	1	1
392	а затем	4	1
393	что все	1	1
394	в состоянии	1	1
395	данных для	1	1
396	и с	10	1
397	и обратно	1	1
398	он есть	2	1
399	известно что	1	1
400	только одно	1	1
401	подробнее остановиться	1	1
402	его у	1	1
403	для них	2	1
404	круга представлений	1	1
405	несмотря на	1	1
406	чем в	2	1
407	такой же	1	1
408	их на	1	1
409	и становится	1	1
410	нужно чтобы	1	1
411	и при	2	1
412	нас не	2	1
413	в такой	1	1
414	высокой ступени	1	1
415	представление о	5	1
416	нас важно	1	1
417	собой как	1	1
418	и создавать	1	1
419	как другие	1	1
420	для объяснения	2	1
421	поэтому мы	1	1
422	ряда других	1	1
423	это предположение	1	1
424	и более	1	1
425	том же	4	1
426	и вообще	1	1
427	и форма	1	1
428	и очень	1	1
429	и потом	4	1
430	дело не	2	1
431	не имеет	3	1
432	на него	1	1
433	на некоторое	1	1
434	это еще	1	1
435	через него	2	1
436	именно с	1	1
437	зеленые к	1	1
438	можно видеть	1	1
439	к ней	2	1
440	и является	1	1
441	так называемый	1	1
442	до того	1	1
443	у нас	4	1
444	и оно	1	1
445	тем это	2	1
446	начиная с	2	1
447	когда они	2	1
448	ступени ее	1	1
449	и другой	3	1
450	с полной	1	1
451	и другим	1	1
452	для его	1	1
453	что при	2	1
454	при возникновении	1	1
455	в применении	1	1
456	и которая	1	1
457	новой и	1	1
458	в виду	2	1
459	в ней	1	1
460	без всякого	1	1
461	в ее	3	1
462	данном случае	7	1
463	связанных в	1	1
464	в пределах	1	1
465	таком виде	2	1
466	этого они	1	1
467	и совершенно	1	1
468	что у	1	1
469	iii в	1	1
470	достаточно чтобы	1	1
471	в другом	1	1
472	по аналогии	1	1
473	здесь нет	1	1
474	связи которые	1	1
475	вокруг этого	2	1
476	во многих	9	1
477	фаза в	1	1
478	с этого	1	1
479	собой и	1	1
480	означает что	1	1
481	сводится к	1	1
482	в состав	2	1
483	другом месте	1	1
484	многих случаях	2	1
485	за пределами	2	1
486	в глаза	2	1
487	или на	8	1
488	утверждает что	1	1
489	случаев когда	1	1
490	может не	1	1
491	что эта	1	1
492	от него	1	1
493	этому поводу	2	1
494	не отличаются	1	1
495	это имеет	2	1
496	во всей	1	1
497	в форме	2	1
498	в другой	1	1
499	также не	1	1
500	если это	1	1
501	в это	1	1
502	не так	1	1
503	указывает что	1	1
504	на которой	1	1
505	том как	1	1
506	идет по	1	1
507	но ни	1	1
508	основной формой	1	1
509	они могут	1	1
510	несколько подробнее	1	1
511	который называется	1	1
512	человека с	1	1
513	из которого	1	1
514	есть в	2	1
515	это показывает	3	1
516	можно выразить	1	1
517	как например	3	1
518	объяснения и	1	1
519	или даже	3	1
520	при помощи	1	1
521	за ним	3	1
522	например к	1	1
523	который как	1	1
524	был бы	1	1
525	одно из	2	1
526	заключить что	1	1
527	в конце	1	1
528	о которой	1	1
529	как его	1	1
530	различные формы	1	1
531	случае не	1	1
532	должны будем	1	1
533	связано с	2	1
534	нами еще	1	1
535	случае с	1	1
536	может рассматриваться	1	1
537	некоторые исследователи	1	1
538	в исторической	1	1
539	на голову	6	1
540	и даже	1	1
541	и связывание	1	1
542	здесь в	2	1
543	а именно	3	1
544	человека а	2	1
545	в большинстве	1	1
546	и затем	1	1
547	что для	3	1
548	говорит о	2	1
549	обратить внимание	1	1
550	превращается в	1	1
551	этот вид	1	1
552	не на	1	1
553	а не	4	1
554	человек но	1	1
555	на эту	2	1
556	или с	3	1
557	и вперед	1	1
558	на который	1	1
559	не удается	1	1
560	по окончании	1	1
561	в область	1	1
562	в данном	6	1
563	той и	1	1
564	применении к	1	1
565	и там	3	1
566	в человеческом	1	1
567	многих других	1	1
568	который он	1	1
569	наиболее часто	1	1
570	быть не	1	1
571	этом случае	6	1
572	аналогии с	1	1
573	не касаясь	1	1
574	и действия	1	1
575	в одних	1	1
576	силу и	2	1
577	или по	1	1
578	как раз	1	1
579	из ряда	1	1
580	остается в	1	1
581	этих случаях	4	1
582	за него	1	1
583	или не	1	1
584	есть уже	1	1
585	к ее	1	1
586	но если	3	1
587	никаких данных	1	1
588	пришел к	1	1
589	не сами	1	1
590	не что	2	1
591	него в	1	1
592	могут рассматриваться	1	1
593	но в	5	1
