N	2gram	Vinokur_St_1	Narrotol
1	не только	18	32
2	может быть	15	25
3	но и	10	23
4	в качестве	4	21
5	и не	16	20
6	то есть	2	19
7	и в	44	19
8	в том	36	18
9	в этом	21	17
10	в тексте	12	16
11	не в	12	14
12	в частности	4	14
13	том что	29	14
14	своего рода	3	12
15	а не	16	12
16	то что	18	11
17	а в	17	11
18	точки зрения	11	10
19	не может	8	10
20	при этом	2	9
21	так и	9	9
22	в его	9	9
23	со стороны	6	9
24	в себе	2	8
25	с другой	9	8
26	не является	3	8
27	еще не	3	7
28	по отношению	3	7
29	как в	13	7
30	все же	8	7
31	в случае	2	7
32	времени и	1	7
33	как и	9	7
34	к тому	1	7
35	а также	2	7
36	с одной	3	7
37	одной стороны	2	7
38	такого рода	2	7
39	ни для	1	7
40	с его	1	6
41	но не	3	6
42	в той	6	6
43	то в	3	6
44	на протяжении	1	6
45	тем самым	2	6
46	о том	17	6
47	что он	10	6
48	именно в	6	6
49	как это	4	6
50	отношению к	3	6
51	иначе говоря	1	6
52	том числе	2	6
53	но в	10	6
54	не все	3	5
55	уже не	1	5
56	в этой	11	5
57	далеко не	1	5
58	по себе	1	5
59	в основе	3	5
60	и его	8	5
61	к нему	2	5
62	нуждается в	1	5
63	в форме	1	5
64	себя в	1	5
65	или иной	1	5
66	в данном	14	5
67	можно сказать	1	5
68	речь идет	4	4
69	данном случае	6	4
70	то же	5	4
71	из которых	1	4
72	как правило	2	4
73	перед нами	1	4
74	в нем	5	4
75	но все	4	4
76	и с	3	4
77	было бы	17	4
78	и тем	3	4
79	точку зрения	3	4
80	числе и	2	4
81	той или	1	4
82	не столько	1	4
83	о нем	1	4
84	же время	4	4
85	во втором	4	4
86	только в	10	4
87	хотя бы	6	4
88	у него	2	4
89	что не	3	4
90	прежде всего	7	4
91	если не	2	4
92	как бы	4	4
93	да и	3	4
94	отличается от	1	4
95	одной из	1	4
96	сказать что	7	4
97	другой стороны	7	4
98	это и	4	3
99	в первом	2	3
100	же как	3	3
101	в сущности	2	3
102	в ней	3	3
103	и на	1	3
104	может не	2	3
105	бы то	1	3
106	в ее	4	3
107	если в	2	3
108	что они	7	3
109	как говорит	1	3
110	хотя и	1	3
111	что это	4	3
112	уже в	2	3
113	из этих	6	3
114	он не	2	3
115	то ни	1	3
116	в третьем	1	3
117	ни в	3	3
118	тем не	2	3
119	бы быть	1	3
120	не менее	5	3
121	в то	9	3
122	тем что	5	3
123	одна из	1	3
124	на него	2	3
125	никогда не	5	3
126	на себя	1	3
127	по своей	2	3
128	этом отношении	7	3
129	могут быть	5	3
130	как мы	1	3
131	то или	3	3
132	и самого	1	3
133	на том	1	3
134	мог бы	1	3
135	о ней	1	3
136	столь же	4	3
137	между тем	3	3
138	а именно	3	3
139	по мысли	1	3
140	но о	1	3
141	из них	8	3
142	в прошлом	1	3
143	не о	1	3
144	из двух	3	3
145	и даже	5	3
146	даже не	4	3
147	или иначе	2	3
148	а с	3	3
149	как будто	4	3
150	не существует	3	3
151	что в	30	3
152	будто бы	3	3
153	а во	3	3
154	жизни и	5	3
155	как известно	1	2
156	отношения к	2	2
157	например в	8	2
158	и потому	2	2
159	самом деле	11	2
160	идет о	2	2
161	здесь и	1	2
162	и до	1	2
163	должна быть	3	2
164	анекдот не	1	2
165	который в	1	2
166	мы имеем	2	2
167	говорить о	2	2
168	между собой	1	2
169	время в	1	2
170	но как	1	2
171	как справедливо	1	2
172	отношение к	2	2
173	нет и	1	2
174	или иное	3	2
175	все благополучно	1	2
176	что именно	1	2
177	как к	3	2
178	в своем	2	2
179	что касается	3	2
180	что по	1	2
181	не являются	3	2
182	или иную	1	2
183	так или	2	2
184	все эти	5	2
185	бы не	2	2
186	в известном	1	2
187	всей его	1	2
188	не как	1	2
189	за рамки	1	2
190	значительной степени	1	2
191	но без	1	2
192	таким каким	1	2
193	а по	1	2
194	его в	2	2
195	того или	4	2
196	его личности	1	2
197	это не	8	2
198	несмотря на	2	2
199	и сейчас	4	2
200	с точки	8	2
201	однако в	1	2
202	даже в	3	2
203	вплоть до	5	2
204	а иногда	2	2
205	она не	2	2
206	текста является	1	2
207	в обоих	1	2
208	не могло	1	2
209	не имеет	4	2
210	ничего не	2	2
211	имеем дело	2	2
212	как раз	4	2
213	и после	1	2
214	что на	2	2
215	без исключения	1	2
216	когда мы	1	2
217	здесь совершенно	3	2
218	оно не	1	2
219	языка и	4	2
220	на свой	2	2
221	читателя в	1	2
222	и когда	1	2
223	что у	4	2
224	можно было	13	2
225	или в	1	2
226	было в	1	2
227	где слово	1	2
228	во второй	9	2
229	один человек	1	2
230	его жизни	3	2
231	времени в	1	2
232	во всей	1	2
233	и только	3	2
234	по в	1	2
235	от всех	1	2
236	дело с	2	2
237	всех его	1	2
238	есть в	2	2
239	каждый из	1	2
240	этого понятия	1	2
241	ту или	1	2
242	одно из	2	2
243	для него	6	2
244	сами по	1	2
245	к которому	4	2
246	была и	1	2
247	и др	1	2
248	говорит о	3	2
249	не было	4	2
250	не на	1	2
251	точек зрения	1	2
252	о чем	1	2
253	не всегда	2	2
254	на чем	1	2
255	текста в	5	2
256	а если	2	2
257	по существу	2	2
258	текста как	1	2
259	что мы	5	2
260	каким он	1	2
261	в культуре	1	2
262	что нет	2	2
263	и для	3	2
264	в результате	3	2
265	которая в	1	2
266	в двух	3	2
267	и все	2	2
268	тем более	4	2
269	хотя в	2	2
270	совершенно не	5	2
271	в иной	1	2
272	или иного	4	2
273	этого слова	2	2
274	в какой	3	2
275	включает в	1	2
276	так же	5	2
277	в таком	3	2
278	точно так	1	2
279	в роли	1	2
280	они не	1	2
281	литературы а	1	1
282	также и	9	1
283	того же	3	1
284	жил в	2	1
285	на самом	6	1
286	показаться что	1	1
287	опираясь на	1	1
288	и есть	1	1
289	чего не	1	1
290	на две	1	1
291	в какой-то	1	1
292	видеть в	1	1
293	едва ли	1	1
294	по его	2	1
295	и могут	1	1
296	им самим	1	1
297	этом не	1	1
298	одной только	1	1
299	совпадает с	2	1
300	больше всего	1	1
301	в целом	5	1
302	не знают	1	1
303	одного слова	1	1
304	из перечисленных	1	1
305	пребывания в	1	1
306	к своему	1	1
307	двух или	1	1
308	внимание и	1	1
309	этот текст	1	1
310	в чем	3	1
311	во всех	8	1
312	бы она	1	1
313	в обеих	5	1
314	совсем не	2	1
315	и который	1	1
316	видит в	1	1
317	и стилистической	1	1
318	иногда и	2	1
319	как специальная	1	1
320	друг от	1	1
321	в настоящем	1	1
322	утверждает в	1	1
323	мере в	2	1
324	что как	2	1
325	они есть	1	1
326	его смерти	1	1
327	и к	1	1
328	писал что	1	1
329	от этого	2	1
330	в самом	7	1
331	ни один	2	1
332	а во-вторых	1	1
333	не оставляет	1	1
334	всем его	1	1
335	из его	1	1
336	имеет для	1	1
337	личность но	1	1
338	но на	2	1
339	сейчас и	1	1
340	это явление	2	1
341	раз когда	1	1
342	в первую	2	1
343	том чтобы	1	1
344	у читателя	1	1
345	содержит в	1	1
346	свое время	2	1
347	в плане	1	1
348	именно такова	1	1
349	какой бы	1	1
350	что ни	2	1
351	и по	5	1
352	в специальных	1	1
353	таким образом	7	1
354	и за	3	1
355	в другом	3	1
356	об этом	3	1
357	входит в	1	1
358	не отражает	1	1
359	первую очередь	2	1
360	этом смысле	1	1
361	должен был	2	1
362	но именно	2	1
363	капитанской дочке	1	1
364	в них	1	1
365	соответствии с	1	1
366	целый день	1	1
367	в слове	5	1
368	мы не	2	1
369	в развитии	1	1
370	зато в	2	1
371	в один	1	1
372	и тогда	2	1
373	не становится	1	1
374	оказывается для	1	1
375	в котором	5	1
376	справедливо писал	1	1
377	нет возможности	1	1
378	место в	1	1
379	фактами и	1	1
380	то было	1	1
381	в которых	5	1
382	всякий раз	2	1
