N	2gram	Bakhtin_Fr_3	EvropaiE
1	и в	40	37
2	в отношении	1	32
3	в пределах	1	25
4	точки зрения	2	23
5	что в	12	21
6	не только	13	18
7	с точки	1	17
8	в то	6	16
9	то же	7	15
10	хотя бы	2	15
11	в своем	7	14
12	но в	8	14
13	же время	6	14
14	в качестве	1	14
15	но и	11	14
16	и не	13	14
17	в этом	15	12
18	в их	4	11
19	в области	4	11
20	в том	8	11
21	так и	3	10
22	отнюдь не	1	9
23	в себе	3	9
24	только в	3	9
25	прежде всего	16	9
26	не может	3	9
27	так же	1	9
28	в смысле	1	9
29	в ее	3	8
30	думать что	2	8
31	было бы	4	8
32	в своей	6	8
33	между тем	3	8
34	с одной	1	8
35	также и	4	7
36	а также	4	7
37	того что	1	7
38	так как	4	7
39	с другой	2	7
40	как и	11	7
41	может быть	9	6
42	и на	8	6
43	во всех	6	6
44	то есть	18	6
45	том что	4	6
46	того чтобы	4	6
47	вовсе не	12	6
48	для того	3	6
49	и даже	4	6
50	как бы	3	6
51	то что	5	6
52	но не	2	5
53	не в	1	5
54	и по	1	5
55	тем самым	1	5
56	как мы	10	5
57	одной из	2	5
58	в виде	1	5
59	от этого	1	5
60	в частности	3	5
61	и потому	4	5
62	в течение	2	5
63	в той	6	5
64	мы не	2	4
65	но даже	1	4
66	в ней	4	4
67	в самом	6	4
68	во многих	1	4
69	культурной жизни	2	4
70	то ни	1	4
71	несмотря на	1	4
72	чем в	1	4
73	даже в	4	4
74	не имеет	1	4
75	и притом	1	4
76	техники и	1	4
77	в направлении	1	4
78	той или	2	4
79	бы то	1	4
80	по себе	1	4
81	можно сказать	2	4
82	именно в	2	4
83	ни было	1	4
84	само по	1	4
85	или иной	2	4
86	не на	1	4
87	мира в	1	4
88	как это	1	4
89	сказать что	3	4
90	культуры в	1	4
91	в применении	1	3
92	из всех	4	3
93	с более	1	3
94	бы и	1	3
95	того же	2	3
96	в общем	1	3
97	как в	3	3
98	когда он	1	3
99	и к	3	3
100	себе не	1	3
101	представляет собой	1	3
102	в известном	1	3
103	но на	1	3
104	и тем	1	3
105	в них	9	3
106	с тем	1	3
107	мы видели	3	3
108	она в	1	3
109	дело в	2	3
110	никогда не	1	3
111	потому что	2	3
112	уже и	1	3
113	во все	3	3
114	можно было	3	3
115	о том	4	3
116	от них	1	3
117	что и	3	3
118	отметить что	1	3
119	и только	1	3
120	в стороне	1	3
121	всяком случае	1	3
122	высшее и	1	3
123	из них	4	3
124	в прошлом	1	3
125	тем что	3	3
126	этом отношении	2	3
127	и прежде	3	3
128	в свою	1	3
129	и области	1	3
130	говорит о	1	3
131	связано с	1	3
132	там где	3	3
133	в данном	4	3
134	применении к	1	3
135	в культуре	4	3
136	и для	5	3
137	и от	3	3
138	в результате	1	3
139	мира и	1	3
140	ее в	1	3
141	как на	1	3
142	в таком	1	3
143	во всяком	1	3
144	областей и	1	3
145	и отчасти	1	2
146	по преимуществу	2	2
147	ведь и	1	2
148	и этот	2	2
149	с в	2	2
150	есть не	1	2
151	меньшей степени	2	2
152	на них	2	2
153	между собой	1	2
154	но как	2	2
155	в истории	4	2
156	его на	1	2
157	с этим	2	2
158	и как	3	2
159	что это	1	2
160	в этой	3	2
161	и если	2	2
162	главным образом	1	2
163	но именно	3	2
164	он не	9	2
165	и еще	2	2
166	какой бы	2	2
167	их из	1	2
168	таким образом	10	2
169	в мире	4	2
170	и с	8	2
171	заключается в	1	2
172	с другими	1	2
173	например с	1	2
174	для них	1	2
175	далеко не	2	2
176	в своих	5	2
177	в развитии	1	2
178	такой же	1	2
179	в эту	4	2
180	в этих	6	2
181	или точнее	1	2
182	в котором	2	2
183	представление о	2	2
184	не к	2	2
185	одном из	2	2
186	и более	1	2
187	на язык	1	2
188	по своей	1	2
189	как будто	1	2
190	что на	1	2
191	не могут	1	2
192	всего в	1	2
193	но также	1	2
194	свою очередь	1	2
195	данном случае	2	2
196	на основе	2	2
197	культуры и	7	2
198	во многом	1	2
199	по сравнению	2	2
200	ценность в	1	2
201	если бы	3	2
202	и что	1	2
203	притом в	1	2
204	в значительной	3	2
205	и во	4	2
206	к нему	2	2
207	ее от	1	2
208	во втором	1	2
209	в его	13	2
210	во всей	3	2
211	и существенно	1	2
212	для каких	1	2
213	же к	2	2
214	начало в	1	2
215	и других	6	2
216	англии и	1	2
217	участие в	1	2
218	бы совершенно	1	2
219	в одном	7	2
220	меньше чем	1	2
221	заметить что	1	2
222	в других	3	2
223	на уровне	1	2
224	влияние на	2	2
225	а именно	1	2
226	как же	1	2
227	только к	1	2
228	а не	5	2
229	долгое время	1	2
230	и тут	1	2
231	начиная с	3	2
232	вместе с	3	2
233	идеи о	1	2
234	относятся к	1	2
235	сравнению с	2	2
236	не дают	1	2
237	ко всему	2	2
238	для понимания	3	2
239	или в	1	2
240	культуры не	1	2
241	и все	9	2
242	еще более	4	2
243	и наконец	3	2
244	же в	1	2
245	в другой	1	2
246	мы видим	5	2
247	а в	3	2
248	даже при	1	2
249	имеет в	2	2
250	между ними	3	2
251	другой стороны	1	2
252	жизни и	4	2
253	существует только	1	1
254	как известно	2	1
255	ко всем	3	1
256	и т	1	1
257	напомнить о	1	1
258	например в	2	1
259	связана с	2	1
260	в тех	1	1
261	не делает	1	1
262	некоторые из	1	1
263	и это	2	1
264	от своей	1	1
265	которую они	1	1
266	и до	8	1
267	исходит из	1	1
268	с таким	1	1
269	той же	8	1
270	на тех	1	1
271	или наоборот	1	1
272	он считает	2	1
273	что между	1	1
274	чтобы превратить	1	1
275	с западной	1	1
276	большую роль	2	1
277	почти все	1	1
278	есть нечто	1	1
279	а для	1	1
280	с но	1	1
281	не сразу	1	1
282	бы еще	1	1
283	быть в	2	1
284	с его	3	1
285	каждого товара	1	1
286	тем как	1	1
287	и всего	1	1
288	видели что	1	1
289	ибо то	1	1
290	по отношению	3	1
291	способен ни	1	1
292	находящихся в	1	1
293	отличие от	3	1
294	в оценке	1	1
295	словами чтобы	1	1
296	относится к	1	1
297	интересно сопоставить	1	1
298	как по	1	1
299	при известных	1	1
300	в одной	1	1
301	значение его	1	1
302	на минуту	1	1
303	все остальные	1	1
304	все же	2	1
305	кроме того	3	1
306	смысле этого	1	1
307	к тем	2	1
308	не являются	1	1
309	говорит об	2	1
310	его к	2	1
311	этого мира	1	1
312	в этот	2	1
313	характер как	1	1
314	это есть	2	1
315	он в	2	1
316	в нашем	4	1
317	которые в	1	1
318	за их	1	1
319	же кто	1	1
320	может найти	1	1
321	и тот	1	1
322	но его	1	1
323	жизнью и	4	1
324	на его	2	1
325	из указанных	1	1
326	в свет	3	1
327	при этом	3	1
328	с еще	1	1
329	всем своем	1	1
330	не как	1	1
331	в корне	2	1
332	на этом	2	1
333	культурной и	1	1
334	находит себе	1	1
335	или иных	1	1
336	ни для	4	1
337	в человеческом	1	1
338	но все	3	1
339	значительной степени	2	1
340	как они	1	1
341	а затем	1	1
342	в нем	5	1
343	они должны	1	1
344	в совершенно	1	1
345	лишь в	2	1
346	мире как	1	1
347	истории и	1	1
348	весь мир	1	1
349	рядом с	2	1
350	зрения этих	1	1
351	мировой истории	2	1
352	и культуры	1	1
353	именно и	1	1
354	мы говорили	1	1
355	как одной	1	1
356	то его	1	1
357	в отличие	3	1
358	на такие	1	1
359	определяется как	1	1
360	об их	2	1
361	друг другу	1	1
362	том же	2	1
363	для этого	3	1
364	для нее	1	1
365	возвращается к	1	1
366	тому что	1	1
367	входящие в	1	1
368	все эти	8	1
369	не менее	2	1
370	вплоть до	3	1
371	но они	1	1
372	и западные	1	1
373	что эта	1	1
374	имеет свое	1	1
375	с теми	1	1
376	для каждого	1	1
377	считает что	2	1
378	правда в	1	1
379	одна из	3	1
380	мы все	1	1
381	о таких	2	1
382	можно судить	1	1
383	он мог	1	1
384	земли в	1	1
385	в разных	2	1
386	и культурной	2	1
387	от эпохи	1	1
388	именно с	1	1
389	совершенно неправильно	1	1
390	к концу	1	1
391	такая же	1	1
392	на себе	1	1
393	во всем	3	1
394	вместо того	1	1
395	сопоставить эти	1	1
396	мире и	1	1
397	и его	17	1
398	связи с	6	1
399	и направляет	1	1
400	так называемый	1	1
401	следует что	1	1
402	доказать что	1	1
403	в основе	5	1
404	и несколько	1	1
405	у нас	4	1
406	к обычному	1	1
407	перед ними	1	1
408	числе и	2	1
409	должны быть	2	1
410	все еще	1	1
411	но из	1	1
412	историческое значение	1	1
413	отказаться от	1	1
414	всегда в	1	1
415	оно может	1	1
416	и о	4	1
417	изменений в	1	1
418	обращенный к	1	1
419	значительной мере	1	1
420	законы и	1	1
421	людей в	1	1
422	мир к	1	1
423	язык и	2	1
424	литературы и	1	1
425	и сам	2	1
426	особенно во	1	1
427	что может	1	1
428	те же	5	1
429	одного из	2	1
430	каждого из	1	1
431	об этом	3	1
432	еще в	3	1
433	имеется в	1	1
434	ко второй	1	1
435	поэтому в	2	1
436	и вообще	1	1
437	с ним	1	1
438	но начало	1	1
439	только бы	1	1
440	тех кто	1	1
441	народа который	1	1
442	внимание на	1	1
443	нас в	2	1
444	положения и	1	1
445	такими же	1	1
446	не выходит	1	1
447	связь между	3	1
448	это может	1	1
449	самые основные	1	1
450	способность к	1	1
451	всего этого	1	1
452	нем и	1	1
453	в ту	7	1
454	старого мира	1	1
