N	3gram	Bakhtin_Fr_1	Istorich
1	мы видим что	1	8
2	не может быть	1	7
3	с другой стороны	1	5
4	до сих пор	4	5
5	в большинстве случаев	2	4
6	так например в	1	4
7	с одной стороны	2	4
8	в том что	6	4
9	дело в том	2	3
10	по отношению к	1	3
11	в связи с	1	3
12	друг с другом	1	3
13	но все же	2	3
14	этот вопрос мы	2	2
15	но и в	2	2
16	на этот вопрос	2	2
17	в отличие от	4	2
18	это конечно не	1	2
19	мы будем называть	1	2
20	в одном месте	1	2
21	большей или меньшей	4	2
22	к тому чтобы	1	1
23	до наших дней	1	1
24	сводится к тому	1	1
25	только в пределах	1	1
26	в нашем исследовании	1	1
27	на них мы	1	1
28	и др но	2	1
29	в средние века	4	1
30	отдельных мотивов и	1	1
31	но все это	1	1
32	в своей книге	2	1
33	это приводит к	1	1
34	сами по себе	1	1
35	можно говорить о	1	1
36	сказать что и	1	1
37	на самом же	3	1
38	может быть только	1	1
39	и в области	1	1
40	в этом утверждении	1	1
41	в значительной степени	2	1
42	в это время	2	1
43	проник и в	1	1
44	и многие другие	1	1
45	не чем иным	1	1
46	его отношения к	1	1
47	именно потому что	1	1
48	но в то	1	1
49	не только в	1	1
50	в них как	1	1
51	никогда не остается	1	1
52	в меньшей степени	1	1
53	так и с	1	1
54	в большей или	4	1
55	не могут быть	1	1
56	со второй половины	2	1
57	самом же деле	3	1
58	в своем развитии	1	1
59	это так называемая	1	1
60	чем иным как	1	1
61	никогда не может	1	1
62	быть правильно поставлена	1	1
63	в одном из	1	1
64	средние века и	2	1
65	тех или иных	1	1
66	и в нем	1	1
67	оно все же	1	1
68	для того чтобы	1	1
69	к тому же	1	1
70	в этом отношении	3	1
71	до известной степени	1	1
