N	3gram	Losev_Dial_1	DiskursI
1	в том что	7	6
2	то же время	4	5
3	в этом отношении	2	4
4	в то же	4	4
5	с одной стороны	2	4
6	не может быть	3	3
7	о том что	2	3
8	той или иной	3	3
9	и может быть	1	2
10	одной стороны и	2	2
11	что же касается	1	2
12	с точки зрения	12	2
13	в первую очередь	1	2
14	одно и то	4	2
15	содержит в себе	3	2
16	чего не было	1	2
17	в качестве примера	2	2
18	и то же	4	2
19	дело в том	1	2
20	на первый взгляд	1	2
21	по большей части	1	2
22	ставит себя в	1	1
23	не стремится к	1	1
24	о мире как	1	1
25	ни о чем	2	1
26	в чем не	1	1
27	в той или	1	1
28	другой стороны в	1	1
29	с самых ранних	1	1
30	мы имеем дело	1	1
31	в самом деле	1	1
32	он сам в	1	1
33	друг от друга	1	1
34	с другой стороны	4	1
35	и в то	2	1
36	до известной степени	1	1
37	можно говорить о	1	1
38	только то что	3	1
39	того и другого	1	1
40	но для этого	1	1
41	или по крайней	2	1
42	но это не	1	1
43	первый взгляд может	1	1
44	отнюдь не является	1	1
45	в своем значении	1	1
46	еще не есть	1	1
47	и в частности	2	1
48	а стало быть	1	1
49	у пушкина и	1	1
50	к своему собственному	1	1
51	внутренним и внешним	1	1
52	с ней и	1	1
53	не в том	1	1
54	во главе с	1	1
55	во всяком случае	2	1
56	и той же	1	1
57	быть выведена из	1	1
58	ни в чем	2	1
59	с той или	2	1
60	между внутренним и	1	1
61	та или иная	3	1
62	с самого начала	1	1
63	добра и зла	1	1
64	можно сказать что	3	1
65	может быть выведена	1	1
66	не говорит об	1	1
67	в полной мере	1	1
68	и не дает	1	1
69	одной и той	1	1
70	а со стороны	1	1
71	тем не менее	1	1
72	но также и	1	1
73	в себе самом	2	1
74	по крайней мере	4	1
75	может и быть	1	1
