N	3gram	Bakhtin_Fr_8	Morfolog
1	мы видим что	2	9
2	в связи с	3	8
3	не может быть	2	8
4	подобно тому как	1	5
5	по отношению к	1	4
6	с точки зрения	2	4
7	а также и	1	4
8	с другой стороны	2	4
9	на его могиле	1	3
10	в ход действия	1	3
11	на самом деле	1	3
12	как и в	4	3
13	к началу и	1	2
14	состоит в том	1	2
15	более или менее	2	2
16	в настоящее время	3	2
17	в таких случаях	1	2
18	и в других	1	2
19	может быть и	1	2
20	с одной стороны	2	2
21	в то время	2	2
22	в большинстве случаев	6	2
23	друг за другом	1	2
24	для того чтобы	2	2
25	в том что	6	2
26	таким образом что	1	1
27	можно себе представить	1	1
28	мы видим таким	1	1
29	к другу и	1	1
30	здесь перед нами	1	1
31	это уже не	1	1
32	о том как	1	1
33	и там где	1	1
34	как бы в	1	1
35	но и другие	1	1
36	до сих пор	8	1
37	мы переходим к	1	1
38	бы то ни	2	1
39	между собою мы	1	1
40	можно было бы	1	1
41	в наши дни	1	1
42	положительной или отрицательной	1	1
43	в том или	1	1
44	кроме того они	1	1
45	в данном случае	2	1
46	в некоторых случаях	1	1
47	тем же законам	1	1
48	вместо того чтобы	1	1
49	но если бы	1	1
50	потому что они	1	1
51	под углом зрения	1	1
52	во всех этих	1	1
53	друг к другу	1	1
54	так как его	1	1
55	то же время	10	1
56	в точности соответствует	1	1
57	о том что	2	1
58	если бы мы	1	1
59	они вступают в	1	1
60	с самого начала	1	1
61	видим таким образом	1	1
62	в этих условиях	2	1
63	той или иной	1	1
64	можно сказать что	2	1
65	в то же	10	1
66	иначе чем это	1	1
67	другу и к	1	1
68	друг с другом	1	1
