N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	9
2	в то же	2	9
3	для того чтобы	5	6
4	в том что	3	6
5	в этом отношении	2	5
6	но в то	1	5
7	в связи с	3	5
8	до известной степени	1	4
9	так же как	3	4
10	в том числе	5	4
11	до сих пор	5	3
12	то же самое	2	2
13	и связанные с	2	2
14	сих пор еще	2	2
15	с точки зрения	6	2
16	с представлением о	1	2
17	в отличие от	1	2
18	но в общем	1	2
19	том числе и	4	2
20	совершенно так же	1	2
21	между человеком и	1	2
22	о том как	1	2
23	в xvii веке	1	2
24	в данном случае	1	2
25	в то время	1	2
26	и не могут	1	2
27	по тому же	1	2
28	мы уже говорили	1	2
29	не может быть	1	2
30	можно сказать что	2	2
31	как бы в	1	2
32	мы видим что	1	2
33	друг с другом	5	2
34	к тому же	4	2
35	не только для	2	2
36	это связано с	1	1
37	в так называемой	1	1
38	и того же	1	1
39	потому что в	1	1
40	связанные с ним	1	1
41	даже там где	1	1
42	по отношению к	1	1
43	на этот путь	2	1
44	в самом деле	1	1
45	же время он	1	1
46	и в общем	1	1
47	сих пор не	1	1
48	и в то	1	1
49	особенно важное значение	1	1
50	в этом целом	1	1
51	не имеет никакого	1	1
52	все те же	1	1
53	одном и том	1	1
54	в значительной мере	2	1
55	мы видели что	1	1
56	вместе с тем	8	1
57	может быть и	2	1
58	совершенно иной характер	1	1
59	в общем все	1	1
60	по своему характеру	1	1
61	и том же	1	1
62	в разные стороны	1	1
63	и в этой	1	1
64	но вместе с	2	1
65	и таким образом	3	1
66	в одном и	1	1
67	и некоторые другие	1	1
68	что в этой	1	1
69	так и в	1	1
70	в свою очередь	1	1
71	о том что	4	1
72	все священное писание	1	1
73	ничего общего с	2	1
74	той или иной	2	1
75	одного и того	1	1
76	после того как	1	1
77	то есть о	1	1
78	тем не менее	3	1
79	не представляется возможным	1	1
80	что и в	1	1
81	только тогда когда	1	1
82	именно потому что	1	1
83	и только в	1	1
