N	3gram	Propp_Isto_4	Narrotol
1	о том что	2	6
2	в том числе	1	6
3	не может быть	4	5
4	все те же	1	4
5	в основе своей	1	4
6	в данном случае	3	4
7	с другой стороны	4	4
8	но все же	4	4
9	можно сказать что	1	4
10	тем не менее	2	3
11	и тем самым	1	3
12	что иное как	3	2
13	подобно тому как	1	2
14	точно так же	5	2
15	тогда как в	1	2
16	так же как	12	2
17	не что иное	3	2
18	не только в	2	2
19	и в форме	1	2
20	это все те	1	2
21	в связи с	2	2
22	при всей своей	1	2
23	на том свете	1	2
24	что в этом	1	1
25	между жизнью и	1	1
26	и в особенности	1	1
27	то же самое	2	1
28	же как и	4	1
29	это дает нам	1	1
30	до сих пор	5	1
31	независимо от того	1	1
32	и то что	5	1
33	и др в	1	1
34	он не мог	1	1
35	может быть только	1	1
36	не мог говорить	1	1
37	может быть и	1	1
38	не могло быть	1	1
39	на передний план	1	1
40	а не только	1	1
41	содержит в себе	2	1
42	их между собой	1	1
43	до нас в	1	1
44	он уже не	1	1
45	то что он	2	1
46	из которых он	1	1
47	как мы увидим	1	1
48	мог говорить и	1	1
49	не мог бы	1	1
50	обращается к нему	1	1
51	есть не что	1	1
52	здесь в качестве	1	1
53	но уже в	1	1
54	так и в	2	1
55	уже в качестве	1	1
56	но и там	1	1
57	с этого момента	1	1
58	лет тому назад	1	1
59	тем более что	1	1
60	этого слова а	1	1
61	жизнью и смертью	1	1
62	во второй раз	1	1
63	то что они	1	1
64	а в тех	1	1
65	и деревья и	1	1
66	как и в	1	1
67	как мы видели	3	1
