N	2gram	Bakhtin_fo_2	FransuaR
1	и в	46	29
2	то есть	10	21
3	таким образом	3	20
4	у рабле	18	16
5	и не	9	16
6	в эпоху	4	15
7	брат жан	2	14
8	в этой	2	13
9	и все	6	13
10	но в	10	12
11	как и	8	12
12	и т.п	2	12
13	и на	7	11
14	в этом	22	11
15	так и	7	11
16	то же	8	10
17	мы уже	9	10
18	не только	11	10
19	во время	10	10
20	в то	5	10
21	как мы	6	10
22	в романе	13	10
23	все эти	5	9
24	и с	6	9
25	романе рабле	5	9
26	его в	6	9
27	рабле в	11	9
28	в конце	2	9
29	вовсе не	13	9
30	но и	9	9
31	же время	4	8
32	и его	12	8
33	в образах	1	8
34	в его	8	8
35	прежде всего	14	8
36	как бы	10	8
37	этого эпизода	1	7
38	в них	7	7
39	мы видели	2	7
40	для смеха	1	7
41	в том	10	7
42	так как	6	7
43	еще и	1	7
44	так же	2	7
45	в сущности	2	6
46	но он	2	6
47	рабле и	5	6
48	здесь в	6	6
49	в большинстве	3	6
50	из них	8	6
51	это и	1	5
52	и до	2	5
53	кн iv	14	5
54	в нем	5	5
55	большинстве случаев	3	5
56	весь мир	3	5
57	он и	1	5
58	в своей	1	5
59	до конца	2	5
60	уже говорили	4	5
61	в кн	1	5
62	рядом с	2	5
63	и о	2	5
64	это не	2	5
65	поэтому и	1	5
66	все они	3	5
67	у него	9	5
68	далеко не	2	5
69	сказать что	1	5
70	во франции	2	5
71	рабле как	1	5
72	и по	3	5
73	кн i	16	5
74	того же	3	5
75	i гл	15	5
76	iv гл	13	5
77	также и	4	4
78	на самом	1	4
79	и есть	2	4
80	в которой	1	4
81	еще не	6	4
82	с его	1	4
83	гаргантюа и	2	4
84	с помощью	3	4
85	в нашем	1	4
86	конце концов	1	4
87	в образе	4	4
88	самого рабле	1	4
89	связанные с	5	4
90	кн iii	4	4
91	точки зрения	10	4
92	женщин и	2	4
93	тела и	5	4
94	рабле все	1	4
95	в результате	1	4
96	жизнь и	3	4
97	романа рабле	5	4
98	в литературе	2	4
99	и одновременно	1	4
100	что он	3	4
101	конечно не	4	4
102	руки и	1	4
103	iii гл	4	4
104	тем что	3	4
105	связан с	1	4
106	с другой	2	4
107	и др	5	4
108	по своему	2	4
109	рабле не	5	4
110	только для	2	4
111	но это	2	4
112	все это	6	4
113	один из	2	4
114	для рабле	2	4
115	мира и	9	4
116	то что	7	4
117	есть и	4	4
118	жизни и	8	4
119	здесь и	1	3
120	по преимуществу	1	3
121	короля и	1	3
122	животных и	1	3
123	и здесь	1	3
124	в ней	1	3
125	в чем	1	3
126	но как	1	3
127	в своем	5	3
128	и как	3	3
129	гаргантюа в	1	3
130	то в	2	3
131	третьей книги	5	3
132	в себе	4	3
133	при этом	6	3
134	он не	5	3
135	всех этих	7	3
136	и вот	2	3
137	и сам	1	3
138	для того	8	3
139	а затем	3	3
140	этой традиции	1	3
141	особенно в	2	3
142	такой же	1	3
143	том что	4	3
144	образом и	1	3
145	и ноги	1	3
146	вернемся к	3	3
147	почти все	3	3
148	самого начала	1	3
149	того чтобы	8	3
150	если кто	2	3
151	в разных	1	3
152	по своей	1	3
153	они были	2	3
154	конечно и	1	3
155	образов рабле	1	3
156	с ее	1	3
157	здесь не	2	3
158	в ее	1	3
159	с самого	1	3
160	в дальнейшем	5	3
161	роль в	3	3
162	имеется в	1	3
163	все остальные	1	3
164	там же	1	3
165	но конечно	1	3
166	святых и	1	3
167	того что	3	3
168	что здесь	2	3
169	брата жана	1	3
170	и так	2	3
171	в качестве	3	3
172	эти образы	2	3
173	и они	3	3
174	за счет	3	3
175	и других	2	3
176	и их	4	3
177	ведь это	1	3
178	том числе	3	3
179	гротескный образ	1	3
180	мы можем	1	3
181	со смехом	3	3
182	и даже	3	3
183	там где	2	3
184	весь эпизод	1	3
185	все же	6	3
186	в пределе	1	3
187	у них	2	3
188	мы видим	2	3
189	тот же	3	3
190	другой стороны	1	3
191	в частности	5	3
192	одновременно и	1	3
193	локтевые кости	1	2
194	шейные позвонки	1	2
195	и то	1	2
196	не считая	2	2
197	с вином	1	2
198	то время	1	2
199	в виду	3	2
200	так называемые	1	2
201	в числе	1	2
202	рабле но	2	2
203	он был	2	2
204	в различных	1	2
205	с одной	2	2
206	но не	5	2
207	эпизод с	1	2
208	если в	2	2
209	другим ломал	1	2
210	что они	4	2
211	связи и	1	2
212	в одной	2	2
213	как в	4	2
214	кроме того	3	2
215	хотя и	3	2
216	характер носит	4	2
217	и наконец	6	2
218	и к	2	2
219	в фольклоре	2	2
220	и этим	1	2
221	здесь дается	2	2
222	всего романа	2	2
223	бы не	1	2
224	здесь с	1	2
225	левое ухо	1	2
226	и тот	1	2
227	одним он	1	2
228	как он	2	2
229	так сказать	7	2
230	на его	1	2
231	эпохи возрождения	3	2
232	после этого	2	2
233	большую часть	1	2
234	новое и	3	2
235	монастырском винограднике	1	2
236	на этом	2	2
237	еда питье	1	2
238	в основу	1	2
239	может быть	7	2
240	этих форм	5	2
241	для своей	1	2
242	распространены в	1	2
243	к времени	1	2
244	по всему	3	2
245	тела в	4	2
246	ни в	1	2
247	кн ii	14	2
248	мировой литературы	1	2
249	со своими	2	2
250	пародия на	2	2
251	в один	1	2
252	не мог	2	2
253	положительный полюс	2	2
254	на первый	3	2
255	в этих	3	2
256	всему роману	1	2
257	бы на	1	2
