N	2gram	Ircho_Kome_1	Problemy
1	и в	22	34
2	и не	8	29
3	как бы	1	27
4	что он	6	23
5	в его	5	22
6	в нем	4	19
7	может быть	9	19
8	не может	2	19
9	и все	3	19
10	как и	9	18
11	к себе	1	17
12	в этом	3	16
13	но в	4	16
14	и его	8	16
15	все это	5	16
16	он не	3	15
17	и с	3	15
18	прежде всего	5	15
19	то же	6	14
20	к нему	2	14
21	по замыслу	1	12
22	и к	1	12
23	в то	10	12
24	же время	4	12
25	потому что	5	12
26	но и	11	12
27	т е	13	12
28	на самом	1	11
29	в сущности	2	11
30	вовсе не	2	11
31	то что	2	11
32	не только	10	10
33	слова и	1	10
34	не в	6	9
35	в отношении	6	9
36	и т	9	8
37	с самого	1	8
38	самого начала	1	8
39	с ним	1	8
40	в другом	4	8
41	в самом	2	8
42	так же	3	8
43	что же	1	8
44	и для	1	8
45	точки зрения	4	8
46	на него	4	7
47	как будто	2	7
48	как мы	4	7
49	и даже	5	7
50	этого слова	1	7
51	все же	3	7
52	отношении к	1	7
53	что в	6	7
54	мы уже	1	6
55	и на	3	6
56	отношение к	3	6
57	что они	4	6
58	что у	2	6
59	для себя	2	6
60	так и	5	6
61	в себе	2	6
62	только в	3	6
63	т п	5	6
64	от него	1	6
65	не знает	1	6
66	которым он	1	6
67	отношению к	3	6
68	в чем	3	5
69	по отношению	3	5
70	вы думаете	1	5
71	и у	3	5
72	что это	1	5
73	в целом	3	5
74	и вот	4	5
75	но все	1	5
76	на протяжении	4	5
77	с тем	1	5
78	не мог	3	5
79	в конце	6	5
80	даже в	3	5
81	таким образом	8	5
82	к тому	6	5
83	и сам	3	5
84	и что	1	5
85	что и	4	5
86	того что	1	5
87	так что	1	5
88	из них	10	5
89	всяком случае	2	5
90	в одном	8	5
91	к своему	1	5
92	ни одного	1	5
93	хотя бы	1	5
94	а в	6	5
95	во всяком	2	5
96	из его	4	4
97	еще не	2	4
98	бы то	2	4
99	но не	2	4
100	как в	5	4
101	над собой	1	4
102	он в	1	4
103	на его	5	4
104	при этом	5	4
105	на этом	2	4
106	последнее слово	1	4
107	то ни	2	4
108	что все	1	4
109	в мире	1	4
110	его в	3	4
111	ни в	6	4
112	все равно	1	4
113	но это	2	4
114	друг другу	1	4
115	он с	1	4
116	ничего не	3	4
117	как раз	3	4
118	его с	1	4
119	и это	1	4
120	на вопрос	1	4
121	и прежде	1	4
122	думаете что	1	4
123	только на	1	4
124	в виде	3	4
125	в начале	3	4
126	не принимает	1	4
127	в общем	1	4
128	так как	4	4
129	у него	3	4
130	протяжении всего	2	4
131	даже и	1	4
132	с другой	5	4
133	тем что	4	4
134	вместе с	2	4
135	слова о	2	4
136	да и	3	4
137	ни было	2	4
138	а между	1	3
139	за собой	1	3
140	высшей степени	1	3
141	говорить о	1	3
142	в ней	1	3
143	совсем не	2	3
144	хотя и	3	3
145	и как	3	3
146	поэтому он	1	3
147	уже в	5	3
148	ее как	1	3
149	как он	1	3
150	в братьях	1	3
151	к одному	1	3
152	в каждом	1	3
153	это было	1	3
154	в высшей	1	3
155	далеко не	1	3
156	мы видели	2	3
157	такой же	2	3
158	в котором	4	3
159	не менее	3	3
160	но он	2	3
161	по себе	1	3
162	том что	12	3
163	которого он	1	3
164	во всем	1	3
165	слова с	1	3
166	где он	2	3
167	с ее	2	3
168	говорили что	1	3
169	диалог с	1	3
170	еще в	5	3
171	для этого	2	3
172	в глаза	1	3
173	и во	2	3
174	между тем	5	3
175	говорит он	1	3
176	быть даже	2	3
177	наконец в	1	3
178	к концу	1	3
179	в том	11	3
180	большинстве случаев	1	3
181	нуждается в	1	3
182	а с	1	3
183	до конца	2	3
184	эти слова	1	3
185	по своему	3	3
186	ненависть к	1	3
187	сам не	1	3
188	бы в	1	3
189	конце концов	4	3
190	но зато	1	3
191	только что	2	3
192	его к	1	3
193	другой стороны	5	3
194	жизни и	1	3
195	зависимость от	1	2
196	он может	1	2
197	здесь и	2	2
198	той же	1	2
199	а как	1	2
200	время от	4	2
201	же ты	1	2
202	совпадает с	1	2
203	мы и	1	2
204	того же	2	2
205	и он	1	2
206	в которых	1	2
207	столь же	2	2
208	во всех	1	2
209	бы не	1	2
210	друг на	1	2
211	отличие от	2	2
212	за пределы	2	2
213	материалом для	1	2
214	с этим	1	2
215	в своем	1	2
216	когда он	1	2
217	не удалось	3	2
218	них он	1	2
219	в этот	1	2
220	в которой	6	2
221	бы с	1	2
222	в большинстве	1	2
223	раз в	2	2
224	тому же	6	2
225	т д	4	2
226	подобно тому	1	2
227	такого же	1	2
228	же не	1	2
229	те же	1	2
230	было бы	2	2
231	в жизни	1	2
232	мог бы	2	2
233	в них	3	2
234	всю жизнь	1	2
235	от времени	1	2
236	он дает	1	2
237	в отличие	1	2
238	к хору	1	2
239	которые в	1	2
240	тем не	2	2
241	однако в	3	2
242	на всю	3	2
243	и почти	1	2
244	между двумя	1	2
245	в той	1	2
246	тому что	1	2
247	почти все	1	2
248	если и	1	2
249	во время	5	2
250	своего героя	1	2
251	чем не	1	2
252	и без	2	2
253	к ней	2	2
254	как на	1	2
255	о нем	1	2
256	обращает на	1	2
257	ли это	2	2
258	отнюдь не	1	2
259	отказаться от	1	2
260	всего этого	2	2
261	так в	4	2
262	конечно в	1	2
